,Oid,Id,Sentence,Flag,labels
34,35,63320_200711_35,"· When did Mr Howard tell families that their kids and grandkids would be left to negotiate their wages and conditions on their own with their boss under these new, unfair AWAs?",1.0,1
35,36,63320_200711_36,· He never did.,1.0,1
36,37,63320_200711_37,· When did Mr Howard say he would remove the no disadvantage test so that wages could be lowered?,1.0,1
37,38,63320_200711_38,· He never did.,1.0,1
38,39,63320_200711_39,"In bringing in these extreme industrial relations laws, Mr Howard betrayed the trust working families placed in him at the last election.",1.0,1
39,40,63320_200711_40,"Mr Howard lacked the decency to even mention WorkChoices at all during his 4,400 word policy speech on Monday.",1.0,1
40,41,63320_200711_41,WorkChoices has become the industrial relations law that now dare not speak its name.,1.0,1
41,42,63320_200711_42,WorkChoices embodies so much of the differences between the values of our party and those of our opponents.,,1
42,43,63320_200711_43,"We believe in rewarding hard work, achievement and success.",,2
43,44,63320_200711_44,We believe in protecting those who can't stand up for themselves.,,2
44,45,63320_200711_45,We believe in a decent safety net and a decent standard of living for all working families.,,2
45,46,63320_200711_46,We believe in helping those who fall on hard times.,,2
46,47,63320_200711_47,Helping people like Bernie Banton and his struggle to get justice for working families who have done it tough.,,1
47,48,63320_200711_48,But WorkChoices under mines all these values.,1.0,1
48,49,63320_200711_49,WorkChoices is an assault on all these values.,1.0,1
49,50,63320_200711_50,"WorkChoices says `go out', `fend for yourself', `you're on your own'.",1.0,1
50,51,63320_200711_51,"Growing up in country Queensland, I saw what happens when people don't have a decent safety net.",1.0,1
51,52,63320_200711_52,"When I grew up, we were taught the value of community — looking out for one another when times are tough.",1.0,1
52,53,63320_200711_53,That doesn't seem to matter to Mr Howard.,1.0,1
53,54,63320_200711_54,He is happy to see the fair go disappear out the back door.,1.0,1
54,55,63320_200711_55,"To me, WorkChoices is just plain wrong.",1.0,1
55,56,63320_200711_56,That's why on November 24 we must say no to Mr Howard's WorkChoices laws.,,1
56,57,63320_200711_57,"If elected, we will abolish WorkChoices.",,5
57,58,63320_200711_58,"If elected, we will abolish AWAs.",,5
58,59,63320_200711_59,"And if elected, we will ensure flexibility and fairness at work.",,2
59,60,63320_200711_60,"Friends, you can't have a plan for Australia's future if you have lost sight of such basic Australian values.",,1
60,61,63320_200711_61,Mr Howard's government has lost touch with working families.,1.0,1
61,62,63320_200711_62,"After so long in office, Mr Howard has forgotten what fairness actually means.",1.0,1
62,63,63320_200711_63,"Mr Howard says ``working families in Australia have never been better off"".",1.0,1
63,64,63320_200711_64,Mr Costello says there is no housing affordability crisis.,1.0,1
64,65,63320_200711_65,Mr Brough says there is no childcare affordability crisis.,1.0,1
65,66,63320_200711_66,How out of touch can you get?,1.0,1
66,67,63320_200711_67,"For Labor, fairness is in our DNA.",,1
67,68,63320_200711_68,We understand that working families are under financial pressure and they need every bit of help we can offer.,,1
68,69,63320_200711_69,That's why we have also put forward a national housing affordability strategy — so that we can keep alive the great Australian dream of one day owning your own home.,,2
69,70,63320_200711_70,· We have put forward policies to help with the family budget.,,2
70,71,63320_200711_71,· We will increase the Childcare Tax Rebate to 50 per cent.,,7
71,72,63320_200711_72,· We will introduce a 50 per cent Education Tax Refund.,,7
72,73,63320_200711_73,· We will extend dental care to teenagers through the Medicare system.,,7
73,74,63320_200711_74,· We will establish a Petrol Price Commissioner and a national inquiry into grocery prices to make sure working families aren't ripped off.,,7
74,75,63320_200711_75,None of these represent a silver bullet.,,1
75,76,63320_200711_76,But they do offer practical help to working families under financial pressure.,,1
76,77,63320_200711_77,Financial pressures which Mr Howard no longer understands.,,1
77,78,63320_200711_78,"Friends, Australia needs new leadership with fresh ideas for the future.",,1
78,79,63320_200711_79,"With barely a week to go of this election campaign, Mr Howard's government has put forward no new ideas for the future.",1.0,1
79,80,63320_200711_80,It has run out ideas.,1.0,1
80,81,63320_200711_81,It has run out of energy.,1.0,1
81,82,63320_200711_82,And it has run out of time.,1.0,1
82,83,63320_200711_83,"I am offering new leadership with a plan for the future - Mr Howard is offering no leadership, other than a plan to retire and handover to Peter Costello.",,2
83,84,63320_200711_84,At Mr Howard's policy launch on Monday there was nothing on climate change.,1.0,1
84,85,63320_200711_85,Nothing on water.,1.0,1
85,86,63320_200711_86,Nothing on hospitals.,1.0,1
86,87,63320_200711_87,Nothing on infrastructure.,1.0,1
87,88,63320_200711_88,"And whatever amount of money Mr Howard may yet throw at these long standing challenges over the next ten days, it just not going to be real.",1.0,1
88,89,63320_200711_89,"The truth is, it's all just too late to be believable.",1.0,1
89,90,63320_200711_90,"Remarkably as interest rates rose yet again last week, we now find Mr Howard running up the white flag on inflation, and running up a huge bill in a desperate bid to get re-elected.",1.0,1
90,91,63320_200711_91,A bill he is happy to leave for us all to pay — once he heads off into retirement.,1.0,1
91,92,63320_200711_92,Monday's feeding frenzy of expenditure would actually make inflationary pressures worse.,1.0,1
92,93,63320_200711_93,Mr Howard spent nearly $10 billion on Monday.,1.0,1
93,94,63320_200711_94,Trying to buy his way out of political trouble.,1.0,1
94,95,63320_200711_95,And he did so little more than an hour after the Reserve Bank of Australia issued its monetary policy statement warning of rising inflationary pressures.,1.0,1
95,96,63320_200711_96,How irresponsible can you get?,1.0,1
96,97,63320_200711_97,Mr Howard has already presided over ten interest rate rises in a row.,1.0,1
97,98,63320_200711_98,Six interest rate rises since the last election when he promised working families they would remain at record lows.,1.0,1
98,99,63320_200711_99,A broken promise now costing first homebuyers nearly $3000 a year more on an average mortgage.,1.0,1
99,100,63320_200711_100,He has ignored 20 separate Reserve Bank warnings on Australia's skills shortages and infrastructure bottlenecks.,1.0,1
100,101,63320_200711_101,"And now with this latest irresponsible and desperate pre-election splurge, Mr Howard is putting his own interests ahead of working families by risking further increases in their mortgage rates.",1.0,1
101,102,63320_200711_102,I have no intention today of repeating Mr Howard's irresponsible spending spree.,,1
102,103,63320_200711_103,"· Unlike Mr Howard, I will heed the warnings of the Reserve Bank.",,3
103,104,63320_200711_104,"· Unlike Mr Howard, I will not place in jeopardy households already struggling with mortgages.",,3
104,105,63320_200711_105,"· Unlike Mr Howard, I don't stand before you with a bag full of irresponsible promises that could put upward pressure on inflation.",,5
105,106,63320_200711_106,Today I am saying loud and clear that this sort of reckless spending must stop.,,1
106,107,63320_200711_107,I am determined that any commitments I make are first and foremost economically responsible.,,6
107,108,63320_200711_108,That's why the commitments I announce today will cost less than one quarter of those Mr Howard announced on Monday.,,7
108,109,63320_200711_109,"Furthermore, the commitments I am making today are exclusively directed at tackling the skills shortage, tackling infrastructure bottlenecks and acting on Australia's environmental and economic challenges.",,1
109,110,63320_200711_110,I have said I will spend less than Mr Howard. I have said I will not match his spending dollar for dollar.,,3
110,111,63320_200711_111,And I have said I am an economic conservative.,,1
111,112,63320_200711_112,"Today, I deliver on each of these undertakings.",,1
112,113,63320_200711_113,Mounting inflation and rising interest rates are a scourge on working families.,1.0,1
113,114,63320_200711_114,And I believe governments must do everything in their power to place downward pressure on inflation and protect family budgets from rising interest rates.,,1
114,115,63320_200711_115,Because family budgets right around Australia are already under pressure from WorkChoices.,1.0,1
115,116,63320_200711_116,"Of course, Mr Howard will continue his fear campaign on interest rates — while always forgetting to remind us that interest rates hit 22 per cent when he was Treasurer during the 1980s.",1.0,1
116,117,63320_200711_117,We've learnt from the experiences of the 1980s.,,1
117,118,63320_200711_118,But it seems from Mr Howard's irresponsible spendathon on Monday he has now forgotten them.,1.0,1
118,119,63320_200711_119,It is not just that Mr Howard has no plan to fight inflation.,1.0,1
119,120,63320_200711_120,He has failed to advance any credible plan to deal with the future challenges our nation now confronts.,1.0,1
120,121,63320_200711_121,"On hospitals, we have put forward a national plan to end the buck-passing between Canberra and the States.",,3
121,122,63320_200711_122,I have a long-term plan to fix our nation's hospitals.,,3
122,123,63320_200711_123,"I will be responsible for implementing my plan, and I state this with absolute clarity: the buck will stop with me.",,2
123,124,63320_200711_124,"Mr Howard, by contrast, has put forward no new plan.",1.0,1
124,125,63320_200711_125,"He prefers to continue buck-passing to the States, instead of taking responsibility for fixing the system.",1.0,1
125,126,63320_200711_126,"Australians are fed up with this tired, old game.",1.0,1
126,127,63320_200711_127,Australians want a long term solution for our hospitals.,,1
127,128,63320_200711_128,They are sick and tired of short term excuses for not fixing our hospitals.,1.0,1
128,129,63320_200711_129,"· We will deliver 2,000 extra aged care beds to take the pressure off acute hospital beds.",,7
129,130,63320_200711_130,· GP SuperClinics around Australia to take the pressure of accident and emergency departments.,,6
130,131,63320_200711_131,· A national fund to eliminate elective surgery waiting lists beyond clinically acceptable times.,,3
131,132,63320_200711_132,· A massive national investment in the war against cancer.,,2
132,133,63320_200711_133,"· And 10 years after Mr Howard abolished it, we will re-establish a Commonwealth Public Dental Program.",,3
133,134,63320_200711_134,Mr Howard has spent a decade in denial on the critical challenge of climate change.,1.0,1
134,135,63320_200711_135,"Even now, Mr Howard still opposes Kyoto.",1.0,1
135,136,63320_200711_136,"I make this commitment: If we are elected, I will immediately ratify Kyoto.",,7
136,137,63320_200711_137,Mr Howard has opposed carbon targets and emissions trading.,1.0,1
137,138,63320_200711_138,"If elected, I will implement a 60 per cent carbon target and establish Australia's first national emissions trading scheme.",,3
138,139,63320_200711_139,Mr Howard has opposed boosting the renewable energy target.,1.0,1
139,140,63320_200711_140,"If elected, I will implement a renewable energy target of 20 per cent by 2020 so that Australia can have a solar future.",,5
140,141,63320_200711_141,I'll establish clean coal innovation fund.,,6
141,142,63320_200711_142,"And today I announce that if elected I will set up a major new renewable energy fund to develop, commercialise and deploy renewable energy technologies across Australia.",,1
142,143,63320_200711_143,"We need to harness our enormous potential in solar, wind, geothermal and wave power.",,1
143,144,63320_200711_144,This fund will support projects that take renewable energy technology from the lab to the grid.,,3
144,145,63320_200711_145,I am determined to make Australia part of the global climate change solution — not just part of the global climate change problem.,,2
145,146,63320_200711_146,Mr Costello has said the national government has no role in urban water.,1.0,1
146,147,63320_200711_147,I fundamentally disagree.,,1
147,148,63320_200711_148,Climate change has made urban and rural water supplies a matter of national significance and therefore a matter of national responsibility.,,1
148,149,63320_200711_149,That's why if elected we will establish a National Desalination and Urban Water Recycling Fund.,,5
149,150,63320_200711_150,It is irresponsible for any national government of Australia to stand idly by while our major cities are threatened by the insecurity of water supply.,,1
150,151,63320_200711_151,This national fund is designed to deliver new desalination and water recycling projects right across Australia.,,6
151,152,63320_200711_152,"To help support projects in Perth, Adelaide, Melbourne, Sydney and Brisbane — and other cities - which provide long term security of water supply.",,1
152,153,63320_200711_153,For 11 years Mr Howard's government has failed to provide leadership in developing our nation's infrastructure.,1.0,1
153,154,63320_200711_154,"If elected, I will provide that leadership.",,2
154,155,63320_200711_155,I will establish Infrastructure Australia - to tackle the nation's infrastructure bottlenecks.,,2
155,156,63320_200711_156,I will establish a Building Australia Fund.,,6
156,157,63320_200711_157,"And as one of our first nation-building investments, in partnership with the private sector, we will build a state of the art, fibre optic to the node, National Broadband Network.",,6
157,158,63320_200711_158,"Mr Howard's government offers a second rate, two-speed network — one for the capital cities and one slow and unreliable system for the rest of Australia.",1.0,1
158,159,63320_200711_159,"Labor, by contrast, will deliver broadband for the entire nation.",,3
159,160,63320_200711_160,Nation building requires vision.,1.0,1
160,161,63320_200711_161,And the cornerstone of my vision for Australia's future is an education revolution.,,1
161,162,63320_200711_162,I spoke about Australia's need for an education revolution in my very first speech to Parliament nearly 10 years ago.,1.0,1
162,163,63320_200711_163,I have been speaking about it all year.,1.0,1
163,164,63320_200711_164,Because I believe passionately in the power of education.,1.0,1
164,165,63320_200711_165,I believe education is the engine room of equity.,1.0,1
165,166,63320_200711_166,The engine room of opportunity.,1.0,1
166,167,63320_200711_167,And the engine room of the economy.,1.0,1
167,168,63320_200711_168,"I would not be standing here before you today were it not for the encouragement, instruction and opportunity provided to me by the teachers who shaped my life.",1.0,1
168,169,63320_200711_169,"They made it possible for a kid like me from country Queensland to finish school, go to university, become a diplomat and stand here today seeking to lead our nation into the future.",1.0,1
169,170,63320_200711_170,I know the difference a great education can make.,1.0,1
170,171,63320_200711_171,I want every child growing up in Australia to have the opportunity of fulfilling their potential.,,2
171,172,63320_200711_172,"My vision for Australia is to build the best education system in the world — so that we produce the most innovative, the most skilled and the best trained workforce in the world.",,4
172,173,63320_200711_173,The sad reality is that over the last decade Australia has been falling behind.,1.0,1
173,174,63320_200711_174,"Falling behind in early childhood education, in trades training and in our national funding for universities.",1.0,1
174,175,63320_200711_175,The economies we are competing against are making huge new investments in education.,1.0,1
175,176,63320_200711_176,They know that knowledge intensive economies will be the wealthiest economies of the future.,1.0,1
176,177,63320_200711_177,We must take decisive action now.,,1
177,178,63320_200711_178,We need nothing less than an education revolution now.,,1
178,179,63320_200711_179,A revolution in the quantum of our national investment across the entire education spectrum.,,2
179,180,63320_200711_180,And a revolution in the quality of those investments — to improve radically the performance of the education system.,,2
180,181,63320_200711_181,"Right now, Australia's investment in early childhood education is the lowest of any advanced nation on earth.",1.0,1
181,182,63320_200711_182,That's why we announced in chapter one of our education revolution that we will provide 15 hours a week for 40 weeks a year in pre-literacy and pre-numeracy play-based learning for every four year old in the country.,,7
182,183,63320_200711_183,In chapter two we announced we will introduce a 50 per cent Education Tax Refund to enable parents to claim a refund for their investment in the modern tools and resources of their children's education.,,7
183,184,63320_200711_184,"In chapter three we announced we will tackle the chronic shortage of maths and science teachers by halving HECs for those disciplines at university, and we'll halve it again for those graduates who go on to teach maths and science in our schools.",,3
184,185,63320_200711_185,In chapter four we announced we will introduce comprehensive Asian language education across the school system to equip the next generation of Australians with the languages of the major economies of the future.,,1
185,186,63320_200711_186,"In chapter five we announced we will build state of the art Trades Training Centres for each of Australia's 2,650 secondary schools.",,6
186,187,63320_200711_187,Today I announce three further chapters in Labor's education revolution.,,1
187,188,63320_200711_188,Australia at present is suffering an acute skills crisis that is driving up inflationary pressures.,1.0,1
188,189,63320_200711_189,"The government itself projects that Australia will suffer a shortage of qualified workers of more than 200,000 workers by 2010.",1.0,1
189,190,63320_200711_190,Today I announce a plan to tackle the skills crisis head on.,,3
190,191,63320_200711_191,"Over the next four years, a Federal Labor government will fund an additional 450,000 training places across Australia.",,7
191,192,63320_200711_192,"Within this, we will support up to 65,000 more apprenticeships over the next four years.",,7
192,193,63320_200711_193,"We will act on the repeated calls from small and large businesses for more skilled workers, higher level skills training and for the training system to be more responsive to their needs.",,3
193,194,63320_200711_194,Two-thirds of the new places will be allocated to training people who need to update or lift their skills.,,1
194,195,63320_200711_195,One third of these additional places will be allocated to people currently outside or marginally attached to the workforce - to equip them with the skills they need to gain employment.,,7
195,196,63320_200711_196,"Under Skilling Australia, new skilled training places for those outside the workforce will be available from April 2008.",,7
196,197,63320_200711_197,This will ensure that some of these courses could be completed as early as June 2008 — thus stimulating immediate increased participation in the workforce.,,7
197,198,63320_200711_198,"To lift workforce participation now and to have an immediate impact on our skills shortages and inflationary pressures, we must get those on the margins of the workforce back into the workforce.",,7
198,199,63320_200711_199,"Another key to fighting inflation and delivering long term economic growth is investment in 21st century infrastructure, such as high-speed broadband.",,3
199,200,63320_200711_200,Right now high-speed broadband is transforming economies all round the world.,1.0,1
200,201,63320_200711_201,The economic impact of the broadband revolution could be greater than the industrial revolution two centuries ago.,1.0,1
201,202,63320_200711_202,The problem again for Australia is that we are falling behind other nations.,1.0,1
202,203,63320_200711_203,"We have one of the slowest, most expensive broadband networks in the developed world.",1.0,1
203,204,63320_200711_204,We must turn the corner now.,,1
204,205,63320_200711_205,It starts with rolling out a genuine high speed National Broadband Network.,,7
205,206,63320_200711_206,And it carries on to the next chapter in our education revolution: linking this network to our schools.,,2
206,207,63320_200711_207,"I announce today that if elected we will connect Australia's more than 9,000 primary and secondary schools to our National Broadband Network - at speeds of up to 100 megabits per second.",,7
207,208,63320_200711_208,"And our most remote schools will be provided with alternative high speed systems, where fibre optic can't physically be delivered.",,2
208,209,63320_200711_209,The next step is to make sure that the students of tomorrow are properly trained in the technology of tomorrow.,,2
209,210,63320_200711_210,Not simply word processing skills.,,1
210,211,63320_200711_211,Not simply computing skills.,,1
211,212,63320_200711_212,But using broadband - through individual computer terminals - to deliver education programs right across the school curriculum.,,1
212,213,63320_200711_213,"Today I announce that if elected, Federal Labor will undertake a ground-breaking reform by providing for every Australian secondary school student in years nine to 12 with access to their own computer at school.",,3
213,214,63320_200711_214,This is an education revolution.,,1
214,215,63320_200711_215,I want to turn every secondary school in Australia into a digital school.,,3
215,216,63320_200711_216,I want to provide every secondary school student with the foundations to move into the digital economy of the future.,,3
216,217,63320_200711_217,This will not just be a one-off investment.,,1
217,218,63320_200711_218,And we will fund the replacement of these systems to keep them at the cutting edge.,,1
218,219,63320_200711_219,"For those schools who have already provided computers for each or most of their students, our plan will enable those schools (government and non government) to upgrade what they already have.",,3
219,220,63320_200711_220,"Our National Secondary School Computer Fund will help students in all subject areas — such as technical students who use computer aided design as a key part of trades projects including furniture making, carpentry, metals and electronics.",,2
220,221,63320_200711_221,It will turbo-charge the effective teaching of foreign languages by providing pronunciation drills online.,,1
221,222,63320_200711_222,"And it will deepen and broaden the study of chemistry, physics, biology and the hard sciences.",,1
222,223,63320_200711_223,Mr Howard seems to believe that providing our young people with computers is exotic.,1.0,1
223,224,63320_200711_224,Mr Howard just doesn't get it.,1.0,1
224,225,63320_200711_225,"Around the rest of the world, providing young people with computers isn't exotic — it's mainstream.",1.0,1
225,226,63320_200711_226,Mr Howard seems to believe that providing our young people studying the trades with computers is also exotic.,1.0,1
226,227,63320_200711_227,"Once again, Mr Howard just doesn't get it.",1.0,1
227,228,63320_200711_228,"If you visit one of the country's best tech blocks, or best automotive workshops, you will see how much computers are now increasingly integrated into what we once called the traditional trades.",1.0,1
228,229,63320_200711_229,I believe that for Australia's future a trade certificate will be just as important as a university degree.,,1
229,230,63320_200711_230,The final step in the broadband revolution is to link school networks to students at home.,,1
230,231,63320_200711_231,"For some students, this happens already.",1.0,1
231,232,63320_200711_232,"However for many, it doesn't.",1.0,1
232,233,63320_200711_233,And one of the purposes of Labor's Education Tax Refund is to encourage parents to invest in computers and internet connections at home.,,1
233,234,63320_200711_234,"Because Labor understands that in the 21st century, information technology is not just a key subject to learn, it is now the key to learning all subjects.",,1
234,235,63320_200711_235,Universities are critical to the education revolution that Australia so urgently needs.,,1
235,236,63320_200711_236,Australia is the only country in the OECD to have disinvested in our universities in the past decade.,1.0,1
236,237,63320_200711_237,This has got to stop.,,1
237,238,63320_200711_238,It has got to stop now.,,1
238,239,63320_200711_239,Otherwise the brain drain will continue to see us lose many of our brightest young people overseas.,,1
239,240,63320_200711_240,Undoing the damage which this government has done to our universities will not be easy.,,1
240,241,63320_200711_241,But this challenge begins today.,,1
241,242,63320_200711_242,"I announce that if elected, an incoming Labor Government will double the number of national undergraduate scholarships to a total of 88,000 by 2012.",,1
242,243,63320_200711_243,"I also announce today that if elected an incoming Labor Government will double the number of post graduate scholarships to nearly 10,000 students across Australia by 2012.",,5
243,244,63320_200711_244,"And if elected we will create for the first time in Australia 1000 high-value mid-career research fellowships, valued at $140,000 each, to help reverse the brain drain.",,5
244,245,63320_200711_245,This will help retain Australia's most talented academics at home.,,3
245,246,63320_200711_246,It will encourage the return of some of our best and brightest from abroad.,,3
246,247,63320_200711_247,This is critically important economic policy.,,1
247,248,63320_200711_248,"Australia cannot survive as a knowledge economy if we do not help our universities attract and retain our best scientists, innovators and researchers into the future.",,1
248,249,63320_200711_249,Today I have announced three new chapters in Labor's education revolution.,,1
249,250,63320_200711_250,And we will be building on these chapters into the future.,,2
250,251,63320_200711_251,I am intensely proud of Labor's plan for education.,,1
251,252,63320_200711_252,It's core business for Labor.,,1
252,253,63320_200711_253,It's core business for me.,,1
253,254,63320_200711_254,And it's a core part of our nation's pathway to the future.,,2
254,255,63320_200711_255,"Friends, it's good to be back in Brisbane today where I began this election campaign a month ago.",,1
255,256,63320_200711_256,It's especially good to be back home with Therese and the kids.,1.0,1
256,257,63320_200711_257,"And for the record Therese, I haven't forgotten that today's our 26th wedding anniversary.",1.0,1
257,258,63320_200711_258,"Friends, if we are elected in ten days time, I want to be a Prime Minister for all Australians.",,2
258,259,63320_200711_259,A Prime Minister for Indigenous Australia.,,1
259,260,63320_200711_260,"A Prime Minister for rural Australia, where so many of our fellow Australians are going through such tough times with the drought.",,1
260,261,63320_200711_261,A Prime Minister for our regions that stretch so far beyond our magnificent cities.,,1
261,262,63320_200711_262,"If elected, I also want to ensure that Australia once again has its own voice in the affairs of the world.",,2
262,263,63320_200711_263,"I want Australia to lead, and not just follow, in dealing with the international challenges of the future.",,6
263,264,63320_200711_264,"I want Australia to be a leader in the global fight against poverty, disease and underdevelopment — starting right here in our own region, our own neighbourhood, our own backyard.",,7
264,265,63320_200711_265,And I want Australia to be a leader in the global negotiations on climate change — rather than Australia being excluded from the negotiating table.,,2
265,266,63320_200711_266,"And on Iraq, the time has come to implement an exit strategy for our combat forces — forces who are needed much closer to home.",,1
266,267,63320_200711_267,I approach this election with a passionate commitment to Australia's future.,,3
267,268,63320_200711_268,The values I bring to leadership are the values instilled in me by my family.,,1
268,269,63320_200711_269,They are also the values that are intrinsic to this great party.,,1
269,270,63320_200711_270,I understand that life is sometimes harsh.,1.0,1
270,271,63320_200711_271,"But I believe that as a community we have a responsibility when one of us falls down, we must help to lift them back up.",,1
271,272,63320_200711_272,That's what decency and fairness is all about.,,1
272,273,63320_200711_273,Another thing I have learnt is the absolute value of hard work.,1.0,1
273,274,63320_200711_274,Of not being wasteful.,1.0,1
274,275,63320_200711_275,And the importance of planning for the future.,1.0,1
275,276,63320_200711_276,"For me, these are enduring values.",1.0,1
276,277,63320_200711_277,The values that have built Australian families and communities throughout our history.,1.0,1
277,278,63320_200711_278,And these are the values that as Prime Minister I would bring to our nation's future challenges.,,1
278,279,63320_200711_279,I stand before you today as a candidate for the Prime Ministership of Australia.,1.0,1
279,280,63320_200711_280,I am proud of the plan we have put forward for Australia's future.,,1
280,281,63320_200711_281,And I am proud of the team that I lead — the team that will work with me implementing this plan.,,1
281,282,63320_200711_282,The nation now needs new leadership for the future.,,1
282,283,63320_200711_283,The nation now wants new leadership for the future.,,1
283,284,63320_200711_284,"And today, I stand before you ready to deliver that new leadership for Australia's future.",,1
