,OID,Id,Sentence,Flag,labels
83,84,63320_199810_84,He invites me to drop it because he wants both of us to agree to do nothing about unemployment.,1.0,1
84,85,63320_199810_85,I refuse his invitation.,1.0,1
85,86,63320_199810_86,"Today I announce that my Labor Government will set itself a target of reducing unemployment to 5% in our first two terms of office, and I will not stop working until we achieve it.",,5
86,87,63320_199810_87,"We can reach that target, even if the impact of the international economic crisis on our growth rate is greater than the Government will concede - as we believe it will be.",,3
87,88,63320_199810_88,"We set that unemployment target, because we have the policies to reach it.",,5
88,89,63320_199810_89,"And we have the economic policies to grow the Australian economy faster than the Coalition can, and to create more jobs.",,5
89,90,63320_199810_90,"Once elected, we will hit the ground running with that plan for jobs: Labor has $1.5 billion for Australian industry - to increase business investment, boost research and development effort, strengthen existing industries and develop new ones.",,7
90,91,63320_199810_91,"Labor has $584 million to help build Australia's infrastructure and develop our regions - the roads, the railways, the ports and storage facilities which give businesses and job seekers all around Australia a better chance than ever.",,7
91,92,63320_199810_92,"Labor has a $1.4 billion boost for education to give our people - particularly young Australians - the skills that will get them a job, and secure employment for them through their lives.",,7
92,93,63320_199810_93,"Labor has earmarked 35% of the Government's dividend from Telstra, to make that money go to work for all Australians - funding regional infrastructure and science and technology programs.",,7
93,94,63320_199810_94,Labor has tax reform plans - without a job-destroying GST - worth up to $58 a week extra for ordinary Australians and their families.,,7
94,95,63320_199810_95,"Labor's Tax Credits are a truly new idea for Australia - the first time anyone has produced such substantial tax cuts targeted to middle Australia, and done so in a way which provides a powerful and direct incentive for people to move from welfare into work.",,6
95,96,63320_199810_96,"And today I announce the centrepiece of Labor's plan for jobs: - Up to $300 million a year to create 18,000 full-time jobs, particularly for older unemployed Australians, jobs that will build and repair community services and facilities which have been neglected for too long.",,7
96,97,63320_199810_97,"- A $100 million annual boost that will turn the ""Work for the Dole"" scheme into a genuine jobs programme for 25,000 young unemployed Australians, giving them training and job skills to give them a future in a real career.",,7
97,98,63320_199810_98,"- We will invest $78 million to create 50,000 apprenticeships and traineeships over 3 years to give our young Australians a start in the world of work.",,7
98,99,63320_199810_99,- We will spend $20 million a year for a Job Security Fund to help those whose jobs are under threat from industry restructuring and workforce changes.,,7
99,100,63320_199810_100,"We have these policies because we understand that the free market does many things well, but not all the things that community's need done.",,3
100,101,63320_199810_101,"Like many Australians, I have looked at the level of unemployment in this country and asked why our local communities still have broken facilities and pothole roads?",1.0,1
101,102,63320_199810_102,"Why are there so many unemployed, when there is so much work to do?",1.0,1
102,103,63320_199810_103,Labor will do something about it.,,2
103,104,63320_199810_104,"We have looked at the way John Howard has increased youth unemployment and asked why there are 5,000 fewer traditional apprenticeships than there were 2½ years ago?",1.0,1
104,105,63320_199810_105,Why is there no training in this Government's Work for the Dole program?,1.0,1
105,106,63320_199810_106,Labor will do something about it.,,2
106,107,63320_199810_107,"And we have looked at the number of Australians losing jobs they have held for decades, in places like Burnie and Newcastle, and asked why couldn't Government have helped these people before this happened?",1.0,1
107,108,63320_199810_108,Labor will do something about it.,,2
108,109,63320_199810_109,"We have a set of policies, because we know there is no one solution to unemployment - and no quick fix.",,2
109,110,63320_199810_110,"But there must be a quick start, and all policies must work together.",,2
110,111,63320_199810_111,They must all be aligned with the ultimate task of job creation.,,3
111,112,63320_199810_112,"We need now a nation brought together to fight unemployment, and this is what my plan will do from day one.",,3
112,113,63320_199810_113,The measures contained in this plan will start us out towards our unemployment target.,,3
113,114,63320_199810_114,"On their own, they will directly create 105,000 jobs in our first term in Government.",,5
114,115,63320_199810_115,"We can also say that we have funded all these policies, and funded them responsibly.",,3
115,116,63320_199810_116,The plan I launch today is the product of hard decisions and careful thought.,,1
116,117,63320_199810_117,We know there has been a lot of pain caused in the community by this Government's cuts.,1.0,1
117,118,63320_199810_118,We believe that some of the surplus built on those cuts should rightfully be returned to the Australian people who paid for it.,,5
118,119,63320_199810_119,"But we have focused our efforts on what will produce jobs, security and opportunity - and what will be deliverable in the difficult economic circumstances that lie ahead.",,3
119,120,63320_199810_120,Today the Australian people have before them two Parties who will produce two vastly different Australia's next century.,1.0,1
120,121,63320_199810_121,"Labor's plan is for an Australia where children get the best education we can give them, and the best opportunities to get the skills they need to enjoy secure employment for life.",,5
121,123,63320_199810_123,John Howard has a plan to tax textbooks.,1.0,1
122,124,63320_199810_124,"Labor has a plan to make our health system stronger and look after all Australians when they are sick, no matter how wealthy or poor.",,5
123,125,63320_199810_125,John Howard has a plan to tax Aspirin.,1.0,1
124,126,63320_199810_126,"Labor has a plan to re-invest the profits of our most successful public asset, Telstra, in building a stronger nation for the future.",,6
125,127,63320_199810_127,John Howard just wants to sell it.,1.0,1
126,128,63320_199810_128,"Labor has a plan to deliver tax relief directly to those who need it, and reward them for hard work.",,5
127,129,63320_199810_129,"John Howard may have a plan to cut business taxes, but he's going to make families pay for it.",1.0,1
128,130,63320_199810_130,"And Labor's plan will deliver jobs for Australians without work, and greater job security for those in work.",,5
129,131,63320_199810_131,John Howard has a plan to tax employment services.,1.0,1
130,132,63320_199810_132,"Australians can vote for a plan for a nation, and a plan for jobs, or they can vote for a plan for a tax.",1.0,1
131,133,63320_199810_133,"But more importantly, they are voting for the set of values they believe in.",1.0,1
132,134,63320_199810_134,"I am standing for the position of your next Prime Minister, but I stand for much more than that.",,2
133,135,63320_199810_135,I stand for the values Australians want from their Government.,,2
134,136,63320_199810_136,"Because when Australians elect a Government, they do so on trust.",1.0,1
135,137,63320_199810_137,They have to.,,1
136,138,63320_199810_138,They have to trust how their Government will handle the thousands of tiny decisions that go on in the daily business of governing.,,2
137,139,63320_199810_139,"They have to be able to trust their elected Government to have what they really value at heart, and never, ever, to think of dividing one group of Australians against another.",,7
138,140,63320_199810_140,"John Howard's Government has no comprehension of the day-to-day marginal decisions capable of producing such awesome life-changing effects: the elderly Australian who asks can I stay out of a nursing home just one moment longer, because my house is all I have to leave my grandchildren?",1.0,1
139,141,63320_199810_141,"Or the person who asks how can I stay in the workforce when in reality, childcare and lower family allowance cost me more than I am paid to work?",1.0,1
140,142,63320_199810_142,These are the things the Australian Labor Party was born to fight for.,,2
141,143,63320_199810_143,"After 1996, people expected us to be frozen by defeat.",1.0,1
142,144,63320_199810_144,We were not.,1.0,1
143,145,63320_199810_145,We did what our traditions demand - we got out there and we listened.,1.0,1
144,146,63320_199810_146,We listened and we learned.,1.0,1
145,147,63320_199810_147,And what we have learned we now put before the Australian people.,1.0,1
146,148,63320_199810_148,We greet this election as a renewed force in Australian politics.,1.0,1
147,149,63320_199810_149,My pride in my Party is inexpressible.,1.0,1
148,150,63320_199810_150,My pride to stand at the helm of a Party I have loved all my life is unfathomable.,1.0,1
149,151,63320_199810_151,That pride is a pride in a Party that has not once broken stride since March 1996.,1.0,1
150,152,63320_199810_152,"It would be tempting to spend this moment in proud reflection on ourselves, but we may not.",1.0,1
151,153,63320_199810_153,"Because this moment is not about the Australian Labor Party, or about the Coalition.",1.0,1
152,154,63320_199810_154,This moment is about a nation of people with a tough decision on their hands.,1.0,1
153,155,63320_199810_155,Australians who have been disappointed.,1.0,1
154,156,63320_199810_156,Australians who have been hurt by Government decisions before.,1.0,1
155,157,63320_199810_157,Australians who know that a new Century demands new politics.,1.0,1
156,158,63320_199810_158,"These Australians ask themselves if they can vote out a Government that has disappointed them so badly, and hurt them so much, after only 2½ years.",1.0,1
157,159,63320_199810_159,"But my fellow Australians, when this Government is gone, ask yourselves who will mourn it?",1.0,1
158,160,63320_199810_160,"It has been bad for this country - harsh, chaotic, and incompetent.",1.0,1
159,161,63320_199810_161,It promises 3 more years of the same.,1.0,1
160,162,63320_199810_162,"I call on Australians to be just as sentimental about it, as it has been about them.",1.0,1
161,163,63320_199810_163,"A better alternative waits in the wings - a Party with ideas and the ability to implement them, but above all, one with values - good Australian values, and an understanding of Australian lives.",1.0,1
162,164,63320_199810_164,That alternative is what we are here to launch today - an alternative for an Australia that deserves so much better.,1.0,1
