,oid,Id,Sentence,Flag,labels
43,43,63320_199303_43,As unemployment diminishes and the proportion of long-term unemployed in the total rises.,,1
44,44,63320_199303_44,Labor's effort in jobs programs will not slacken.,,3
45,45,63320_199303_45,Our commitment is this.,,1
46,46,63320_199303_46,Each and every Australian who is long-term unemployed and who can benefit from training programs or subsidised jobs access will be entitled to admission to those programs.,,6
47,47,63320_199303_47,"Labor's jobs plan embraces direct public spending on jobs, substantial incentives for business to invest, a new industries strategy, regional development measures, and targeted assistance for unemployed people.",,3
48,48,63320_199303_48,"It has to have all of these many elements, because the problem of substantial unemployment is the most difficult economic problem a country can race.",,4
49,49,63320_199303_49,"The Opposition, by contrast, promises only simplistic and implausible solutions - a new tax, and individual contracts for employees.",1.0,1
50,50,63320_199303_50,LABOR IS COMMITTED TO EXPANDING THE ECONOMY.,,1
51,51,63320_199303_51,"According to a consensus of international forecasters polled by The Economist magazine, Australia will be one of the world leaders in growth this year, while maintaining low inflation.",1.0,1
52,52,63320_199303_52,Australia is emerging from recession strengthened by a decade of reform.,1.0,1
53,53,63320_199303_53,"Despite worid-wide recession we have now had four quarters of slow but continuous economic growth, with signs of acceleration in recent months.",1.0,1
54,54,63320_199303_54,"Over the last few months employment has begun to increase, particularly full time employment.",1.0,1
55,55,63320_199303_55,"Interest rates are lower than they have been for decades, and Labor has allowed the Commonwealth budget to swing into deficit to support economic expansion.",1.0,1
56,56,63320_199303_56,Our increasing integration into the swiftly growing economies of East Asia is underpinning our trade and raising the ceiling on Australia's growth potential.,1.0,1
57,57,63320_199303_57,The reforms of the last decade have prepared us for sustainable growth in the decade ahead.,1.0,1
58,58,63320_199303_58,The economy has increased in size by one thud.,1.0,1
59,59,63320_199303_59,Incomes per head have increased by 12 per cent.,1.0,1
60,60,63320_199303_60,The number of jobs has increased by over one and a half million.,1.0,1
61,61,63320_199303_61,Australia has now entrenched one of the lowest inflation rates in the world.,1.0,1
62,62,63320_199303_62,The level of industrial disputes has fallen to a thirty year low.,1.0,1
63,63,63320_199303_63,Our trade competitiveness against other countries has increased by more than one quarter over the decade.,1.0,1
64,64,63320_199303_64,"Our exports have doubled, while our manufacturing and service exports have both tripled.",1.0,1
65,65,63320_199303_65,The fact that the Australian economy after all this progress suffered a prolonged recession strikes at the very heart of what a Labor Government stands for.,,1
66,66,63320_199303_66,But we cannot be overwhelmed by our difficulties.,,1
67,67,63320_199303_67,We are emerging from the recession but we must woric tirelessly to create jobs and bring our economy fully back to health.,,3
68,68,63320_199303_68,This is not an easy task and it would be unrealistic to think that unemployment will fall quickly.,1.0,1
69,69,63320_199303_69,Over the last year the Keating Government has worked relentlessly to put growth bade into the economy.,1.0,1
70,70,63320_199303_70,"In the One Nation statement a year ago, we initiated a large-scale program of spending on roads, railways and airports, designed to create jobs while building for Australia's future.",,5
71,71,63320_199303_71,"We offered tax incentives for new investment which have resulted in the registration of projects worth $130 billion, many ready to go.",,7
72,72,63320_199303_72,"In the National Employment and Trammg Plan for Young Australian in July we increased spending on youth training and job schemes, so that 100,000 unemployed young people will benefit over the course of the year.",,5
73,73,63320_199303_73,"In the Budget we doubled spending on training, retraining and jobs programs so that at any one time around 90,000 formerly unemployed Australians are being helped into jobs.",,6
74,74,63320_199303_74,And in the Investing in the Nation statement two weeks ago.,,1
75,75,63320_199303_75,"Labor announced a sensible, practical program of company tax cuts and tax incentives designed TO provide Australian businesses with the wherewithal and the motivation to increase investment spending and employment.",,6
76,76,63320_199303_76,The company tax rate cut from 39 per cent to 33 per cent will make Australia competitive with East Asia in attracting business investment.,,6
77,77,63320_199303_77,The investment allowance of up to 20 per cent will stimulate investment over the coming two years.,,3
78,78,63320_199303_78,"We have taken steps to encourage banks to develop fuller relationships with their business customers, particularly their smaller customers, so that they are better able to provide the finance that will be necessary as business invests and the economy grows.",,7
79,79,63320_199303_79,"In Accord 7, negotiated last week, the Labor Government and the ACTU have made wage increases depend upon progress towards a minimum of 500,000 net additional jobs over three years, and reaffirmed the joint commitment to preserving Australia's low inflation rate.",,7
80,80,63320_199303_80,"The achievement of a minimum net addition of 500,000 jobs has to be the main priority over the next three years.",,7
81,81,63320_199303_81,Trade  Labor believes that Australia's strength in future years will depend on its strength in trade - and that strength in trade will depend on our continued success in industrial relations and workforce training.,,4
82,82,63320_199303_82,"Because of increased competitiveness and Australia's new openness, we now export nearly a quarter of all we produce.",,6
83,83,63320_199303_83,"Manufacturing exports have grown to be consistently equal to rural exports, and the most complex manufactures are our most swiftly growing export.",1.0,1
84,84,63320_199303_84,"Well over half of our exports now go to the rapidly growing economies of East Asia, and the proportion is continuing to rise.",1.0,1
85,85,63320_199303_85,A decade ago Labor inherited a large trade deficit.,1.0,1
86,86,63320_199303_86,"Last year exports exceeded imports, and we had the largest trade surplus for decades.",1.0,1
87,87,63320_199303_87,INDUSTRIAL RELATIONS.,1.0,1
88,88,63320_199303_88,"In industrial relations, Labor has embarked on a policy of focusing on the workplace, where in future years most wage settlements and most discussions between employers and employees and their representatives will occur.",,7
89,89,63320_199303_89,"The series of Accords since 1983 has been responsible for the dramatic and sustained fall in Australia's inflation rate, and the solid increase in its international competitiveness, as well as for the unprecedented era of industrial peace.",1.0,1
90,90,63320_199303_90,Science and Technology. ,1.0,1
91,91,63320_199303_91," In science and technology, we have policies that are increasingly making the most of our excellent research skills, that are helping to develop our research into technologies which will create jobs, improve our health and protect our environment.",,7
92,92,63320_199303_92,"Over the past decade, our support for science and technology has increased to $2.9 billion per year, a 39 per cent increase in real terms.",,6
93,93,63320_199303_93,We have provided an atmosphere of certainty and stability by introducing the 150 per cent R&D tax concession and making it a pcnnancnt feature of the tax system.,,6
94,94,63320_199303_94,"As a result, Australia has bad the highest growth rate among OECD countries in both business R&D and external patent applications since the early 1980s.",1.0,1
95,95,63320_199303_95,"We have created 52 Cooperative Research Centres - a unique partnership between government, industry, the CSIRO and the universities - which will invest over $2 billion in fields as diverse as eye research and technology, premium quality wool and freshwater ecology.",,7
96,96,63320_199303_96,"In recognition of the importance of this program, an additional 10 Centres will be established - a $162 million vote of confidence in the national research effort.",,6
97,97,63320_199303_97,A FAIRER AUSTRALIA .,1.0,1
98,98,63320_199303_98,"Labor believes in Australians advancing together - in taking care of the needs of young people, older people, and the sick.",,1
99,99,63320_199303_99,It is by advancing together that we build a strong economy and a fair society.,,3
100,100,63320_199303_100,"Australia is a very successful multicultural society, one of great richness, variety and remarkable harmony.",1.0,1
101,101,63320_199303_101,"Labor believes in striving for a peaceful, socially just and culturally rich society for all Australians.",,2
102,102,63320_199303_102,"To achieve this, a Labor government sees its role as ensuring that all Australians, irrespective of their income, ethnic background, sex or racial origin, can have productive and fulfilling lives, and are able to exercise their rights and determine what shape their lives take.",,6
103,103,63320_199303_103,Social justice is about the quality of life.,1.0,1
104,104,63320_199303_104,It is about choices and opportunities for all.,1.0,1
105,105,63320_199303_105,"It is about entitlement to education, health care and affordable housing; about the right of families to receive assistance and older people to receive services; about the right of people in crisis or facing difficult periods such as marriage break-up, unemployment or homclcssncss to receive special support; and about the right of Australians from non-English speaking backgrounds to participate and contribute to our society.",,1
106,106,63320_199303_106,Australia is leading the world in many areas of social policy.,1.0,1
107,107,63320_199303_107,The Labor Government's reforms have been at the forefront of world thinking in the development of an active social security system which is linked closely to labour market programs to provide opportunities for workforce participation.,,7
108,108,63320_199303_108,"We have a universal health system under Medicare, the provision of services and support for older people and people with disabilities, and the provision of assistance to families through indexed income support payments,  child care places and an effective child maintainance system for children in sole parent families.",,2
109,109,63320_199303_109,We are committed to multicultural policies which allow ethnic groups to maintain their traditions and culture within an overriding commitment to Australia.,,2
110,110,63320_199303_110,"Since coming to office in 1983, much has been achieved.",1.0,1
111,111,63320_199303_111,For example:  Family Allowance Supplement paid to low income working families has increased in real terms by 77 per cent for children under 13 and 150 per cent for children aged 13-15.,1.0,1
112,112,63320_199303_112,It is currently $31 a week for children under 13 and $44 a week for older children; ,1.0,1
113,113,63320_199303_113,"the number of government funded child care places has increased from 46,000 to nearly 200,000 and fee relief for child care expenses has been increased and extended;  ",1.0,1
114,114,63320_199303_114,"today, almost eight out of ten young people stay on at school to Year 12, compared with less than four in ten in 1983;   ",1.0,1
115,115,63320_199303_115,"the higher education system has greatly expanded from 335,000 to over 530,000 students;   ",1.0,1
116,116,63320_199303_116,"a major reform of vocational education and training has begun with the setting up of the Australian National Training Authority, with an additional $720 million in 1993-95;  ",,6
117,117,63320_199303_117,"with the establishment of the Aboriginal and Tones Strait Islander Commission, Aboriginal and Torres Strait Islander people now have a real say in matters affecting them;  ",1.0,1
118,118,63320_199303_118," a comprehensive response to the Royal Commission into Aboriginal Deaths in Custody to address both the immediate concerns and the underlying causes of Aboriginal disadvantage, with a focus on the key areas of economic development, education, housing, health care, legal services and police relations; ",,7
119,119,63320_199303_119,and  a revised aged care program has been implemented with support for nursing homes and hostels and the introduction of the Home and Community Care program to assist older people to remain in their own homes.,,7
120,120,63320_199303_120,"Today, Labor reaffirms its commitment to a fairer Australia.",,3
121,121,63320_199303_121,"In particular, Labor will introduce initiatives to improve assistance to women at home caring for children, access to health care and support for low income older people.",,3
122,122,63320_199303_122,Assistance for Caring for Children.  ,1.0,1
123,123,63320_199303_123,"Labor has already announced a major reform of child care policy to address toe three key concerns of working parents: the availability, cost and quality of child care.",,6
124,124,63320_199303_124,Labor is committed to increase places to meet the demand for work-related child care and will introduce a 30 per cent cash rebate for the cost of care.,,4
125,125,63320_199303_125,This will ensure that Labor has in place a soundly based child care system able to provide the right kind of assistance to women who will continue to enter the workforce in growing numbers in the l°90s.,,7
126,126,63320_199303_126,But child care assistance is not just about providing necessary support for mothers in the paid workforce or who undergo training or education.,,1
127,127,63320_199303_127,Recognition should also be given for the important role and contribution of women caring for children at home.,,6
128,128,63320_199303_128,"These women also need support as they deal with the additional expense of children, often in a situation where the family has only one income earner.",,1
129,129,63320_199303_129,"Accordingly, a Keating Government will increase the dependent spouse rebate and pay it directly to the spouse at home caring for children.",,6
130,130,63320_199303_130,The new Home Child Care Allowance will be $30 a week and will provide some source of independent income for women at home caring full time for children.,,7
131,131,63320_199303_131,Fee relief will also be increased for occasional child care.,,1
132,132,63320_199303_132,DENTAL AND HEALTH CARE .,1.0,1
133,133,63320_199303_133,There is strong evidence that people with low incomes suffer from poor dental care and are twice as likely to have their teeth extracted.,1.0,1
134,134,63320_199303_134,Labor will implement a Commonwealth Dental Health Program to improve access to emergency and basic dental care for low income families and individuals.,,7
135,135,63320_199303_135,"With a new dental program alongside Medicare and the Pharmaceutical Benefits Scheme, Labor will provide a total health package for people on low incomes.",,6
136,136,63320_199303_136,"For hospital care, the way forward is to better integrate the services offered by the public and private hospital systems, by looking for opportunities for the most effective use of resources.",,6
137,137,63320_199303_137,Labor recognises the strengths of both the public and the private systems and seeks to use health resources in the best interests of patients.,,6
138,138,63320_199303_138,To encourage better utilisation of health facilities Labor will fund the treatment of public patients in private hospitals.,,7
139,139,63320_199303_139,The focus will be on people needing elective surgery to reduce waiting times.,,7
140,140,63320_199303_140,This will be a voluntary scheme in which all private hospitals can participate.,,6
141,141,63320_199303_141,The scheme will not interfere with the right of each private hospital to chose whom it admits.,,6
142,142,63320_199303_142,"For example, the Australian Catholic Health Care Association has said that they would be interested in treating pensioners waiting for elective surgery on this basis.",,6
143,143,63320_199303_143,Labor will also increase funding for post-acute and palliative care and encourage private hospitals to participate.,,2
144,144,63320_199303_144,This will mean that public patients in need of this special care may be treated in public or private hospitals as appropriate.,,4
145,145,63320_199303_145,RETIREMENT INCOMES.,1.0,1
146,146,63320_199303_146,  The cornerstone of Labor's retirement incomes policy is an adequate age pension for those most in need.,,6
147,147,63320_199303_147,"Under Labor, the pension has increased in real terms by 15.4 per cent and is now equal to 26 per cent of average weekly earnings compared with 22.7 per cent when Labor came to office.",,7
148,148,63320_199303_148,Labor has also extended fringe benefits to all pensioners.,,1
149,149,63320_199303_149,Labor now undertakes to improve the position of low income non-pensioner retirees.,,6
150,150,63320_199303_150,The assets test will be eased in recognition of the impact of the fall in interest rates on retirees' incomes.,,6
151,151,63320_199303_151,"Also, Labor will introduce a Seniors Health Card for all older people with incomes below the pension cut out point.",,6
152,152,63320_199303_152,The Health Card will entitle low income non-pensioners to concessional phannaceuticals and hearing aids.,,6
153,153,63320_199303_153,The Environment.,1.0,1
154,154,63320_199303_154,  The environment is another area where a Keating Labor Government makes a strong stand.,,1
155,155,63320_199303_155,Labor's record on the environment is indeed an exceptional one.,1.0,1
156,156,63320_199303_156,"Without a Labor Government, the Tasmanian Worid Heritage Area would not have been doubled; Kakadu would not have been tripled in size; Coronation Hill would have been mined; Frascr Island, Shark Bay, the Great Barrier Reef, the rainforests of the wet tropics and the Tasmanian tall forests would not have been protected.",1.0,1
157,157,63320_199303_157,Labor has also introduced new programs to combat pollution and the threat of global warming and was the first government to identify and tackle land degradation as a major national issue.,,3
158,158,63320_199303_158,"Notwithstanding this impressive record, Labor clearly recognises the magnitude of environmental challenges ahead as was outlined in the Prime Minister's Environment Statement in December last year.",,6
159,159,63320_199303_159,"The Prime Minister announced wide ranging new initiatives and a significant increase in spending on the environment, including a $100 million boost to programs to dean up our major waterways, with emphasis ON the Murray-Dariing Basin.",,7
160,160,63320_199303_160,"Other highlights include $13.9 million to maintain and expand protected areas and encourage the preservation of wild and pristine rivers, protection of old growth and wilderness forests, a boost to coastal and marine protection programs and endangered species programs, $15 million extra spending on the control of feral animals and plants, and $85 million extra for programs aimed at improving air quality.",,7
161,161,63320_199303_161,It is a comprehensive program and shows that Labor's commitment to the environment has not diminished.,,1
162,162,63320_199303_162,"Indeed, we take this agenda further today by providing funds to underwrite the installation of domestic solar hot water heaters.",,6
163,163,63320_199303_163,Alan Griffiths will announce details shortly in a statement on renewable energy.,1.0,1
164,164,63320_199303_164,The Coalition's environment policies would put all the recent progress into reverse.,1.0,1
165,165,63320_199303_165,"They would lift the limits on wood chipping, mining and exploration in National Parks and World Heritage Areas, expand uranium mining, develop a uranium enrichment industry and give the green light to domestic nuclear power stations.",1.0,1
166,166,63320_199303_166,The Coalition would also strike down proper environmental assessment processes approving all developments after twelve months even if the delay is caused by the proponent.,1.0,1
167,167,63320_199303_167,ARTS.,1.0,1
168,168,63320_199303_168,"Labor has provided strong support for the arts so that today we have a very diverse and vibrant industry, one that enriches while providing over 200,000 jobs.",1.0,1
169,169,63320_199303_169,"In 1988, the Government established the Australian Film Finance Corporation to invest in Australian films.",1.0,1
170,170,63320_199303_170,The resurgence of Australian films shows how successful Labor's strategy has been.,1.0,1
171,171,63320_199303_171,Labor has supported excellence in the arts through the Australian Artists Creative Fellowship Scheme and has facilitated 19 exhibitions for major works of art over the past 5 years.,1.0,1
172,172,63320_199303_172,We have strongly supported the National Performing Arts Touring Program thereby enhancing access to the arts for all Australians.,1.0,1
173,173,63320_199303_173,Labor recognises that Aboriginal arts and crafts enrich the culture of all Australians.,,1
174,174,63320_199303_174,Without an appreciation of Aboriginal art and culture we have a very incomplete knowledge of our culture and of the cultural changes occurring in Australian society.,1.0,1
175,175,63320_199303_175,"Labor has therefore fostered the preservation of Aboriginal and Torres Strait Islander cultural traditions and artistic techniques of the past, such as protection of sacred sites, the returning of cultural property to Aboriginal and Torres Strait Island people and die identification and preservation of rock ait.",1.0,1
176,176,63320_199303_176,We have also promoted the development of contemporary Aboriginal cultural expression.,1.0,1
177,177,63320_199303_177,Sport.,1.0,1
178,178,63320_199303_178,Labor recognises the importance of greater participation in sport for a healthier and fitter community.,1.0,1
179,179,63320_199303_179,It is why we have increased spending on sport six fold since 1982-83.,1.0,1
180,180,63320_199303_180,"IT IS why in the last Budget the Government introduced a new program, ""Maintaining the Momentum"", which will encourage even broader participation through programs ranging from helping our elite athletes, to encouraging community sport and enhancing physical education in our schools.",,6
181,181,63320_199303_181,"As part of this program, 200 Sports Traineeships will be established.",,1
182,182,63320_199303_182,"The traineeship will offer young people accredited training and a start in an exciting career as well as, in the long run, improve the management and administration of Australian sport.",,7
183,183,63320_199303_183,"Summary of New Measures  Today, Labor underlines its commitment to jobs and a fairer Australia by announcing additional measures.",,6
184,184,63320_199303_184,"These measures build on the initiatives introduced in recent announcements, especially in Investing in the Nation.",,6
185,185,63320_199303_185,"They are modest in size, adding stimulus of less than 0.1 per cent of GDP.",,1
186,186,63320_199303_186,"They are, however, very important in setting the direction of policy for the next Heating Government, in expanding job opportunities and providing support for all Australians.",,7
187,187,63320_199303_187,The new measures are:  to extend the very successful development allowance into industries that were previously ineligible for the allowance;  ,,4
188,188,63320_199303_188," to strengthen recovery in regions lagging behind the rest of the Australian economy, Labor will create a Minister for Regional Development and a Department for Regional Development.",,6
189,189,63320_199303_189,"The portfolio will be charged with responsibility for advising on me coordination of all Commonwealth programs which impact on lagging regions, sad with harmonising state and federal government programs to gain  impact;  ",,6
190,190,63320_199303_190,to accelerate the creation of high-skill high-wage employment Labor will encourage and support specific growth industries of the next decade;    ,,6
191,191,63320_199303_191,"to support a number of industries facing increased competition as they undergo structural adjustment, developing country tariff preferences will be eliminated on certain products;  ",,7
192,192,63320_199303_192,"to support both regional Australia and a rapidly expanding export industry, a package for regional tourism will be introduced;  ",,3
193,193,63320_199303_193,"to help Australian companies take full advantage of market opportunities in Asia, Labor will establish an Asia Economic Centre to provide high quality, business-oriented analysis of the Asian economies;  ",,7
194,194,63320_199303_194,"we will also introduce a related package of measures to expand Australian business networks with Asia, refine the way we project Australia's image in Asia, and increase the number of Australians with Asian language skills and familiarity with Asian societies and economies;  ",,6
195,195,63320_199303_195,"Education and Training  to further strengthen the high quality of our university research effort, we will provide an annual injection of $52 million for university infrastructure;  ",,7
196,196,63320_199303_196,to expand the number of student places.,,1
197,197,63320_199303_197,Labor will fund any spare capacity in universities to improve the flexibility and responsiveness of training programs to the needs of small and medium business.,,6
198,198,63320_199303_198,Labor will develop group training companies on an industry basis and extend their role beyond training to employment;   TO expand career opportunities for young people and to improve the management OF Australian sport.,,6
199,199,63320_199303_199,Labor will establish a Sports Traineeship with specialist training and work experience in national sporting organisations;  Transport and Communications  • to create a truly integrated and world class transport system.,,7
200,200,63320_199303_200,"Labor will appoint an expert panel to advise on Australia's transport needs into the 21st century;  to further Labor's commitment to public broadcasting, services to regional and rural Australia and services to youth, we will extend the ABCs TOple J Youth Network through out Australia;    ",,7
201,201,63320_199303_201,Assistance far Caring for Children  to recognise the contribution to Australia made by spouses at home taking care of children full time.,,3
202,202,63320_199303_202,Labor will increase the dependent spouse tax rebate and pay it as cash directly to the spouse caring for the children.,,6
203,203,63320_199303_203,The new Home Child Care Allowance will be $30 a week.,,7
204,204,63320_199303_204,Fee relief will also be increased for occasional child care;  ,,6
205,205,63320_199303_205,Dental Care and Health  to improve access to dental care for low income families and individuals.,,6
206,206,63320_199303_206,Labor will establish a new Commonwealth Dental Health Program for emergency and basic dental care;  to tackle the problem of waiting lists for elective surgery.,,7
207,207,63320_199303_207,Labor will fund the treatment of public patients in private hospitals;  ,,1
208,208,63320_199303_208, Labor will expand post-acute and palliative care for public patients and encourage private hospitals to participate;  ,,6
209,209,63320_199303_209,Retirement Incomes Policy  to assist low income non-pensioner retirees.,,1
210,210,63320_199303_210,Labor will ease the assets test and introduce a Seniors Health Card for concessional pharmaceuticals and hearing aids;  recognising that income and housing are equally required for a secure and comfortable retirement.,,4
211,211,63320_199303_211,Labor will permit part of the deposit on owner occupied dwellings to be funded from the home buyer's superannuation account;  ,,3
212,212,63320_199303_212," to support Australian culture and to extend access throughout the community, a major package will be introduced in the cultural area;  ",,4
213,213,63320_199303_213,"Renewable Energy  to build on major initiatives recently introduced in the environment statement, funding will be provided to encourage increased use of solar power in homes.",,6
214,214,63320_199303_214,"THE OPPOSITION'S AGENDA  By contrast with Labor, the policies of the Opposition threaten everything that Australians have won by their sacrifices.",1.0,1
215,215,63320_199303_215,"The Opposition's 15 per cent tax on most things we buy will more than double our inflation rate, and hit spending at the very time we need to encourage growth and demand.",1.0,1
216,216,63320_199303_216,The GST is a lifestyle changing tax which can only advantage higher income earners:  Our historic achievement of the lowest inflation rate for thirty years will be lost.,1.0,1
217,217,63320_199303_217,The strengthening recovery will be set bade as spending is cut back.,1.0,1
218,218,63320_199303_218,"The Opposition's policy of cancelling all industrial awards will force nearly 6 million Australian employees to choose between taking the boss's contract, or taking the sack.",1.0,1
219,219,63320_199303_219,Our historic achievement of the lowest rate of industrial disputes for thirty years will vanish in industrial turmoil.,1.0,1
220,220,63320_199303_220,"The Opposition's policy of abolishing access to bulkbilling for 13 million people, forcing most people out OF Medicare and into private insurance will touch off a rapid rise in medical and insurance costs while diminishing the quality of and access to medical and hospital CARE FOR all but the wealthy.",1.0,1
221,221,63320_199303_221,The Opposition's policies would attack the quality of life of the most disadvantagcd Australians.,1.0,1
222,222,63320_199303_222,"THE Opposition would cut nearly $10 billion from government programs, including a large reduction in government funds for public housing.",1.0,1
223,223,63320_199303_223,Support for unemployed people would also be cut.,1.0,1
224,224,63320_199303_224,The Opposition would make unemployed people retrenched from their jobs wait much longer for financial assistance and cut spending on labour market programs by a quarter.,1.0,1
225,225,63320_199303_225,Unemployed people would also be required to accept below award wages for up to 18 months under the Opposition's AUSTRAIN proposal.,1.0,1
226,226,63320_199303_226,The Opposition would undermine public education by introducing fees for university courses.,1.0,1
227,227,63320_199303_227,"The Opposition has made it clear that fees would apply to ""all courses and all students"".",1.0,1
228,228,63320_199303_228,"Full cost fees would be between $25,000 and $130,000.",1.0,1
229,229,63320_199303_229,The Opposition would introduce a voucher scheme but have provided no details of how it would work.,1.0,1
230,230,63320_199303_230,"Voucher would destabilise higher education, particularly threatening system diversity and regional provision.",1.0,1
231,231,63320_199303_231,Ability to pay for an education will increasingly replace merit as the criterion for entry to universities.,1.0,1
232,232,63320_199303_232,The Opposition's proposals for schools provide windfall gains of over 50 per cent to the wealthiest private schools.,1.0,1
233,233,63320_199303_233,The poorest non-government schools receive very limited additional benefit.,1.0,1
234,234,63320_199303_234,State school funding will fall as a result of the Coalition's 5 per cent cut in Federal grants to the States.,1.0,1
235,235,63320_199303_235,DrHewson will also withdraw Commonwealth funding from the national vocational educational system to set up a training voucher* scheme.,1.0,1
236,236,63320_199303_236,These vouchers will only be available for young people prepared to accept Dr Hewson's youth wage of $3 or $350 an hour and for older people prepared to work for less than award wages under the Coalition's AUSTRAIN scheme.,1.0,1
237,237,63320_199303_237,People on award wages will not be eligible.,1.0,1
238,238,63320_199303_238,DEVELOPMENT ALLOWANCE : To bring on private investment is central to create long-term jobs.,1.0,1
239,239,63320_199303_239,The development allowance introduced in One Nation is doing just that. ,,1
240,240,63320_199303_240,We will extend this allowance to a range of industries that were originally ineligible to apply.,,4
241,241,63320_199303_241,Some $130 billion worth of projects had been registered for the One Nation development allowance by December last.,,1
242,242,63320_199303_242,This represents enormous confidence in the Australian economy and augurs well for growth and jobs for the remainder of the decade.,,3
243,243,63320_199303_243,The development allowance is available only for projects meeting a number of specific criteria.,,6
244,244,63320_199303_244,"The projects must involve a total capital cost of over $50 million, be in industries not subject to significant protection and involve a commitment to achieving world best practice.",,7
245,245,63320_199303_245,These criteria are important in enhancing our ability to compete in worid markets.,,1
246,246,63320_199303_246,"The success of the development allowance, however, has also highlighted the fact that other industries would benefit from the allowance and help them become productive on an international scale.",,1
247,247,63320_199303_247,"Accordingly, a Labor Government will extend the development to a range of other industries originally excluded from applying.",,1
