,Oid,Id,sentence,Flag,labels
47,47,63320_201607_47,"More teachers will be supported to become experts in supporting students with disability and extra learning needs, with Labor investing $40 million for up to 2,000 teachers to complete a Masters in Inclusive Education.",0,7
48,48,63320_201607_48,The development of a new curriculum for students with disability will be fast-tracked so students with disability get the same learning opportunities as their peers.,0,6
49,49,63320_201607_49,POSITIVE POLICY,1,1
50,50,63320_201607_50,"Your Child, Our Future. Non-Govt School funding support",1,1
51,51,63320_201607_51,"Labor has announced that as part of the “Your Child. Our Future” plan, a Labor Government will provide $82 million to Independent schools associations and Catholic education commissions for the duration of the original six-year Gonski agreements.",0,7
52,52,63320_201607_52,"This means an additional two years of funding, and honours the agreements Labor entered into with the non-government schools sectors.",0,3
53,53,63320_201607_53,This will be called the Teaching and Learning Support Program.,0,3
54,54,63320_201607_54,The funding will allow the non-government school associations to continue important work to implement the Gonski reforms such as: Provide better coaching for teachers,0,7
55,55,63320_201607_55,Establishing centres of excellence for the teaching of STEM,0,3
56,56,63320_201607_56,Employing School Leadership Consultants – to work with principals to make sure schools have a school improvement agenda in place to lift student outcomes,0,6
57,57,63320_201607_57,Supporting schools to implement the Australian Curriculum;,0,6
58,58,63320_201607_58,Best practice professional development to support Indigenous Independent Schools,0,6
59,59,63320_201607_59,"Of course, we will expect transparency and accountability for this funding – with clear links to improved teaching and learning.",0,5
60,60,63320_201607_60,POSITIVE POLICY,1,1
61,61,63320_201607_61,More Affordable Child Care,1,1
62,62,63320_201607_62,A Shorten Labor Government will deliver child care support that is fairer and will make early education and care more affordable for families.,0,3
63,63,63320_201607_63,Our package will give parents the early education and care relief they need now – from 1 January 2017.,0,5
64,64,63320_201607_64,Under Labor’s plan: Low and middle income families will benefit from an increase to the Child Care Benefit of 15 per cent.,0,5
65,65,63320_201607_65,"Every one of the 813,000 families that rely on the Child Care Benefit will be better off – an increase up to $31 per child per week, or up to $1,627 per year, will provide much needed relief for the family budget.",0,5
66,66,63320_201607_66,"The annual cap on the Child Care Rebate will be increased from $7,500 to $10,000 per child, leaving families up to $2,500 per child per year better off.",0,7
67,67,63320_201607_67,"107,800 families who would otherwise reach the Child Care Rebate cap this financial year won’t have to choose between paying double fees, or dropping out of the workforce.",0,5
68,68,63320_201607_68,"Labor’s plan will take pressure off the family budget, help grow the economy by keeping more parents in work and ensure that all children continue to have access to two days of vital early education.",0,5
69,69,63320_201607_69,Better early education and care is essential to a growing economy – in the short-term and the long-term.,1,1
70,70,63320_201607_70,"It’s central to Labor’s plan for fairer growth, real jobs and greater opportunities.",0,3
71,71,63320_201607_71,Families who rely on early education and care need a better deal now - and that's what Labor will deliver.,0,3
72,72,63320_201607_72,"Labor’s plan also includes: Cracking down on unjustified price increases – New transparency and accountability standards, along with extra powers to investigate unjustified price increases and stop price gouging.",0,5
73,73,63320_201607_73,"Supporting flexible Family Day Care – Investing an additional $50 million to support improvements to the Family Day Care system, including flexible options for families and enhancing the education, investigation and compliance programs.",0,7
74,74,63320_201607_74,"Better services for Indigenous children and children in remote areas –Increasing support for children in Budget Base Funded Services by 15 per cent, in line with the increase to the Child Care Benefit.",0,7
75,75,63320_201607_75,"Valuing our early education workforce - $150 million investment towards developing the early education workforce – developing a new Early Years’ Workforce Strategy, and establishing a national Educator Professional Development Program.",0,7
76,76,63320_201607_76,Labor will also make submissions to the Fair Work Commission proceedings in support of professional wages for early childhood educators.,0,7
77,77,63320_201607_77,"Before the last election, the Liberals promised to make child care more affordable for Australian families.",1,1
78,78,63320_201607_78,"But over the last three years, child care fees have increased by over 20 per cent, and out-of-pocket costs have gone up.",1,1
79,79,63320_201607_79,"According to research by the ANU’s Centre for Social Research and Methods, one in three families would be worse off under the Liberals’ proposed child care changes.",1,1
80,80,63320_201607_80,Families won’t be worse off under Labor’s changes.,0,1
81,81,63320_201607_81,"In government, Labor will not proceed with the Liberals’ child care changes in their current form, because of the number of families that will be worse off, the unfair activity test and the impact on vulnerable children.",0,7
82,82,63320_201607_82,"While we work with experts and the sector to formalise the very best long-term reforms, Labor recognises that families need action and support now – they should not have to wait any longer.",0,3
83,83,63320_201607_83,"Labor has a proud history of early education reform, and we are driven to build on this platform.",0,3
84,84,63320_201607_84,Early education and care isn’t a form of babysitting – it is critical for parent’s workforce participation and for children’s development.,1,1
85,85,63320_201607_85,Only Labor will put families first.,0,1
86,86,63320_201607_86,POSITIVE POLICY,1,1
87,87,63320_201607_87,A Stronger Vocational Education & Training Sector,1,1
88,88,63320_201607_88,A Shorten Labor Government will undertake a comprehensive National Vocational Education and Training Sector Review to build a stronger VET sector and weed out dodgy providers and student rip-offs.,0,7
89,89,63320_201607_89,"Despite its importance to Australia’s social and economic future, Australia’s VET sector is at a crossroads.",1,1
90,90,63320_201607_90,"Costs are increasing but quality is declining, particularly in private courses and states which have experienced funding reductions.",1,1
91,91,63320_201607_91,"Labor’s review will ensure the VET sector is properly equipped to train Australians for the jobs of the future, proper standards are enforced and the central role of our public TAFE system is recognised.",0,3
92,92,63320_201607_92,Our national skills and training sector used to be the envy of the world – since the election of the Liberal Government it has been significantly damaged by shonks and sharks ripping off vulnerable people.,1,1
93,93,63320_201607_93,People’s livelihoods are being destroyed – and their job prospects ruined.,1,1
94,94,63320_201607_94,It is a disgrace – and action must be taken.,0,1
95,95,63320_201607_95,Having a strong VET sector is an important part of Labor’s plan to tackle inequality.,0,5
96,96,63320_201607_96,"The vocational education and training sector deserves a comprehensive, evidence-based approach to policy-making to ensure it is fit for the critical task of preparing Australians for the jobs of the future.",0,1
97,97,63320_201607_97,While schools and universities have had full reviews into funding with the Gonski and Bradley reviews – the vocational education and training sector has been left behind.,1,1
98,98,63320_201607_98,The sector has not undergone a full review since the Kangan Report in 1974.,1,1
99,99,63320_201607_99,"It is time for a full review of the operation of the sector including quality, funding and access.",1,1
100,100,63320_201607_100,"As new jobs emerge and existing industries go through extensive restructuring the nation will rely on an effective, quality vocational sector to provide the qualifications to enable people to enter the workforce, upskill or retrain.",1,1
101,101,63320_201607_101,Billions of dollars have been wasted due to the Liberals refusal to act on the escalating VET FEE-HELP crisis with VET FEE-HELP loans escalating from $699 million in 2013 to $1.7 billion in 2014 and is expected to have blown out to over $3 billion for 2015.,1,1
102,102,63320_201607_102,"To date, Labor has put forward a number of plans to guarantee funding for TAFE and to implement strong and sensible measures to stop the shonks and sharks in the private sector.",1,1
103,103,63320_201607_103,This adds to the announcement last year that a Shorten Labor Government would guarantee TAFE funding into the future by working with Premiers and Chief Ministers on a comprehensive National Priority Plan that defines the role of TAFE and places it squarely as the public provider within the VET sector.,1,1
104,104,63320_201607_104,There is abundant evidence that the vocational training sector must be underpinned by a dominant and viable public provider.,1,1
105,105,63320_201607_105,"Labor is committed to protecting the reputation of the sector, prioritising the outcomes for students and meeting the national need for a well-trained workforce into the future.",0,5
106,106,63320_201607_106,POSITIVE POLICY,1,1
107,107,63320_201607_107,Computer Coding For Every School,1,1
108,108,63320_201607_108,"Labor believes that coding is the literacy of the 21st Century, and every young Australian should be able to read and write the global language of the digital age.",0,1
109,109,63320_201607_109,"Digital proficiency will be a foundation skill, as important as reading and numeracy.",1,1
110,110,63320_201607_110,It will increasingly determine Australians employment prospects and the opportunities available to them in the workplace.,1,1
111,111,63320_201607_111,"The Australian Workforce Productivity Agency predicts that in 2025 there could be an undersupply of qualifications for key ICT occupations, with employment projected to grow between 64 and 72 per cent faster than overall employment growth, and account for around 5 per cent of all employment in 2025.",1,1
112,112,63320_201607_112,Australia needs to elevate technology to the status of literacy and numeracy in the National Curriculum so that it is taught from the beginning of formal learning by a more coding-literate teaching workforce.,1,1
113,113,63320_201607_113,"That’s why a Labor Government will ensure that computer programming and digital technologies – coding – is taught in every primary and secondary Australian school, by a teacher who has had the opportunity to receive training in coding.",0,5
114,114,63320_201607_114,"We will work with the states and territories, teaching bodies, school systems and the Australian Curriculum and Reporting Authority (ACARA) to examine ways to lift the status of coding to a core skill that is part of learning from the start of schooling.",0,6
115,115,63320_201607_115,Labor’s plan is that by 2020 computer programming and digital technologies – coding – is taught in every primary and secondary Australian school.,0,7
116,116,63320_201607_116,"We will also invest $9 million to establish a National Coding in Schools centre (NCIS) so that all teachers in Australia have the opportunity to develop their skills, and every student can have access to exciting ways to learn coding.",0,7
117,117,63320_201607_117,NCIS will collaborate and link with industry and experts to develop the materials and content to support coding in schools.,0,6
118,118,63320_201607_118,To ensure teachers and students benefit from cutting edge virtual programs that set students up for success at school and in the workplace NCIS will: Develop and promote innovative teaching of coding in our schools; ensuring teachers in every school gain access to practical hands on training in coding and its integration into the classroom;,0,7
119,119,63320_201607_119,"Partner with business and industry leaders to connect the teaching of coding in schools to help establish a culture of innovation and creativity while equipping students with the skills that will be in-demand in the future, including hands-on experience;",0,7
120,120,63320_201607_120,Provide ongoing engagement with teachers across the country to support the integration of coding into their teaching with confidence.,0,6
121,121,63320_201607_121,"As our economy responds to technological change, it is vital all Australians have the skills to be able to participate – to secure good jobs today and well into the future.",0,1
122,122,63320_201607_122,POSITIVE POLICY,1,1
123,123,63320_201607_123,Skilling Teachers in STEM - Upskilling Teachers,1,1
124,124,63320_201607_124,"Experts predict that in the years to come, 75 per cent of the fastest growing occupations will require skills in science, technology, engineering or mathematics (STEM).",1,1
125,125,63320_201607_125,"But we know that unless students are interested and engaged in STEM at an early age, they are unlikely to pursue a career in those fields.",1,1
126,126,63320_201607_126,"Currently this isn’t the case, with more children dropping out of STEM subjects with every additional year of study.",1,1
127,127,63320_201607_127,"This partly reflects the way STEM subjects are taught, but it also happens because our teachers aren’t properly supported to engage young peoples’ natural curiosity.",1,1
128,128,63320_201607_128,This is now an urgent issue that requires immediate action.,1,1
129,129,63320_201607_129,"Nationally, around 60 per cent of IT teachers and 40 per cent of General Science and maths teachers teaching Years 7-10 classes do not have a tertiary qualification in those areas.",1,1
130,130,63320_201607_130,We need to do more to support Australia’s great teachers so that they can deliver STEM courses in a way that will inspire and engage young Australians.,0,3
131,131,63320_201607_131,"Labor has a two-part plan to upskill teachers as an urgent priority, and create a pipeline of future STEM qualified teachers to join the teaching ranks.",0,3
132,132,63320_201607_132,"Labor will establish a five year STEM teacher training fund that will support 5,000 primary and secondary teachers a year to undertake professional development in STEM disciplines.",0,7
133,133,63320_201607_133,Coding and programming will be a key focus of this program.,0,1
134,134,63320_201607_134,"The training fund will ensure the upskilling of around 25,000 existing STEM teachers in primary and secondary education, with these teachers taking their new skills straight to the classroom.",0,7
135,135,63320_201607_135,"These grants will back our teachers to do what they do best, with the skills and training they need.",0,6
136,136,63320_201607_136,The grants will be flexible and will allow teachers to work with their schools in determining the best form of professional development.,0,6
137,137,63320_201607_137,"Labor will work with teaching bodies, TAFEs and State Governments to develop criteria for access to the scheme and the eligible courses and uses of the grants.",0,6
138,138,63320_201607_138,"We will invest $127 million in reskilling teachers over four years, kicking off in the 2017 school year.",0,7
139,139,63320_201607_139,POSITIVE POLICY,1,1
140,140,63320_201607_140,Girls Into Code,1,1
141,141,63320_201607_141,Australia has a chronic shortage of women graduating with computer science or coding skills.,1,1
142,142,63320_201607_142,"Since 2001, the rate of women enrolling in an IT degree has actually fallen from about 1 in 4 to just 1 in 10.",1,1
143,143,63320_201607_143,"Continuing to see women fall behind in IT will limit our capacity for all Australians to capture and embrace the opportunities of the digital economy, let alone meet the projected demand for ICT skills across industry.",1,1
144,144,63320_201607_144,The lack of diversity will also begin to affect our ability to innovate as a nation.,1,1
145,145,63320_201607_145,"On top of that, women could be left out economically, shut out from influential positions in industry and government due to lack of relevant skills and experience.",1,1
146,146,63320_201607_146,This will perpetuate the gender gap in Australian IT in which currently: Only 28 per cent of workers in the ICT are women,1,1
147,147,63320_201607_147,Only 1 in 5 tech entrepreneurs are women.,1,1
148,148,63320_201607_148,"It is therefore crucial that young women learn to code and consider careers in ICT as early as possible, so that they have a stake in the digital economy of the future.",1,1
149,149,63320_201607_149,"That is why Labor will launch Girls into Code – a $4.5 million grants program to support organisations that promote, encourage and inspire girls to learn code.",0,7
150,150,63320_201607_150,"Improving rates of participation by women in technology jobs involves capturing girls’ interest early, by providing opportunities for them to experience the creative side of ICT as through Carnegie Mellon’s Alice and MIT’s Scratch initiatives.",0,6
151,151,63320_201607_151,"It is also important to highlight role models and demonstrate diverse career paths from a young age, while moving away from stereotypes.",0,6
152,152,63320_201607_152,"Labor’s Girls into Code grants program will facilitate mentoring and access to role models, connect coding programs to schools, and create opportunities for girls to build up their confidence and showcase their talent in coding and ICT skills.",0,6
153,153,63320_201607_153,"There are a range of organisations and movements that are doing great work delivering engaging and inclusive programs that inspire young women and girls to code, including Code Club Australia, Code Like a Girl, DigiGirlz and Girls Make Games.",1,1
154,154,63320_201607_154,"Labor’s Girls into Code will ensure these programs are offered in more places, to more girls so that in the future Australian women are just as equipped to benefit from the jobs of the future as men will be.",0,6
155,155,63320_201607_155,POSITIVE POLICY,1,1
156,156,63320_201607_156,National TAFE Funding Guarantee,1,1
157,157,63320_201607_157,"Under the Abbott-Turnbull Government, Australia’s TAFEs are struggling.",1,1
158,158,63320_201607_158,"In the past two years we have seen the closures of TAFEs, reductions in staffing, ever-increasing course costs and unscrupulous private providers and brokers preying on vulnerable people.",1,1
159,159,63320_201607_159,This must not be allowed to continue.,1,1
160,160,63320_201607_160,TAFE must be backed by governments as it is critical to our future.,1,1
161,161,63320_201607_161,Labor has a plan to back TAFE into the future by developing a comprehensive National Priority Plan that defines the unique role of TAFE as our public provider and delivers on this by working with the states and territories to provide ongoing guaranteed TAFE funding.,0,3
162,162,63320_201607_162,"TAFE must remain an essential part of Australia’s skills and training sector as it plays a vital role in servicing our regions, industries in transition and disadvantaged groups.",1,1
163,163,63320_201607_163,"As the Australian economy changes, the jobs of the future will change.",1,1
164,164,63320_201607_164,"Our trades will involve more technology-based skills, and workers will need training in these skills to be more effective in the workplace and to remain competitive in the employment market.",0,7
165,165,63320_201607_165,New trades and professions will emerge and require quality training programs and upskilling courses.,0,3
166,166,63320_201607_166,It is therefore absolutely critical that we invest in supporting our national asset – our public TAFE sector.,0,2
167,167,63320_201607_167,There are challenges in the way the vocational educational sector is funded which has led to the decline of the TAFE sector nationally.,1,1
168,168,63320_201607_168,Over the last year it has become clear that there has been a failure in the market and we have seen the proliferation of opportunistic and sub-standard training providers costing the taxpayers and students millions of dollars.,1,1
169,169,63320_201607_169,This needs to stop.,1,1
170,170,63320_201607_170,"Under Labor’s plan for TAFE, a Shorten Labor Government will work with Premiers and Chief Ministers on a comprehensive National Priority Plan that defines the unique role of TAFE and places it squarely as the public provider within the VET sector – as the cornerstone of our economy’s need to train and retrain its workforce and deliver on improving the participation, productivity, innovation and growth efforts required for the nation.",0,6
171,171,63320_201607_171,The Turnbull Government has been silent on TAFE and now it appears they are considering abandoning the VET sector completely to the States.,1,1
172,172,63320_201607_172,This would seriously undermine the national effort required to support growth and jobs through nationally coordinated skills development.,1,1
173,173,63320_201607_173,"In comparison, Labor is firmly committed to a strong TAFE sector.",0,1
174,174,63320_201607_174,"We understand how critically important TAFE is to so many students, communities, industries and businesses.",0,1
175,175,63320_201607_175,It is a national asset and we must work across all levels of government to ensure its future.,0,1
176,176,63320_201607_176,POSITIVE POLICY,1,1
177,177,63320_201607_177,New Graduates into STEM Teaching,1,1
178,178,63320_201607_178,"Experts predict that in the years to come, 75 per cent of the fastest growing occupations will require skills in science, technology, engineering or mathematics (STEM).",1,1
179,179,63320_201607_179,"But we know that unless students are interested and engaged in STEM at an early age, they are unlikely to pursue a career in those fields.",1,1
180,180,63320_201607_180,"Currently this isn’t the case, with more children dropping out of STEM subjects with every additional year of study.",1,1
181,181,63320_201607_181,"This partly reflects the way STEM subjects are taught, but it also happens because our teachers aren’t properly supported to engage young peoples’ natural curiosity.",1,1
182,182,63320_201607_182,This is now an urgent issue that requires immediate action.,1,1
183,183,63320_201607_183,"Labor will provide 25,000 teaching scholarships over five years to new and recent graduates of STEM degrees to encourage them to continue their study and become a STEM teacher.",0,7
184,184,63320_201607_184,"A STEM degree is the best background for teaching STEM in our schools, as people with qualifications and a passion for these subjects will be better able to connect with young Australians and engage them in their studies.",0,3
185,185,63320_201607_185,Labor’s Teach STEM initiative will provide an incentive payment to attract more STEM graduates to become teachers.,0,6
186,186,63320_201607_186,"Students that have just completed a STEM degree, or graduated within five years, will be able apply for the incentive payments.",0,1
187,187,63320_201607_187,"The payment of $15,000 will be structured so that $5,000 is paid upon commencement of the course of study, with the remaining paid after their first year in the classroom.",0,7
188,188,63320_201607_188,This initiative will increase the attractiveness of STEM teaching careers and boost the number of qualified STEM teachers in Australian classrooms.,0,3
189,189,63320_201607_189,Labor will invest $133 million over four years to deliver our Teach STEM program.,0,7
190,190,63320_201607_190,Labor wants to upskill teachers and attract more STEM-qualified people into teaching because we understand that targeted investment across the education system to improve skills and drive innovation is vital to unlocking this country’s most important resource: the creativity and genius of Australia’s people.,0,7
191,191,63320_201607_191,POSITIVE POLICY,1,1
192,192,63320_201607_192,Investing in Indigenous Students,1,1
193,193,63320_201607_193,"A Shorten Labor Government will invest an additional $100 million to support Indigenous students to succeed at school, and boost the number of Indigenous teachers.",0,7
194,194,63320_201607_194,This is part of Labor’s plan to help close the gap between Indigenous and non-Indigenous students.,0,3
195,195,63320_201607_195,"Currently, the gap between outcomes for Indigenous and non-Indigenous students is unacceptably high.",1,1
196,196,63320_201607_196,Indigenous students are still:?Twice as likely to be developmentally vulnerable in their first year of school.,1,1
197,197,63320_201607_197,Up to two years behind at school.,1,1
198,198,63320_201607_198,Behind non-Indigenous students’ NAPLAN results.,1,1
199,199,63320_201607_199,Less likely to complete Year 12.,1,1
200,200,63320_201607_200,This is just not good enough.,1,1
201,201,63320_201607_201,Labor’s Your Child. Our Future plan will make sure that Indigenous students get the targeted support we know makes a difference to their education.,0,3
202,202,63320_201607_202,"Schools and educators will be able to put in place targeted strategies to close the gap, including: Early intervention literacy and numeracy programs.",0,7
203,203,63320_201607_203,Breakfast clubs.,0,1
204,204,63320_201607_204,"Attendance, parenting and family support programs.",0,1
205,205,63320_201607_205,Targeted professional development and training for teachers.,0,1
206,206,63320_201607_206,One-on-one tutoring and mentoring.,0,1
207,207,63320_201607_207,Labor’s Your Child. Our Future will see an additional $96 million go towards improving outcomes for Indigenous students around Australia over school years 2018 and 2019.,0,7
208,208,63320_201607_208,"In addition, Labor will provide $4.8 million over the forward estimates to fund 100 scholarships per year for Aboriginal and Torres Strait Islander students, and increase the number of Aboriginal and Torres Strait Islander teachers.",0,7
209,209,63320_201607_209,Increasing the number of Indigenous teachers is critical to improving the educational outcomes of Indigenous students.,0,1
210,210,63320_201607_210,Indigenous teachers are significantly under-represented in schools.,1,1
211,211,63320_201607_211,"While Indigenous students comprise 5 per cent of the total school student population, they only represent approximately 1 per cent of the teaching community.",1,1
212,212,63320_201607_212,Labor is committed to efforts to close the gap in Indigenous disadvantage – and education is key.,0,3
213,213,63320_201607_213,Mr Turnbull’s decision to dump the Gonski reforms and rip $29 billion out of schools will mean that students who need the most help are not getting the resources and support they need to succeed at school.,1,1
214,214,63320_201607_214,Only Labor will put people first – and support Aboriginal and Torres Strait Islander students with the investment they need to achieve their best.,0,5
215,215,63320_201607_215,Funding for the $96 million in targeted support for Indigenous students formed part of Labor’s Your Child. Our Future package announced on 28 January 2016.,0,7
216,216,63320_201607_216,Labor’s Indigenous teacher scholarships program is offset from Labor’s announced improvements to the Budget.,0,6
217,217,63320_201607_217,POSITIVE POLICY,1,1
218,218,63320_201607_218,Targeted Teaching,1,1
219,219,63320_201607_219,A Shorten Labor Government will make sure school funding is conditional on evidence-based learning programs which are proven to increase student results.,0,6
220,220,63320_201607_220,"Labor will also provide $4.6 million to expand the use of Targeted Teaching – using accurate information about what students actually understand, and what they are ready to learn next.",0,7
221,221,63320_201607_221,"This will put Australian students on the right track to meet Labor’s target for our schools to be back in the top five internationally for reading, maths and science by 2025.",0,1
222,222,63320_201607_222,"Targeted Teaching is about recognising that a one-size-fits-all approach to the classroom does not achieve the best results, and backing our educators in their hard work to support every student.",1,1
223,223,63320_201607_223,"It means catching students before they fall too far behind, and making sure students who are ahead are still challenged to reach their full potential.",1,1
224,224,63320_201607_224,"It also requires educators to assess their own teaching, keep what is working and change what is not.",1,1
225,225,63320_201607_225,Labor’s plan recognises that every dollar of taxpayer funds should be going toward programs which actually make a difference in the classroom.,0,1
226,226,63320_201607_226,"Labor will immediately invest $4.6 million to identify the most effective Targeted Teaching resources, and develop guidance and support so schools and teachers can make the changes we need in the classroom.",0,7
227,227,63320_201607_227,Australian trials show Targeted Teaching has the potential to improve the proportion of students meeting early primary learning benchmarks in disadvantaged schools by up to 20 per cent.,1,1
228,228,63320_201607_228,Schools and school systems will be expected to have a proven strategy to lift student results.,1,1
229,229,63320_201607_229,Labor’s needs-based Your Child. Our Future plan will mean schools have the resources at the local level to support the implementation of programs like Targeted Teaching – with Labor investing $3.8 billion more in our schools than Mr Turnbull in 2018 and 2019 alone.,0,7
230,230,63320_201607_230,Labor has made education a priority because we know it is critical to Australia’s future economy.,0,1
231,231,63320_201607_231,You can’t have a plan for economic growth if you don’t have a plan to invest in education.,1,1
232,232,63320_201607_232,The choice for families is clear this election.,1,1
233,233,63320_201607_233,A vote for Malcolm Turnbull and the Liberals is a vote for a $50 billion tax cut for big business.,1,1
234,234,63320_201607_234,A vote for Bill Shorten and Labor is a vote for strong schools.,1,1
235,235,63320_201607_235,POSITIVE POLICY,1,1
236,236,63320_201607_236,Supporting Country Classrooms,1,1
237,237,63320_201607_237,"Despite one in three Australians living outside our capital cities, there is a clear educational divide between the city and the country.",1,1
238,238,63320_201607_238,"Across all tested year levels, students from regional and remote Australia score lower in NAPLAN.",1,1
239,239,63320_201607_239,"More students in regional Australia also drop out of school, with year 12 retention rates significantly lower than in major cities.",1,1
240,240,63320_201607_240,Labor believes the future success of regional students and communities relies on a strong education system that will equip students in country schools with the skills they need to get the jobs of the future.,0,3
241,241,63320_201607_241,"If Australia is to have a strong economic future, we need to make sure every student in regional and country Australia is prepared for high-skill, high-wage jobs.",1,1
242,242,63320_201607_242,"Labor’s policy will ensure every child growing up outside our capital cities has the opportunity to achieve their full potential at school, and that the long-standing divide in educational achievement is closed.",0,3
243,243,63320_201607_243,Labor will invest an additional $1.8 billion in regional and country classrooms as part of the Your Child. Our Future plan for Australian schools.,0,7
244,244,63320_201607_244,"Under Labor’s plan to fund the Gonski reforms on-time and in-full, students outside our capital cities will have the same opportunities to learn the skills they need to succeed.",0,3
245,245,63320_201607_245,Labor’s new school funding for our regions will benefit 1.5 million students during 2018 and 2019.,0,5
246,246,63320_201607_246,"This extra support will mean more individualised support and attention for regional students, better early literacy and numeracy programs and better professional development for our teachers.",0,3
247,247,63320_201607_247,POSITIVE POLICY,1,1
248,248,63320_201607_248,Addressing The Child Care Squeeze,1,1
249,249,63320_201607_249,The struggle to secure early education and care places has been completely ignored by the Liberals.,1,1
250,250,63320_201607_250,Many parents face long and frustrating waiting lists to access early education and care services – with the current arrangements limiting work options for parents.,1,1
251,251,63320_201607_251,This isn’t only a battle before children reach school.,1,1
