,Oid,Id,Sentence,Flag,labels
29,30,63320_20011_30,"Under my leadership we will continue to work in the international coalition, with President Bush and Prime Minister Blair and others, to find the terrorists and bring them to justice.",0,4
30,31,63320_20011_31,We're proud we have such well-trained and well-equipped men and women to send on this difficult mission.,1,1
31,32,63320_20011_32,"They go with our blessing, and our heartfelt appreciation of their courage and commitment, and that of their families.",1,1
32,33,63320_20011_33,Our security also requires that we protect Australia's borders.,0,1
33,34,63320_20011_34,People smugglers are criminals who must be hounded out of business.,0,1
34,35,63320_20011_35,It's why we plan to introduce a proper Coast Guard – a cop on the beat 52 weeks of the year.,0,1
35,36,63320_20011_36,"We need to work harder at finding diplomatic solutions with our neighbours to take the boats back, or stop them before they leave.",0,2
36,37,63320_20011_37,The fight against terrorism and the protection of our borders are common ground in this election.,1,1
37,38,63320_20011_38,"But on the issue of security at home, we are poles apart.",1,1
38,39,63320_20011_39,The public schools and hospitals used by average Australian families have been sadly neglected.,1,1
39,40,63320_20011_40,Our aged care system is in crisis.,1,1
40,41,63320_20011_41,The rich are getting richer and the poor poorer.,1,1
41,42,63320_20011_42,Those in the middle average Australian families are getting more and more squeezed.,1,1
42,43,63320_20011_43,"My opponent has no plan for jobs, no plan for schools, no plan for hospitals, no vision for the future.",1,1
43,44,63320_20011_44,"Well, Australians know this: without decent schools and hospitals, without a clear plan for the future, we are never going to meet the challenges of the new century.",1,1
44,45,63320_20011_45,"That's why Labor has a plan to help struggling families, and those in financial difficulties.",0,3
45,46,63320_20011_46,"Only Labor has a plan to invest in the most priceless assets in the modern world – our brains, our skills, our knowledge.",0,3
46,47,63320_20011_47,We have already announced an affordable range of carefully crafted policies designed to help Australians deal with the problems they face:,0,7
47,48,63320_20011_48,"-- We'll increase funds for our public hospitals through a Medicare Alliance, to cut waiting times, and employ more nurses and doctors.",0,7
48,49,63320_20011_49,-- We'll introduce Medicare After Hours so families can get 24 hour a day expert medical advice.,0,2
49,50,63320_20011_50,-- We'll restore the dental health scheme for low-income earners - the scheme John Howard scrapped in 1996.,0,3
50,51,63320_20011_51,-- We'll establish Education Priority Zones so we can fund schools and students on the basis of need not privilege.,0,7
51,52,63320_20011_52,"-- We'll invest in more Early Learning Centres for 3 and 4 year olds, and will help new parents with our Head start for Families plan.",0,3
52,53,63320_20011_53,"-- Labor will fix our aged care system by putting more funds in, and taking Bronwyn Bishop out.",0,3
53,54,63320_20011_54,"-- We will also establish a national scheme to guarantee one hundred percent of entitlements for all workers, not just the lucky few.",0,6
54,55,63320_20011_55,"-- Labor will also introduce a Social Charter for banks, so that they start working for their customers, instead of the other way round.",0,7
55,56,63320_20011_56,"And we'll make the GST simpler and fairer, to ease the burden on small business, and on families under pressure.",0,3
56,57,63320_20011_57,"John Howard promised the GST would be simple, and we'd all be better off.",1,1
57,58,63320_20011_58,"Of course, that was after he promised that he'd never, ever introduce a GST! ",1,1
58,59,63320_20011_59,"And John Howard also promised the GST would be good for the economy, and wouldn't hurt jobs.",1,1
59,60,63320_20011_60,"But more than 66,000 people have lost their jobs since the GST was introduced, and many more people are not getting the work they need to make ends meet.",1,1
60,61,63320_20011_61,The GST has made the Howard Government the highest taxing government in Australian history.,1,1
61,62,63320_20011_62,"Bankruptcies have increased by 30 percent since the GST came in, and economic growth has more than halved.",1,1
62,63,63320_20011_63,There wouldn't be a small business in Australia that genuinely thinks the GST is simple.,1,1
63,64,63320_20011_64,"Well, with Labor's plans to simplify the GST we are going to replace hours and hours of work with one simple calculation.",0,7
64,65,63320_20011_65,"As a pharmacist in my electorate said to me: ``The changes you will make will give me back my weekends.""",0,1
65,66,63320_20011_66,And we are going to stop them being used as unpaid workers for the Tax Office.,0,2
66,67,63320_20011_67,Who in this country thinks that the GST is fair?,1,1
67,68,63320_20011_68,"Who, except John Howard and Peter Costello?",1,1
68,69,63320_20011_69,And of course Amanda Vanstone.,1,1
69,70,63320_20011_70,"She even thinks it's fair to tax funerals – you only die once, she says, so you may as well pay for the privilege!",1,1
70,71,63320_20011_71,"We don't think the Howard Government's GST is fair – and we are going to remove it from some of life's essentials– from funerals, from women's sanitary items, from charities helping people in emergencies, from children's nappies, and from the rents paid by long term caravan park residents.",0,1
71,72,63320_20011_72,"And with electricity bills going up by more than 14 percent since the start of the GST, we will remove it from electricity and gas bills completely.",0,7
72,73,63320_20011_73,Peter Costello has described our plan as `peanuts'.,1,1
73,74,63320_20011_74,"It may be peanuts for him, but ten percent tax off electricity and gas bills is not peanuts for pensioners, or families under financial pressure.",1,1
74,75,63320_20011_75,Peter Costello does not want to see us take the GST off selected items to help families.,1,1
75,76,63320_20011_76,He believes there should be no exemptions!,1,1
76,77,63320_20011_77,He has said so.,1,1
77,78,63320_20011_78,"If my opponents are so opposed to our plans to make the GST simpler and fairer, let's have a debate about it.",1,1
78,79,63320_20011_79,"You know, I really enjoy debating John Howard.",1,1
79,80,63320_20011_80,And I want to do it again.,1,1
80,81,63320_20011_81,"I'm available any time, any place, between now and November 10.",1,1
81,82,63320_20011_82,"But let's face it: John Howard is avoiding another debate because he can't guarantee a secure future for this country – he has no ideas to boost jobs, or fix schools or hospitals.",1,1
82,83,63320_20011_83,"On Sunday he promised a modest tax break for a small number of Australian families, if they can work their way through the fine print.",1,1
83,84,63320_20011_84,"Walk down any street in Australia, and ninety percent of the families get absolutely nothing out of John Howard's baby bonus.",1,1
84,85,63320_20011_85,Working mothers with children born before July this year will never see a cent of benefit.,1,1
85,86,63320_20011_86,"Of those that are eligible, 60 percent will receive only the minimum amount.",1,1
86,87,63320_20011_87,With John Howard he always says one thing then does another.,1,1
87,88,63320_20011_88,Just ask the over 60s who were all promised $1000 before the last election.,1,1
88,89,63320_20011_89,Forty percent got nothing!,1,1
89,90,63320_20011_90,But elect a Labor Government and every family in every street will pay less GST on essentials such as gas and electricity and nappies.,0,7
90,91,63320_20011_91,"Labor's GST tax relief goes to everyone, and lasts forever.",0,1
91,92,63320_20011_92,"And let me just remind you: if John Howard is re-elected, nine out of ten taxpayers will get no tax relief whatsoever!",1,1
92,93,63320_20011_93,"John Howard isn't interested in any of Labor's long term plans to fix the GST, or to repair our education and health systems, because he won't be around long term, and he won't be accountable for any of his promises.",1,1
93,94,63320_20011_94,"Well, if John Howard won't commit to three years, why should you commit to him?",1,1
94,95,63320_20011_95,We Australians are a clever and creative people.,1,1
95,96,63320_20011_96,We always have been.,1,1
96,97,63320_20011_97,But under the Coalition new ideas have been smothered.,1,1
97,98,63320_20011_98,"Where smart countries around the world are investing in innovation and better education, the Howard Government lets our best and brightest people leave for overseas jobs.",1,1
98,99,63320_20011_99,"Many Australian ideas in areas like biotechnology, and information and communications technology, have been developed overseas because they can't find a sponsor here at home.",1,1
99,100,63320_20011_100,"With real leadership, we can stop the brain drain and get our best people back here, employing other Australians to develop Australian ideas in the knowledge economy.",0,7
100,101,63320_20011_101,"That's what we mean by the Knowledge Nation – high-wage, high-skill jobs for this generation and those to come.",0,1
101,102,63320_20011_102,It's about making you and your family better off.,0,1
102,103,63320_20011_103,"It starts with a good education; a foundation to help people in the new world of work–a world that is changing rapidly, for everyone.",0,1
103,104,63320_20011_104,Because we all know there is no such thing as a job for life any longer.,1,1
104,105,63320_20011_105,"The days are over when you could leave school at 15, start on the factory floor and work your way to the top, without further education.",1,1
105,106,63320_20011_106,Every job today requires education and skills – a car mechanic uses computers for his business.,1,1
106,107,63320_20011_107,"Nurses need to operate complex medical equipment, and manage computerised records.",1,1
107,108,63320_20011_108,"We have a small population, we can't afford to waste the talents of a single citizen.",1,1
108,109,63320_20011_109,"But under the Howard Government there is no effort going into education and training, no interest in retaining Australian ideas, or reversing the brain drain.",1,1
109,110,63320_20011_110,"If we don't change course, the next generation will look back and say to us – `you had your chance but you didn't invest in the future!",0,1
110,111,63320_20011_111,When everyone in the world was telling you knowledge is the key'.,1,1
111,112,63320_20011_112,"And if we don't change tack, our children will also say, `You made it a golden age for some, but not for all.",0,1
112,113,63320_20011_113,"You left society more unequal, more divided than it was – you made a mockery of the fair go'.",1,1
113,114,63320_20011_114,"They will remind us that the Howard Government invested millions in the privileged Category One schools, but did nothing to help the public schools attended by 70 percent of Australian children.",1,1
114,115,63320_20011_115,And why should ordinary Australians get a second-class education while the well off get first class?,1,1
115,116,63320_20011_116,"Why shouldn't we aim to bring every schoolboy and girl, every student, in this nation up to the same high standard!",1,1
116,117,63320_20011_117,"Well, Labor has a plan for this country's future, and it will start from my first day in office.",0,1
117,118,63320_20011_118,"It is a fully costed, fully funded plan, and even with our new proposals we will keep our Budgets in surplus.",0,7
118,119,63320_20011_119,Just let me make some points about our approach to economic management.,1,1
119,120,63320_20011_120,We go to this election with no proposals for new taxes.,0,1
120,121,63320_20011_121,We also go to this election with no proposals to raise taxes.,0,2
121,122,63320_20011_122,We think Australians have had enough of new taxes and higher taxes in recent years.,1,1
122,123,63320_20011_123,"Our plans for jobs, to rebuild our health system and repair education in this country are fully costed by independent experts.",0,7
123,124,63320_20011_124,"By spending within our means, a Labor Government will keep the pressure off interest rates, and keep mortgages down.",0,7
124,125,63320_20011_125,And our plans are as affordable as they are necessary.,0,1
125,126,63320_20011_126,We will be prudent economic managers.,0,7
126,127,63320_20011_127,"By limiting our programs to what we can afford, we will ensure interest rates are not under pressure.",0,3
127,128,63320_20011_128,"For Labor, sound economic management is not just an end in itself.",1,1
128,129,63320_20011_129,Good economic management delivers growth.,1,1
129,130,63320_20011_130,"Growth, in turn, delivers jobs and will allow us to continue the urgent repair of our social institutions.",1,1
130,131,63320_20011_131,The first repair job must be in education – because nothing is more important to guarantee a secure future.,0,2
131,132,63320_20011_132,"As Prime Minister I will lift investment in new knowledge, and education for all Australians, to the top of the government agenda.",0,7
132,133,63320_20011_133,"Within a decade, if Labor is elected to office, every member of an average family will be touched by the Knowledge Nation plans that I am proud to announce today, and I want to start with universities.",0,7
133,134,63320_20011_134,"Since coming to office John Howard has ripped billions from our universities, and even the head of the Vice-Chancellors' Committee has admitted they are in crisis.",1,1
134,135,63320_20011_135,"We simply cannot allow these important institutions to slide into genteel poverty, with ever–declining morale.",0,1
135,136,63320_20011_136,"To build the Knowledge Nation we must increase the number of workers with university and technical qualifications, and increase the extent and quality of our research and innovation.",0,7
136,137,63320_20011_137,That's why I announce today that Labor will spend an extra $1 billion on our Plan for Quality Universities.,0,7
137,138,63320_20011_138,The centrepiece is a new fund of nearly $500 million.,0,1
138,139,63320_20011_139,"Universities, drawing on this fund, will be able to improve the quality of teaching and research by employing more lecturers and tutors, and reducing class sizes.",0,7
139,140,63320_20011_140,"It will also be used to increase salaries for our best academic teachers and researchers to help end the brain drain, and to equip university libraries with new resources.",0,7
140,141,63320_20011_141,"By lifting funding for Australian universities in this way, we will help them get back to the high quality teaching and research of which they were once justly proud.",0,7
141,142,63320_20011_142,"The Labor Party has always fought for the right of all Australians, whatever their income or background, to get a good education.",1,1
142,143,63320_20011_143,"But with the effective doubling of HECS under the Howard Government, a university education has been put further out of the reach of more and more ordinary Australians.",1,1
143,144,63320_20011_144,I announce today that to make university education more affordable we will make HECS charges easier to repay.,0,7
144,145,63320_20011_145,Labor intends progressively to raise the threshold of earnings at which HECS must be repaid.,0,1
145,146,63320_20011_146,"We will lift the threshold of earnings by $10,000 over four years, bringing it close to average weekly earnings.",0,1
146,147,63320_20011_147,"This will ease financial pressures on many graduates, and encourage more people, from different backgrounds, into higher education to improve their skills.",0,7
147,148,63320_20011_148,The Knowledge Nation cannot be built without better schools.,1,1
148,149,63320_20011_149,And every parent knows that standards in the nation's schools must be improved.,1,1
149,150,63320_20011_150,So today I am announcing a $176 million plan for higher standards in schools.,0,7
150,151,63320_20011_151,"We will employ an extra 680 teachers nationwide – 400 to help raise standards of literacy and numeracy, and 280 to help improve behaviour in our schools.",0,7
151,152,63320_20011_152,Children who want to learn should not be distracted from the task.,0,1
152,153,63320_20011_153,"Currently, too many teaching professionals are tied up with behaviour problems, and getting children up to speed in basic reading, writing and maths.",1,1
153,154,63320_20011_154,These new people will help our teachers to get on with teaching the subjects for which they were trained.,0,1
154,155,63320_20011_155,Over the five and a half years of the Howard Government research and development across all industries has fallen dramatically.,1,1
155,156,63320_20011_156,"Australia's R&D levels were among the fastest growing in the world when Labor left office, but now we are rapidly falling behind.",1,1
156,157,63320_20011_157,Rupert Murdoch is not the only business leader warning that we will make ourselves irrelevant on the world stage unless we act urgently to stop this decline.,1,1
157,158,63320_20011_158,By the end of the decade our goal must be nothing less than to double our overall national investment in research and development of Australian ideas.,0,7
158,159,63320_20011_159,"We have the brains and the people – we should be in a leading position, not struggling to keep up with the smart countries of the world.",0,1
159,160,63320_20011_160,"To begin this task, I announce today my Plan for Research and Development Leadership.",0,7
160,161,63320_20011_161,"Labor will introduce a new 200 percent tax concession for businesses investing in research and development at our universities, the CSIRO, and other public research institutions.",0,7
161,162,63320_20011_162,"This will dramatically increase the amount of private funding going into our universities for the basic research needed to boost existing industries, and to kick start new industries.",0,1
162,163,63320_20011_163,"Enormous opportunities exist for Australia to become a world leader in key industries such as biotechnology, information technology and environmental sustainability.",1,1
163,164,63320_20011_164,"If we invest properly in this new knowledge we can not only create thousands of new jobs, but we can also start the process of solving the big problems facing our world – such as improving the quality of our air, our water and our soil.",0,7
164,165,63320_20011_165,"I am also proud to announce today that over the next five years we will invest $160 million extra in the CSIRO, our best national research institution.",0,3
165,166,63320_20011_166,John Howard has squeezed this great research icon.,1,1
166,167,63320_20011_167,It has lost 1100 staff since the Coalition came to power.,1,1
167,168,63320_20011_168,Well I won't stand for that – the CSIRO is at the heart of Australian national identity and achievement and no government I lead will ever let it be destroyed.,0,1
168,169,63320_20011_169,"And while I'm talking to you today about great national institutions I want to state very clearly that no government I lead will ever sell another share in our national telecommunications company, Telstra.",0,2
169,170,63320_20011_170,That's a rock solid guarantee.,0,1
170,171,63320_20011_171,"John Howard and John Anderson have been trying to hide their plans to sell Telstra, but Peter Costello blew the whistle on them last Friday.",1,1
171,172,63320_20011_172,"You don't see it very often, but Peter Costello had an attack of honesty when he confirmed the sale date.",1,1
172,173,63320_20011_173,"I don't know what John Anderson said to Peter Costello over the weekend, but I think you could summarise it like this: ``Not happy, Peter!"".",1,1
173,174,63320_20011_174,"The Howard Government has put huge effort into attacking our institutions – such as Telstra, Australia Post, our universities, our public hospitals, the CSIRO, and the ABC.",1,1
174,175,63320_20011_175,Well I'm here to tell you Labor will restore them to their rightful nation-building role.,0,1
175,176,63320_20011_176,"The Coalition set out to harm the ABC, and slashed its funding.",1,1
176,177,63320_20011_177,"We won't stand by and see the ABC torn down, so I announce today that over our first term of government we will restore the ABC's funding to its levels before the Howard Government was elected.",0,6
177,178,63320_20011_178,"As well, Labor will establish a $140 million National Connectivity Scheme to ensure more equitable delivery of telecommunications services, including voice, mobile phone, dial-up Internet and broadband services, and increased television and radio coverage to local communities, particularly in outer metropolitan, rural and regional Australia.",0,7
178,179,63320_20011_179,And we will provide $140 million over five years to create a new nationwide program called IT Kickstart to train Australians how to use the Internet and understand modern information and communications technology.,0,6
179,180,63320_20011_180,"Just think what a boon it will be to those trying to increase their skills to get good employment, or set up new businesses using new technology.",0,1
180,181,63320_20011_181,If we can get almost every Australian proficient in the use of these new technologies we will become one of the world IT and communications leaders.,0,1
181,182,63320_20011_182,"We have announced we will create 100,000 on-line university places through the University of Australia On-line.",0,3
182,183,63320_20011_183,"It will cost students only half the current HECS rate, and will help thousands of Australians particularly those in remote areas, to get the training and re-training that they need through their home computers, or through public libraries.",0,1
183,184,63320_20011_184,Labor will also provide $77 million over five years to boost the number of postgraduate nurses available to work in our public hospitals.,0,7
184,185,63320_20011_185,"This will enable nurses to train in high demand specialist areas including emergency, intensive care and aged care.",0,1
185,186,63320_20011_186,"And we have also pledged to double the number of research fellowships in universities, and create a new category of prestige fellowships, to reward our best minds and keep them in this country.",0,3
186,187,63320_20011_187,"As well, we will fund a regional universities package to double the amount they get to subsidise their communications services, and we will create 400 new regional postgraduate research places.",0,7
187,188,63320_20011_188,"And to boost employment in regional Australia, I recently announced a comprehensive plan for improving Australia's infrastructure, investing in regional development and jobs for the future.",0,7
188,189,63320_20011_189,"We will fund this scheme by reinvesting funds that once built one of our greatest national projects, the Snowy Mountains Scheme.",0,1
189,190,63320_20011_190,People often ask me to explain in one sentence what the Knowledge Nation is all about.,1,1
190,191,63320_20011_191,"I'm going to go one better than that, and explain the Knowledge Nation in one word.",1,1
191,192,63320_20011_192,That word is jobs.,1,1
192,193,63320_20011_193,That's why Labor's Employment and Training policies are at the centre of the plan I launch today.,0,1
193,194,63320_20011_194,Those policies are about investing in everyone's skills.,0,1
194,195,63320_20011_195,"So I pledge $105 million over 5 years for 35,000 Knowledge Nation apprenticeships, to give young people a start in a professional career, particularly in industries that are experiencing a grave shortage of skilled workers.",0,7
195,196,63320_20011_196,Our policies are about getting in early to stop people becoming unemployed.,0,1
196,197,63320_20011_197,"The Howard Government blames the unemployed for their plight, labelling them `job snobs'.",1,1
197,198,63320_20011_198,"Well, we want to help people at risk of unemployment, or unable to get the training they need for new jobs.",0,2
198,199,63320_20011_199,We will make a $75 million investment over 5 years to help young Australians move from school to work – offering them help through the most crucial transition of their working lives.,0,7
199,200,63320_20011_200,And our policies are about being a fair government to those doing it tough.,0,2
200,201,63320_20011_201,"And that is why we are investing $41 million over 5 years in putting real training into Work for the Dole, giving its participants a chance to graduate with an apprenticeship, rather than just a certificate.",0,7
201,202,63320_20011_202,It's why we will invest $8 million in establishing a new level of assistance to mature-age job seekers under the Job Network – some of the people most disadvantaged by the Coalition's uncaring policies.,0,7
202,203,63320_20011_203,And it's why we will invest $60 million over 5 years in allowing long-term unemployed people to use their unemployment benefits as a wage subsidy to find a job.,0,7
203,204,63320_20011_204,"Never be in any doubt: I will never tolerate a situation in which my fellow Australians live in the economic shadow lands, drifting in and out of unemployment and low wage jobs without a helping hand.",0,2
204,205,63320_20011_205,That is not the Australian way!,1,1
205,206,63320_20011_206,"Our thinkers, our creators, our inventors, our scientists and technologists: these are just some of the people crucial to Australia's future.",1,1
206,207,63320_20011_207,"We need writers and film-makers, artists and musicians, architects and engineers, medical researchers and doctors, teachers and nurses, tradespeople and workers from all walks of life.",0,1
207,208,63320_20011_208,"What we need are Australian ideas invented here, and developed here.",0,1
208,209,63320_20011_209,"And that means we have to encourage investment here in Australia, investment in our future as a people.",0,3
209,210,63320_20011_210,Only Labor has a plan for that sort of future for this country.,0,1
210,211,63320_20011_211,A plan for schools to give every child a chance.,0,2
211,212,63320_20011_212,A plan to end the crisis in our public hospitals.,0,3
212,213,63320_20011_213,A plan to take the tax off some of life's essentials.,0,1
213,214,63320_20011_214,A plan to guarantee that Telstra stays in public hands.,0,4
214,215,63320_20011_215,A plan that is costed down to the last cent.,0,1
215,216,63320_20011_216,We will act to guarantee workers' entitlements and better job security.,0,4
216,217,63320_20011_217,And to provide more nursing home beds so that elderly Australians get the treatment they deserve.,0,7
217,218,63320_20011_218,"We will protect our environment, signing up to the Kyoto Protocol on Climate Change, and tackling salinity, and other threats to our fragile water systems, and to soil and air quality.",0,3
218,219,63320_20011_219,"And we must and will aim to provide good living standards with basic services for all Australians, whether they live in the cities or the regions.",0,7
219,220,63320_20011_220,"The choice on November 10 is clear: Labor is offering a long-term plan that will put schools, hospitals and families first.",0,6
220,221,63320_20011_221,Our opponents are offering short term fixes from a short term Liberal leader.,1,1
221,222,63320_20011_222,"I believe we can build a prosperous, secure Australia – a country in which everyone gets a share in our prosperity.",0,2
222,223,63320_20011_223,A nation united because it is fair.,0,2
223,224,63320_20011_224,-- and strong because the government is on the side of the people it represents.,0,1
224,225,63320_20011_225,"A nation at peace with itself because we turn to each other, not against each other.",0,2
225,226,63320_20011_226,A tolerant nation reconciled with its indigenous peoples.,0,2
226,227,63320_20011_227,"A creative, clever Australia, confident of its place in the world.",0,1
227,228,63320_20011_228,"A nation in which new knowledge and high skills are prized, and all can aspire to them.",0,2
228,229,63320_20011_229,"I want the job of Prime Minister, and I am applying for it, because I want to carry out this Labor vision for our country's future.",0,1
229,230,63320_20011_230,"A secure future, a fair share – for all Australians.",0,2
230,231,63320_20011_231,That's what I stand for!,0,1
