,oid,Id,sentence,Flag,context,labels
38,38,63320_199003_38,None of us has enjoyed that.,1.0,"The task of managing the Australian economy in these times of strong growth has, of course, called for rigorous `policies - and sometimes tough decisions. And let me say frankly to all my fellow Australians: there was no decision tougher for us than to have interest rates that hurt home buyers and squeezed business.",1
39,39,63320_199003_39,"But our task was to get the right economic climate, so that the falls, when they came, could be sustained.",1.0,And let me say frankly to all my fellow Australians: there was no decision tougher for us than to have interest rates that hurt home buyers and squeezed business. None of us has enjoyed that.,1
40,40,63320_199003_40,"Because we've followed the right policies, interest rates are going down.",1.0,"None of us has enjoyed that. But our task was to get the right economic climate, so that the falls, when they came, could be sustained.",1
41,41,63320_199003_41,And that's the verdict of the banks which set them.,1.0,"But our task was to get the right economic climate, so that the falls, when they came, could be sustained. Because we've followed the right policies, interest rates are going down.",1
42,42,63320_199003_42,"My Friends,  Now is the time for further measures to reform our economy and to improve your living standards.",1.0,"Because we've followed the right policies, interest rates are going down. And that's the verdict of the banks which set them.",1
43,43,63320_199003_43,The first element in our plan is the wage/tax and superannuation package we are presenting for your endorsement on 24 March.,,"And that's the verdict of the banks which set them. My Friends,  Now is the time for further measures to reform our economy and to improve your living standards.",7
44,44,63320_199003_44,"It is a package which will deliver to the average wage and salary earner the equivalent of an extra $50 a week in wage rises and tax cuts, in four stages over the next 16 months.",,"My Friends,  Now is the time for further measures to reform our economy and to improve your living standards. The first element in our plan is the wage/tax and superannuation package we are presenting for your endorsement on 24 March.",7
45,45,63320_199003_45,"It is a package which meets fully the tests of economic responsibility, fairness and foresight.",,"The first element in our plan is the wage/tax and superannuation package we are presenting for your endorsement on 24 March. It is a package which will deliver to the average wage and salary earner the equivalent of an extra $50 a week in wage rises and tax cuts, in four stages over the next 16 months.",1
46,46,63320_199003_46,It is a package which the country can afford.,,"It is a package which will deliver to the average wage and salary earner the equivalent of an extra $50 a week in wage rises and tax cuts, in four stages over the next 16 months. It is a package which meets fully the tests of economic responsibility, fairness and foresight.",1
47,47,63320_199003_47,It is a package which the working men and women of Australia deserve.,,"It is a package which meets fully the tests of economic responsibility, fairness and foresight. It is a package which the country can afford.",1
48,48,63320_199003_48,It is not something which the Government is handing out.,,It is a package which the country can afford. It is a package which the working men and women of Australia deserve.,1
49,49,63320_199003_49,It is something which you have earned by your work and restraint.,,It is a package which the working men and women of Australia deserve. It is not something which the Government is handing out.,1
50,50,63320_199003_50,"Our package to raise wages and cut taxes – responsibly, fairly, steadily - is central to Labor's plan for Australia's economic strength.",,It is not something which the Government is handing out. It is something which you have earned by your work and restraint.,1
51,51,63320_199003_51,"By stark contrast, our opponents, with breathtaking irresponsibility, seek to govern without a wages policy.",1.0,"It is something which you have earned by your work and restraint. Our package to raise wages and cut taxes – responsibly, fairly, steadily - is central to Labor's plan for Australia's economic strength.",1
52,52,63320_199003_52,"They have no better idea of the outcome of that lack of policy, now, than the Leader of the Opposition had last November when he said: ""Who's to know?"".",1.0,"Our package to raise wages and cut taxes – responsibly, fairly, steadily - is central to Labor's plan for Australia's economic strength. By stark contrast, our opponents, with breathtaking irresponsibility, seek to govern without a wages policy.",1
53,53,63320_199003_53,"But in fact, we do know.",1.0,"By stark contrast, our opponents, with breathtaking irresponsibility, seek to govern without a wages policy. They have no better idea of the outcome of that lack of policy, now, than the Leader of the Opposition had last November when he said: ""Who's to know?"".",1
54,54,63320_199003_54,We know who would suffer.,1.0,"They have no better idea of the outcome of that lack of policy, now, than the Leader of the Opposition had last November when he said: ""Who's to know?"". But in fact, we do know.",1
55,55,63320_199003_55,We know it from their record.,1.0,"But in fact, we do know. We know who would suffer.",1
56,56,63320_199003_56,"The Liberal and National Parties would give us the law of the industrial jungle, where the rich, the powerful, the groups with most industrial muscle, would grab the big but short lived gains.",1.0,We know who would suffer. We know it from their record.,1
57,57,63320_199003_57,A system that is fair for all would be replaced by a free for all.,1.0,"We know it from their record. The Liberal and National Parties would give us the law of the industrial jungle, where the rich, the powerful, the groups with most industrial muscle, would grab the big but short lived gains.",1
58,58,63320_199003_58,Theirs is a recipe for a wages explosion - for runaway inflation - for massive unemployment.,1.0,"The Liberal and National Parties would give us the law of the industrial jungle, where the rich, the powerful, the groups with most industrial muscle, would grab the big but short lived gains. A system that is fair for all would be replaced by a free for all.",1
59,59,63320_199003_59,It is a recipe to feed higher and higher interest rates.,1.0,A system that is fair for all would be replaced by a free for all. Theirs is a recipe for a wages explosion - for runaway inflation - for massive unemployment.,1
60,60,63320_199003_60,It is a recipe to destroy the award restructuring which is doing so much to reform Australian industry.,1.0,Theirs is a recipe for a wages explosion - for runaway inflation - for massive unemployment. It is a recipe to feed higher and higher interest rates.,1
61,61,63320_199003_61,"But there is another, immensely serious, consequence of the Liberal/National desire to smash our wage/tax package and the Accord with the trade union movement which underpins it.",1.0,It is a recipe to feed higher and higher interest rates. It is a recipe to destroy the award restructuring which is doing so much to reform Australian industry.,1
62,62,63320_199003_62,"Australians now have for the first time a national superannuation scheme which all people covered by industrial awards can enjoy; a benefit which helps fight inflation; a benefit which prepares Australia for the ageing of its population; and a benefit which the nation and its businesses, large and small, can afford.",1.0,"It is a recipe to destroy the award restructuring which is doing so much to reform Australian industry. But there is another, immensely serious, consequence of the Liberal/National desire to smash our wage/tax package and the Accord with the trade union movement which underpins it.",1
63,63,63320_199003_63,"Yet the Liberal/National coalition would sabotage this national savings plan, a plan already amassing a huge bank for investment in Australia's export and import replacing industries.",1.0,"But there is another, immensely serious, consequence of the Liberal/National desire to smash our wage/tax package and the Accord with the trade union movement which underpins it. Australians now have for the first time a national superannuation scheme which all people covered by industrial awards can enjoy; a benefit which helps fight inflation; a benefit which prepares Australia for the ageing of its population; and a benefit which the nation and its businesses, large and small, can afford.",1
64,64,63320_199003_64,"Because of our policies, eight out of ten Australian employees already get an average of $15 a week paid into their own personal superannuation scheme by their employer.",1.0,"Australians now have for the first time a national superannuation scheme which all people covered by industrial awards can enjoy; a benefit which helps fight inflation; a benefit which prepares Australia for the ageing of its population; and a benefit which the nation and its businesses, large and small, can afford. Yet the Liberal/National coalition would sabotage this national savings plan, a plan already amassing a huge bank for investment in Australia's export and import replacing industries.",1
65,65,63320_199003_65,"Over the next three years, under our package, that will double to $30 a week saved for your retirement.",,"Yet the Liberal/National coalition would sabotage this national savings plan, a plan already amassing a huge bank for investment in Australia's export and import replacing industries. Because of our policies, eight out of ten Australian employees already get an average of $15 a week paid into their own personal superannuation scheme by their employer.",1
66,66,63320_199003_66,And let me add for those who have retired or are planning their retirement that no aged or service pensioner will pay any income tax by 1995.,,"Because of our policies, eight out of ten Australian employees already get an average of $15 a week paid into their own personal superannuation scheme by their employer. Over the next three years, under our package, that will double to $30 a week saved for your retirement.",6
67,67,63320_199003_67,Every one of the dollars saved through our superannuation plan helps finance Australia's development without foreign debt.,1.0,"Over the next three years, under our package, that will double to $30 a week saved for your retirement. And let me add for those who have retired or are planning their retirement that no aged or service pensioner will pay any income tax by 1995.",1
68,68,63320_199003_68,"It's a national savings scheme - good for you, good for Australia.",1.0,And let me add for those who have retired or are planning their retirement that no aged or service pensioner will pay any income tax by 1995. Every one of the dollars saved through our superannuation plan helps finance Australia's development without foreign debt.,1
69,69,63320_199003_69,It's too important to be put at risk.,1.0,"Every one of the dollars saved through our superannuation plan helps finance Australia's development without foreign debt. It's a national savings scheme - good for you, good for Australia.",1
70,70,63320_199003_70,"My Friends,  We need more exports.",1.0,"It's a national savings scheme - good for you, good for Australia. It's too important to be put at risk.",1
71,71,63320_199003_71,We need more competitive industry.,1.0,"It's too important to be put at risk. My Friends,  We need more exports.",1
72,72,63320_199003_72,"We need manufacturing muscle, built on the backbone of our great mining and agricultural resources.",1.0,"My Friends,  We need more exports. We need more competitive industry.",1
73,73,63320_199003_73,"We have begun, strongly begun, that process.",,"We need more competitive industry. We need manufacturing muscle, built on the backbone of our great mining and agricultural resources.",1
74,74,63320_199003_74,Under Labor the proportion of people working is at record levels.,1.0,"We need manufacturing muscle, built on the backbone of our great mining and agricultural resources. We have begun, strongly begun, that process.",1
75,75,63320_199003_75,"They are better educated than ever before, better trained and working with better tools and technology.",1.0,"We have begun, strongly begun, that process. Under Labor the proportion of people working is at record levels.",1
76,76,63320_199003_76,What better base for productivity growth?,1.0,"Under Labor the proportion of people working is at record levels. They are better educated than ever before, better trained and working with better tools and technology.",1
77,77,63320_199003_77,And what more complete rebuttal could there be of the Opposition's putting down of Australia's productivity as virtually zero than the official figures released here and overseas just this very week?,1.0,"They are better educated than ever before, better trained and working with better tools and technology. What better base for productivity growth?",1
78,78,63320_199003_78,"There's the fact -Australia's productivity is on the rise, and sharply so.",1.0,What better base for productivity growth? And what more complete rebuttal could there be of the Opposition's putting down of Australia's productivity as virtually zero than the official figures released here and overseas just this very week?,1
79,79,63320_199003_79,"Seven years ago, Australia's steel industry was on the verge of shutdown.",1.0,"And what more complete rebuttal could there be of the Opposition's putting down of Australia's productivity as virtually zero than the official figures released here and overseas just this very week? There's the fact -Australia's productivity is on the rise, and sharply so.",1
80,80,63320_199003_80,"We have together - government, unions, employers - transformed the steel industry.",1.0,"There's the fact -Australia's productivity is on the rise, and sharply so. Seven years ago, Australia's steel industry was on the verge of shutdown.",1
81,81,63320_199003_81,Today we are exporting steel to the world - $750 million in the last year.,1.0,"Seven years ago, Australia's steel industry was on the verge of shutdown. We have together - government, unions, employers - transformed the steel industry.",1
82,82,63320_199003_82,The value of these exports will treble to over $2 billion by 1992.,,"We have together - government, unions, employers - transformed the steel industry. Today we are exporting steel to the world - $750 million in the last year.",7
83,83,63320_199003_83,"Seven years ago, our motor vehicle industry was collapsing under the weight of self-defeating protection and inefficient work practices.",1.0,Today we are exporting steel to the world - $750 million in the last year. The value of these exports will treble to over $2 billion by 1992.,1
84,84,63320_199003_84,Today we are shipping Australian cars and car parts to Japan and the United States.,1.0,"The value of these exports will treble to over $2 billion by 1992. Seven years ago, our motor vehicle industry was collapsing under the weight of self-defeating protection and inefficient work practices.",1
85,85,63320_199003_85,Our ship building industry has been revitalised.,1.0,"Seven years ago, our motor vehicle industry was collapsing under the weight of self-defeating protection and inefficient work practices. Today we are shipping Australian cars and car parts to Japan and the United States.",1
86,86,63320_199003_86,Now the Europeans can catch a ferry across the English Channel - made in Tasmania.,1.0,Today we are shipping Australian cars and car parts to Japan and the United States. Our ship building industry has been revitalised.,1
87,87,63320_199003_87,"We are now exporting electronic equipment to Asia, pharmaceuticals to Europe and optical lenses throughout the world.",1.0,Our ship building industry has been revitalised. Now the Europeans can catch a ferry across the English Channel - made in Tasmania.,1
88,88,63320_199003_88,"Australia is now one of the world's great tourist destinations, our telecommunications industry is leading the way into export markets, and our exports of education, health and legal services are achieving unprecedented growth.",1.0,"Now the Europeans can catch a ferry across the English Channel - made in Tasmania. We are now exporting electronic equipment to Asia, pharmaceuticals to Europe and optical lenses throughout the world.",1
89,89,63320_199003_89,But we can do more.,1.0,"We are now exporting electronic equipment to Asia, pharmaceuticals to Europe and optical lenses throughout the world. Australia is now one of the world's great tourist destinations, our telecommunications industry is leading the way into export markets, and our exports of education, health and legal services are achieving unprecedented growth.",1
90,90,63320_199003_90,We must do more.,,"Australia is now one of the world's great tourist destinations, our telecommunications industry is leading the way into export markets, and our exports of education, health and legal services are achieving unprecedented growth. But we can do more.",1
91,91,63320_199003_91,Earlier in this campaign I outlined Labor's integrated strategy to boost Australian exports.,,But we can do more. We must do more.,1
92,92,63320_199003_92,And I outlined a ten point plan to lift further the productivity of our industry.,,We must do more. Earlier in this campaign I outlined Labor's integrated strategy to boost Australian exports.,1
93,93,63320_199003_93,"My Friends,  No longer content to be just the lucky country, Australia must become the clever country.",,Earlier in this campaign I outlined Labor's integrated strategy to boost Australian exports. And I outlined a ten point plan to lift further the productivity of our industry.,1
94,94,63320_199003_94,"To realise that vision, I am announcing new initiatives today to build on our substantial achievements in education and scientific research - to unleash the skills and talents of our people.",,"And I outlined a ten point plan to lift further the productivity of our industry. My Friends,  No longer content to be just the lucky country, Australia must become the clever country.",1
95,95,63320_199003_95,"When, we came to office, thirty six per cent - around one in three children – completed high school education.",1.0,"My Friends,  No longer content to be just the lucky country, Australia must become the clever country. To realise that vision, I am announcing new initiatives today to build on our substantial achievements in education and scientific research - to unleash the skills and talents of our people.",1
96,96,63320_199003_96,"Today, sixty per cent finish Year 12; that's sixty seven thousand more kids a year with a better chance in life, a new opportunity for the future.",1.0,"To realise that vision, I am announcing new initiatives today to build on our substantial achievements in education and scientific research - to unleash the skills and talents of our people. When, we came to office, thirty six per cent - around one in three children – completed high school education.",1
97,97,63320_199003_97,"To assist parents with the financial burden of keeping their -children at school longer, for their children's good and the country's good, we will introduce a new Education Completion Allowance.",,"When, we came to office, thirty six per cent - around one in three children – completed high school education. Today, sixty per cent finish Year 12; that's sixty seven thousand more kids a year with a better chance in life, a new opportunity for the future.",1
98,98,63320_199003_98,"For those students not receiving AUSTUDY, family allowance for students during the last two years at high school will be replaced with a payment of $300 twice a year - a total of $600 and an increase of $115 - paid at the time when the demands on parents for books and equipment are greatest.",,"Today, sixty per cent finish Year 12; that's sixty seven thousand more kids a year with a better chance in life, a new opportunity for the future. To assist parents with the financial burden of keeping their -children at school longer, for their children's good and the country's good, we will introduce a new Education Completion Allowance.",7
99,99,63320_199003_99,And we want to encourage that ever-increasing number of young Australians finishing high school to strive for excellence.,,"To assist parents with the financial burden of keeping their -children at school longer, for their children's good and the country's good, we will introduce a new Education Completion Allowance. For those students not receiving AUSTUDY, family allowance for students during the last two years at high school will be replaced with a payment of $300 twice a year - a total of $600 and an increase of $115 - paid at the time when the demands on parents for books and equipment are greatest.",1
100,100,63320_199003_100,So today I'm announcing the Australian Students Prize.,,"For those students not receiving AUSTUDY, family allowance for students during the last two years at high school will be replaced with a payment of $300 twice a year - a total of $600 and an increase of $115 - paid at the time when the demands on parents for books and equipment are greatest. And we want to encourage that ever-increasing number of young Australians finishing high school to strive for excellence.",1
101,101,63320_199003_101,Five hundred awards of $2000 each will be made to our best young achievers at the end of Year 12.,,And we want to encourage that ever-increasing number of young Australians finishing high school to strive for excellence. So today I'm announcing the Australian Students Prize.,7
102,102,63320_199003_102,"And for all these kids finishing school there is now a greater opportunity than ever before for a job - or, if they choose, a place in universities, TAFE colleges, apprenticeships and job training.",,So today I'm announcing the Australian Students Prize. Five hundred awards of $2000 each will be made to our best young achievers at the end of Year 12.,2
103,103,63320_199003_103,"My Friends,  In this national task of mobilising our human resources, our scientists and researchers stand at the forefront.",,"Five hundred awards of $2000 each will be made to our best young achievers at the end of Year 12. And for all these kids finishing school there is now a greater opportunity than ever before for a job - or, if they choose, a place in universities, TAFE colleges, apprenticeships and job training.",7
104,104,63320_199003_104,Australia must reduce its reliance on imported technology and borrowed research.,,"And for all these kids finishing school there is now a greater opportunity than ever before for a job - or, if they choose, a place in universities, TAFE colleges, apprenticeships and job training. My Friends,  In this national task of mobilising our human resources, our scientists and researchers stand at the forefront.",1
105,105,63320_199003_105,We must become a leader in the production and export of ideas.,,"My Friends,  In this national task of mobilising our human resources, our scientists and researchers stand at the forefront. Australia must reduce its reliance on imported technology and borrowed research.",1
106,106,63320_199003_106,My Government has already dramatically boosted our science and technology potential - with a $1000 million package of initiatives last year.,,Australia must reduce its reliance on imported technology and borrowed research. We must become a leader in the production and export of ideas.,7
107,107,63320_199003_107,"But to stay abreast and move ahead of the world, we need to pool the talents of our university, Commonwealth, State and private sector researchers and link them more effectively to the rest of the economy.",,We must become a leader in the production and export of ideas. My Government has already dramatically boosted our science and technology potential - with a $1000 million package of initiatives last year.,1
108,108,63320_199003_108,The Government has now decided to establish a network of fifty world class Co-operative Research Centres.,,"My Government has already dramatically boosted our science and technology potential - with a $1000 million package of initiatives last year. But to stay abreast and move ahead of the world, we need to pool the talents of our university, Commonwealth, State and private sector researchers and link them more effectively to the rest of the economy.",6
109,109,63320_199003_109,These research centres will create additional jobs for about 1000 talented Australian scientists.,,"But to stay abreast and move ahead of the world, we need to pool the talents of our university, Commonwealth, State and private sector researchers and link them more effectively to the rest of the economy. The Government has now decided to establish a network of fifty world class Co-operative Research Centres.",6
110,110,63320_199003_110,"They will be established over the next five years, built around outstanding research leaders and pooling the talent of outstanding research groups not only from the CSIRO, other government research organisations and the universities, but also from private industry.",,The Government has now decided to establish a network of fifty world class Co-operative Research Centres. These research centres will create additional jobs for about 1000 talented Australian scientists.,1
111,111,63320_199003_111,When fully established we will be providing $100 million a year in additional funding to support the new centres.,,"These research centres will create additional jobs for about 1000 talented Australian scientists. They will be established over the next five years, built around outstanding research leaders and pooling the talent of outstanding research groups not only from the CSIRO, other government research organisations and the universities, but also from private industry.",7
112,112,63320_199003_112,"Each research centre will be staffed with a team of highly skilled scientists, using the latest high tech equipment, exchanging information around the world - making scientific breakthroughs in medicine, technology, pollution control, communications.",,"They will be established over the next five years, built around outstanding research leaders and pooling the talent of outstanding research groups not only from the CSIRO, other government research organisations and the universities, but also from private industry. When fully established we will be providing $100 million a year in additional funding to support the new centres.",1
113,113,63320_199003_113,"And so, instead of young Australian scientists having to go to Europe, America and Japan to find the leading edge of scientific research, we'll have their scientists coming to us.",,"When fully established we will be providing $100 million a year in additional funding to support the new centres. Each research centre will be staffed with a team of highly skilled scientists, using the latest high tech equipment, exchanging information around the world - making scientific breakthroughs in medicine, technology, pollution control, communications.",1
114,114,63320_199003_114,"The new centres will be located wherever possible on or near university campuses, so that research staff can help in the equally vital task of training young researchers.",,"Each research centre will be staffed with a team of highly skilled scientists, using the latest high tech equipment, exchanging information around the world - making scientific breakthroughs in medicine, technology, pollution control, communications. And so, instead of young Australian scientists having to go to Europe, America and Japan to find the leading edge of scientific research, we'll have their scientists coming to us.",6
115,115,63320_199003_115,This is the most significant step ever taken by a Federal Government to draw together the strengths of Australian researchers.,,"And so, instead of young Australian scientists having to go to Europe, America and Japan to find the leading edge of scientific research, we'll have their scientists coming to us. The new centres will be located wherever possible on or near university campuses, so that research staff can help in the equally vital task of training young researchers.",1
116,116,63320_199003_116,It will equip Australians with the scientific research capacity to take our modern nation into the 21st century.,,"The new centres will be located wherever possible on or near university campuses, so that research staff can help in the equally vital task of training young researchers. This is the most significant step ever taken by a Federal Government to draw together the strengths of Australian researchers.",1
117,117,63320_199003_117,"My Friends,  At the same time we cannot afford to exclude any group of Australians from making their contribution to the national mobilisation of resources.",1.0,This is the most significant step ever taken by a Federal Government to draw together the strengths of Australian researchers. It will equip Australians with the scientific research capacity to take our modern nation into the 21st century.,1
118,118,63320_199003_118,"In particular, a Labor Government will never accept that any fit and able Australian is unemployable.",,"It will equip Australians with the scientific research capacity to take our modern nation into the 21st century. My Friends,  At the same time we cannot afford to exclude any group of Australians from making their contribution to the national mobilisation of resources.",1
119,119,63320_199003_119,"We will never accept the proposition that some Australians are expendable, to be dropped through a trap door and forgotten.",,"My Friends,  At the same time we cannot afford to exclude any group of Australians from making their contribution to the national mobilisation of resources. In particular, a Labor Government will never accept that any fit and able Australian is unemployable.",1
120,120,63320_199003_120,We offer instead a safety net of training and re-training for the unemployed.,,"In particular, a Labor Government will never accept that any fit and able Australian is unemployable. We will never accept the proposition that some Australians are expendable, to be dropped through a trap door and forgotten.",1
121,121,63320_199003_121,We will abolish the dole and replace it with a Jobsearch allowance for those actively seeking work.,,"We will never accept the proposition that some Australians are expendable, to be dropped through a trap door and forgotten. We offer instead a safety net of training and re-training for the unemployed.",6
122,122,63320_199003_122,"For those who cannot find a job after 12 months, there will be a Newstart allowance, conditional on accepting training or retraining for available work.",,We offer instead a safety net of training and re-training for the unemployed. We will abolish the dole and replace it with a Jobsearch allowance for those actively seeking work.,7
