,Oid,Id,sentence,Flag,labels
93,93,63620_201607_93,"It concluded: ``it is clear that in many parts of the world constituted by Australian trade union officials, there is room for louts, thugs, bullies, thieves, perjurers, those who threaten violence, errant fiduciaries and organisers of boycotts""ù.",0,1
94,94,63620_201607_94,"The Royal Commission referred 93 individuals and entities for further investigation for breach of the civil or criminal law, but conceded ``it would be utterly naive to think that what has been uncovered is anything other than the small tip of an enormous iceberg""ù.",0,1
95,95,63620_201607_95,The Coalition's Registered Organisations Bill will restore honesty and fairness to the workplace relations system.,0,5
96,96,63620_201607_96,"It will strengthen existing financial accounting, disclosure and transparency obligations and establish the Registered Organisations Commission ñ a new, independent regulator with increased powers to monitor and regulate registered organisations.",0,7
97,97,63620_201607_97,This will ensure union members can be confident their membership fees are being spent lawfully and in their interests ñ not in the interests of union bosses.,0,3
98,98,63620_201607_98,It will also ensure our workplace relations system delivers more jobs and economic growth.,0,3
99,99,63620_201607_99,Helping Families Get Ahead.,1,1
100,100,63620_201607_100,The Coalition is committed to helping Australian families to get ahead.,0,2
101,101,63620_201607_101,MAKING A START ON INCOME TAX RELIEF.,1,1
102,102,63620_201607_102,Middle income Australians are bearing a growing tax burden.,0,1
103,103,63620_201607_103,"Without action, the average full time wage earner would face the second highest marginal tax rate this year and nearly half of all taxpayers would be in the top two brackets in ten years' time.",0,1
104,104,63620_201607_104,The Turnbull Government is giving hard working Australians greater incentive to earn more without being taxed more.,0,1
105,105,63620_201607_105,"The Government will prevent average full time wage earners from moving into the second top tax bracket until 2019-20 by increasing the 32.5 per cent tax threshold from $80,000 to $87,000.",0,7
106,106,63620_201607_106,"This will stop around 500,000 taxpayers facing the 37 per cent marginal tax rate.",0,5
107,107,63620_201607_107,By pushing up the tax threshold on the middle tax bracket we'll keep full time average wage earners on the lower rate for longer.,0,6
108,108,63620_201607_108,"This will reward hard working Australians for doing more overtime, picking up more shifts, taking a promotion or a better new job, without being penalised by paying more tax through the higher rate.",0,3
109,109,63620_201607_109,"This change also builds on the tax cuts provided to those on incomes of less than $80,000 to compensate for the carbon tax.",0,7
110,110,63620_201607_110,"By abolishing the carbon tax and keeping this tax relief, we delivered a genuine tax cut for those earning up to $80,000 a year.",0,7
111,111,63620_201607_111,MORE ACCESSIBLE AND AFFORDABLE CHILDCARE.,1,1
112,112,63620_201607_112,"The Government's more than $3 billion Jobs for Families child care package will make child care simpler, more affordable and more accessible for almost one million Australian families.",0,7
113,113,63620_201607_113,"As a result of these reforms, families with incomes of between $65,000 and $170,000 will be around $30 a week ñ or $1,500 a year ñ better off.",0,5
114,114,63620_201607_114,"A strong safety net will provide additional learning opportunities for children in low income families or at-risk children, as well as those in the care of their grandparents.",0,4
115,115,63620_201607_115,"Under Labor, the cost of childcare increased by over 50% in just 6 years.",0,1
116,116,63620_201607_116,Our reforms will put downward pressure on child care costs.,0,3
117,117,63620_201607_117,"To protect children from diseases, our ``no-jab, no pay""ù rule is removing access to family and child care payments for parents who don't vaccinate their children.",0,1
118,118,63620_201607_118,REAL JOBS FOR YOUNG AUSTRALIANS.,1,1
119,119,63620_201607_119,"To get more young Australians into work, the Turnbull Government has created a new Youth Jobs PaTH (Prepare-Trial-Hire) Programme.",0,1
120,120,63620_201607_120,Youth Jobs PaTH provides young Australians with intensive pre-employment skills training followed by an internship placement.,0,1
121,121,63620_201607_121,"Up to 30,000 job seekers each year will gain a four to twelve week placement in an industry of their choosing.",0,3
122,122,63620_201607_122,"And employers who hire an eligible young job seeker in an ongoing job will receive an accelerated wage subsidy of up to $10,000, paid over six months.",0,7
123,123,63620_201607_123,GUARANTEED FUNDING FOR HEALTH AND EDUCATION.,1,1
124,124,63620_201607_124,"The Government will also provide an additional $1.2 billion between 2018 and 2020 for schools, contingent upon reform efforts by the States and the non-government schools sector to improve education outcomes.",0,7
125,125,63620_201607_125,"Because evidence tells us that increased funding alone won't improve outcomes, we're focussing on the quality of teachers and teaching, the teaching of reading and maths and the engagement of parents.",0,7
126,126,63620_201607_126,"Through a recent agreement with all states and territories, the Turnbull Government will boost funding to public hospitals by around $2.9 billion (an increase of up to 6.5% a year) over the next three years.",0,7
127,127,63620_201607_127,"As part of this Agreement, the quality of health care will be improved, with better coordinated care for people with chronic disease and by reducing the number of avoidable hospital readmissions.",0,6
128,128,63620_201607_128,PROTECTING NEGATIVE GEARING.,1,1
129,129,63620_201607_129,We will not remove or limit negative gearing ñ that would increase the tax burden on Australians who are just trying to invest and provide a future for their families.,0,4
130,130,63620_201607_130,"Negative gearing is used by over 1 million Australians, two thirds of whom have taxable incomes below $80,000.",0,1
131,131,63620_201607_131,BANNING EXCESSIVE SURCHARGES ON CREDIT CARDS.,1,1
132,132,63620_201607_132,The Turnbull Government has passed laws to protect consumers by banning excessive surcharges on credit cards.,0,1
133,133,63620_201607_133,This will ensure customers are charged no more than the amount that reflects the merchant's costs in accepting that payment.,0,3
134,134,63620_201607_134,PROTECTING SAVINGS.,1,1
135,135,63620_201607_135,The Coalition has also dumped Labor's Bank Deposits Tax ñ to protect the savings of hard-working Australians.,0,1
136,136,63620_201607_136,This would have imposed costs of $1.5 billion on Australians with bank savings.,0,1
137,137,63620_201607_137,We also reversed a decision made by Bill Shorten as Financial Services Minister to take inactive bank accounts and life insurance policies after just 3 years (as opposed to 7 years).,0,1
138,138,63620_201607_138,"This raid on savings by Mr Shorten meant $550 million was taken from 156,000 people in 2012-13 alone.",0,1
139,139,63620_201607_139,NO CARBON TAX.,1,1
140,140,63620_201607_140,"The Coalition will continue to fight Labor's plans to reintroduce a Carbon Tax, which would put more pressure on family budgets.",0,2
141,141,63620_201607_141,The removal of their last Carbon Tax is saving average households around $550 per year.,0,1
142,142,63620_201607_142,Supporting Australian Exporters.,1,1
143,143,63620_201607_143,"Australia's export trade agreements with China, Japan and South Korea ñ three of our four largest export markets ñ will set Australia up for the long term.",0,1
144,144,63620_201607_144,"These agreements will grow our economy, create jobs and benefit consumers.",0,3
145,145,63620_201607_145,"Independent economic modelling has found that together these three free trade agreements will, over the next two decades, create many thousands of new jobs, make households more than $4,000 better off and boost GDP by almost $25 billion.",0,3
146,146,63620_201607_146,"For Australian consumers and businesses, the new trade agreements will also place downward pressure on the prices of some goods, such as vehicles, electronics, clothes and household appliances.",0,7
147,147,63620_201607_147,The Trans-Pacific Partnership Agreement (TPP) promises even greater benefits for Australian exporters and investors in the fast growing Asia-Pacific region.,0,3
148,148,63620_201607_148,"We are negotiating further export agreements with India, Indonesia, and regional and Pacific nations and have agreed to negotiate an FTA with the 28-member European Union, creating even greater opportunities for Australian businesses.",0,7
149,149,63620_201607_149,Australians are already benefitting from the China-Australia Free Trade Agreement through greater market access for Australian goods and services.,0,1
150,150,63620_201607_150,This is the most liberalising FTA that China has ever undertaken.,0,1
151,151,63620_201607_151,96% of Australian exports to China will be tariff free once this agreement is fully implemented.,0,5
152,152,63620_201607_152,"Farmers will benefit with the complete removal of tariffs of key exports such as dairy, beef, lamb, wine, horticulture and seafood.",0,6
153,153,63620_201607_153,"The China FTA also opens opportunities in China for Australian private hospitals, providers of aged care services, telecommunications companies and a wide range of other service providers.",0,1
154,154,63620_201607_154,The Japan-Australia Economic Partnership Agreement is the most ambitious trade deal Japan has concluded with any other country.,0,1
155,155,63620_201607_155,"When fully implemented, more than 97% of Australian exports will enter Japan ñ the world's third-largest economy ñ duty free or with preferential access.",0,1
156,156,63620_201607_156,"The tariffs on our biggest agricultural export to Japan ñ beef ñ will almost be halved, while tariffs will be eliminated on other key agricultural exports, including a range of wine, seafood, processed food, fruit, vegetables and nuts.",0,7
157,157,63620_201607_157,Australia will also gain new levels of access to the Japanese market for a range of services.,0,7
158,158,63620_201607_158,Australian consumers will also benefit from downward pressure on prices for Japanese cars and parts and a range of household items including whitegoods and electronics through the elimination of tariffs.,0,7
159,159,63620_201607_159,"Under this agreement, almost 100% of all Australian exports to South Korea will be able to enter duty free on full implementation of the Agreement.",0,7
160,160,63620_201607_160,"Independent economic modelling estimates that, by 2030, exports of agricultural goods to South Korea will be 73% higher, manufacturing exports will be 53% higher and mining exports will be 17% higher than would otherwise be the case.",0,1
161,161,63620_201607_161,TRANS-PACIFIC PARTNERSHIP.,1,1
162,162,63620_201607_162,Our goods and services exports to the Trans-Pacific Partnership markets were worth $107 billion in 2014-15 ñ a third of all our exports.,0,1
163,163,63620_201607_163,The TPP will deliver substantial new trade and investment opportunities and greater access to the world's most dynamic economies for our service industries.,0,6
164,164,63620_201607_164,A Stronger Defence Force.,1,1
165,165,63620_201607_165,The Government has no higher responsibility than keeping Australia safe and secure.,0,2
166,166,63620_201607_166,"The Coalition has a responsible, long-term plan for Australia's national security.",0,1
167,167,63620_201607_167,"The Coalition is committed to building a more potent, agile and engaged Australian Defence Force (ADF), ready to respond whenever our interests are threatened or our help is needed.",0,7
168,168,63620_201607_168,"To do this, we will increase Defence funding by $29.9 billion over the next ten years and deliver on our 2013 election commitment to return Defence spending to 2 per cent of GDP within the decade.",0,1
169,169,63620_201607_169,"We are investing in new capability, including: A continuous naval shipbuilding program, commencing with nine Future Frigates and 12 Offshore Patrol Vessels;",0,2
170,170,63620_201607_170,"Twelve new regionally-superior submarines to be built in Adelaide, creating around 2,800 jobs;",0,5
171,171,63620_201607_171,"Enhanced intelligence, surveillance and reconnaissance, space, electronic warfare and cyber capabilities; and",0,1
172,172,63620_201607_172,"Support for Australian Defence Force personnel ñ providing them with the advanced training, modern equipment and health care they deserve.",0,5
173,173,63620_201607_173,"The Government is also undertaking comprehensive upgrades of Defence infrastructure across Australia to support our larger future force, including at key bases.",0,3
174,174,63620_201607_174,This will also see the creation of local jobs.,0,3
175,175,63620_201607_175,A 21ST†CENTURY DEFENCE INDUSTRY.,1,1
176,176,63620_201607_176,"We are helping Australia develop a 21st†century Defence industry, by investing $1.6 billion over 10 years in programs to build industry skills and drive competitiveness, while harnessing Australian innovation and expertise.",0,7
177,177,63620_201607_177,"Our Defence industry plan will also help to create advanced manufacturing and hi-tech jobs, particularly in regional Australia.",0,7
178,178,63620_201607_178,"Unlike Labor, our Defence plans have been independently costed to ensure they are achievable and affordable.",0,2
179,179,63620_201607_179,LABOR'S RECORD.,1,1
180,180,63620_201607_180,"Labor in government ripped $18 billion out of Defence and cut Defence spending, as a proportion of GDP, to the lowest level since 1938.",0,1
181,181,63620_201607_181,"Labor's decisions led to 119 defence projects being delayed, 43 projects being reduced and eight projects cancelled, risking critical capability gaps.",0,1
182,182,63620_201607_182,Labor also failed to place a single order at an Australian naval shipyard during its six years in office.,0,1
183,183,63620_201607_183,"Under Labor the Australian Defence industry shed more than 10% of its workforce because of budget cuts and deferrals, procrastination and lack of opportunity for Australian suppliers.",0,1
184,184,63620_201607_184,Combatting Terrorism.,1,1
185,185,63620_201607_185,"To protect Australians from the threat of terrorism, the Government has boosted funding for our law enforcement, intelligence and security agencies by $1.3 billion since August 2014.",0,7
186,186,63620_201607_186,"This investment is improving our intelligence capability and strengthening our border security against terrorism, crime and other threats, originating both here and overseas.",0,1
187,187,63620_201607_187,"To keep Australians safe, the Government has also established:",0,1
188,188,63620_201607_188,The National Disruption Group†ñ bringing together Federal agencies and state and territory police to coordinate counter-terrorism disruption operations;,0,1
189,189,63620_201607_189,An AFP†Online Targeting Team†to identify perpetrators online and collect evidence;,0,1
190,190,63620_201607_190,Australian Border Force†Counter-Terrorism Units†at all eight Australian international airports and fast-tracked biometric screening; and,0,1
191,191,63620_201607_191,The†Foreign Fighters Task Force†which is using its unique coercive powers and wealth of criminal intelligence to uncover terrorist networks.,0,1
192,192,63620_201607_192,AUSTRAC is now using advanced data analytics to detect and act against terrorism financing risks.,0,1
193,193,63620_201607_193,"The Government is increasing its investment in Countering Violent Extremism programs, to protect young people from the risk of online engagement with violent extremists.",0,1
194,194,63620_201607_194,"We are also contributing to the global fight against terrorism, through Australia's military operations in Afghanistan, Iraq and Syria.",0,6
195,195,63620_201607_195,"The Coalition has also strengthened laws to help our agencies to monitor, investigate, arrest and prosecute home-grown violent extremists and returning foreign fighters.",0,1
196,196,63620_201607_196,This includes:The ability to arrest terrorism suspects on lower thresholds (several recent arrests to prevent terrorist attacks would not have been possible without this);,0,1
197,197,63620_201607_197,The suspension of passports at short notice where ASIO is concerned an individual represents a security risk;,0,1
198,198,63620_201607_198,The ability to cancel welfare payments on security grounds;,0,1
199,199,63620_201607_199,"The retention of metadata for two years, which agencies say is essential to most counter-terrorism investigations;",0,1
200,200,63620_201607_200,"The designation of declared areas, making it an offence to travel to certain areas in the conflict zone without a legitimate purpose; and",0,1
201,201,63620_201607_201,Legislation to ensure terrorists who are dual nationals can be stripped of their Australian citizenship.,0,1
202,202,63620_201607_202,"We have overseen the introduction of the new National Terrorism Threat Advisory System (NTTAS), which replaces the National Terrorism Threat System and the Public Alert System, to better inform the public about the likelihood and nature of an act of terrorism occurring in Australia.",0,7
203,203,63620_201607_203,"In addition, the Turnbull Government is also working with the states and territories to introduce new preventative detention protocols.",0,1
204,204,63620_201607_204,LABOR'S RECORD.,1,1
205,205,63620_201607_205,Labor cut over $700 million from the Customs and Border Protection Service budget.,0,7
206,206,63620_201607_206,"Despite evidence of the growing terror threat, in six years Labor didn't pass a single law to strengthen national security agencies.",0,1
207,207,63620_201607_207,Protecting Our Borders.,1,1
208,208,63620_201607_208,The Coalition has stopped the boats.,0,1
209,209,63620_201607_209,We have restored the integrity of Australia's borders and have stopped the deaths at sea.,0,1
210,210,63620_201607_210,The Coalition removed all children who arrived by boat from detention in Australia.,0,1
211,211,63620_201607_211,"In contrast, Labor detained more than 8,500 children over six years.",0,1
212,212,63620_201607_212,Stopping the boats has also enabled the Government to close 17 detention centres saving the Budget $3 billion.,0,6
213,213,63620_201607_213,"The Coalition has re-introduced Temporary Protection Visas, commenced processing Labor's legacy caseload of more than 30,000 illegal maritime arrivals and will continue to return those found not to be owed protection and those that commit serious crimes.",0,4
214,214,63620_201607_214,The Coalition has also restored integrity to the Refugee and Humanitarian Programme.,0,1
215,215,63620_201607_215,"According to UNHCR data, Australia is one of the three most generous nations when it comes to permanently resettling refugees.",0,1
216,216,63620_201607_216,"This year 13,750 places will be made available for resettlement in Australia rising to 18,750 in 2018/19.",0,1
217,217,63620_201607_217,"Once again these places are going to those most in need around the world, not people arriving by boat.",0,1
218,218,63620_201607_218,"Stopping the boats also enabled Australia to take an additional 12,000 refugees from the conflicts in Syria and Iraq.",0,2
219,219,63620_201607_219,The first of these refugees have arrived and they are starting new lives in Australia.,0,1
220,220,63620_201607_220,The Government continues to ensure that all visa grants are subject to strict security and other checks.,0,1
221,221,63620_201607_221,The Government has also established the Australian Border Force ñ streamlining and integrating agencies to better protect the nation's borders and keep Australia safe and secure.,0,1
222,222,63620_201607_222,"The Australian Border Force is partnering with the Australian Federal Police to combat border related crime, catch dangerous drugs like Ice at the border and target national security threats with dedicated Counter Terrorism Units at Australia's major airports.",0,1
223,223,63620_201607_223,The Coalition will always be resolute in protecting our borders and we will stick to the policies that work.,0,2
224,224,63620_201607_224,LABOR'S RECORD.,1,1
225,225,63620_201607_225,In 2008 Labor unpicked the successful border protection policies of the Howard Government.,0,1
226,226,63620_201607_226,"As a result, over 800 boats carrying more than 50,000 illegal arrivals flooded into Australia.",0,1
227,227,63620_201607_227,"At least 1,200 people lost their lives at sea.",0,1
228,228,63620_201607_228,Failed border polices also led to an $11 billion budget blow-out.,0,1
229,229,63620_201607_229,Australia must never return to this chaos and tragedy.,0,1
230,230,63620_201607_230,Building Australia's Infrastructure.,1,1
231,231,63620_201607_231,"The Turnbull Government is investing a record $50 billion in Australia's land infrastructure ñ to improve road and rail links, reduce travel times and support economic growth.",0,7
232,232,63620_201607_232,"Roads to Recovery†funding for local roads has been increased by 83 per cent, to $3.2 billion over the next four years and $500 million has been allocated to fix road black spots, along with $300 million for the Bridges Renewal Programme.",0,1
233,233,63620_201607_233,"We are also investing in important public transport projects, including the $95 million Gold Coast Light Rail, the Sydney Metro and the Melbourne Metro to improve access, amenity and liveability.",0,1
234,234,63620_201607_234,"The Coalition's commitment to the Inland Rail will transform freight movements through Victoria, New South Wales and South East Queensland and stimulate growth and prosperity in these regions.",0,3
235,235,63620_201607_235,"After five decades of indecision, the Government is getting on with building a second airport for Sydney at Badgerys Creek and planning for a rail link.",0,2
236,236,63620_201607_236,"As well, Infrastructure Australia has delivered the first ever 15 Year National Infrastructure Plan.",0,1
237,237,63620_201607_237,WestConnex.,1,1
238,238,63620_201607_238,"Linking Western Sydney to the city, airport and ports, with up to 52 traffic lights gone and 40 minutes saved.",0,1
239,239,63620_201607_239,Stage 2 construction commenced ahead of schedule.,0,5
240,240,63620_201607_240,"10,000 construction jobs.",0,3
241,241,63620_201607_241,Western Sydney Airport and Road Infrastructure.,1,1
242,242,63620_201607_242,"Supporting Sydney's second airport, by building vital road infrastructure first.",0,6
243,243,63620_201607_243,"39,000 jobs created by 2035, increasing to 60,000 over time.",0,5
244,244,63620_201607_244,NorthConnex.,1,1
245,245,63620_201607_245,"Connecting the Central Coast to Sydney, avoiding up to 40 traffic lights on the Pacific Highway and 21 on Pennant Hills Road.",0,5
246,246,63620_201607_246,"8,700 jobs.",0,5
247,247,63620_201607_247,Pacific Highway.,1,1
248,248,63620_201607_248,"Four lane divided road from near Newcastle to Queensland, with crashes reduced and travel times cut by up to 2.5 hours.",0,5
249,249,63620_201607_249,"16,500 direct and indirect jobs.",0,1
250,250,63620_201607_250,Monash Freeway.,1,1
251,251,63620_201607_251,Additional lanes will unlock productivity in Melbourne by reducing congestion along the M1 corridor.,0,1
252,252,63620_201607_252,Murray Basin Rail.,1,1
253,253,63620_201607_253,Upgrading over 1000 km of rail line to provide an alternative to road freight.,0,5
254,254,63620_201607_254,276 jobsØ.,0,1
255,255,63620_201607_255,M80.,1,1
256,256,63620_201607_256,Completes the three remaining sections of the M80 Western Ring Road and improves traffic flow along one of Victoria's critical freight corridors.,0,1
257,257,63620_201607_257,Great Ocean Road.,1,1
258,258,63620_201607_258,"Strengthening bridges and upgrading pavement, guardrails, cliff and land slip sites.",0,3
259,259,63620_201607_259,Urban Congestion and Regional Roads Packages.,1,1
260,260,63620_201607_260,A number of projects that will relieve congestion in urban areas.,0,3
261,261,63620_201607_261,Upgrading rural and regional road infrastructure in Victoria.,0,3
262,262,63620_201607_262,Princes Highway West.,1,1
263,263,63620_201607_263,Duplication to help bring regional communities together and link key industries to markets.,0,3
264,264,63620_201607_264,Bruce Highway.,1,1
265,265,63620_201607_265,"Upgrades to improve safety, congestion and flood immunity.",0,1
