,OID,Id,Sentence,Flag,labels
71,73,63320_198010_73,Our Family Home Ownership Plan announced last February will cut deposits on homes by as much as 50 per cent for families buying their first home.,,5
72,74,63320_198010_74,"It involves a Government grant of $3000 to be used to borrow as much as another $9750 from building societies, or an extra $11,300 from the banks, without having to make higher repayments.",,7
73,75,63320_198010_75,Again it's a modest proposal we can afford.,1.0,1
74,76,63320_198010_76,And again it's an initiative that's an absolute priority because of the Fraser Government's failure to keep its promises on interest rates.,1.0,1
75,77,63320_198010_77,Three years ago we were told that interest rates would come down two per cent in 12 months.,1.0,1
76,78,63320_198010_78,That promise was never kept.,1.0,1
77,79,63320_198010_79,Interest rates are now the highest in our history.,1.0,1
78,80,63320_198010_80,And they're going up again by as much as another two per cent.,1.0,1
79,81,63320_198010_81,The Government is desperately trying to hold them down until after the elections.,1.0,1
80,82,63320_198010_82,What the increase will mean is higher home loan repayments and higher bank overdraft rates.,1.0,1
81,83,63320_198010_83,Our family home plan will moderate the impact of these higher charges until we can get economic management under control.,,5
82,84,63320_198010_84,And I have no doubt we will do better in controlling interest rates over the next three years than Mr Fraser has been able to manage in the last five years.,,5
83,85,63320_198010_85,Similarly we must take resolute and positive action to reduce unemployment.,,5
84,86,63320_198010_86,The Fraser Government fights inflation by allowing unemployment to get worse.,1.0,1
85,87,63320_198010_87,In five years inflation has come down less than three per cent.,1.0,1
86,88,63320_198010_88,"In the same period unemployment has gone up 170,000.",1.0,1
87,89,63320_198010_89,That's an enormous cost for the many thousands of families involved.,1.0,1
88,90,63320_198010_90,Every Australian must have the right to a job.,,2
89,91,63320_198010_91,"That is a principle we cannot, and will not, abandon.",,2
90,92,63320_198010_92,"It won't be easy, and it won't be quick.",1.0,1
91,93,63320_198010_93,But it must be attempted.,,1
92,94,63320_198010_94,"As a first step, we announced last March we would create 100,000 new jobs in our first full year of office for those Australians who need them most.",,7
93,95,63320_198010_95,They will be real jobs providing earned wages instead of welfare handouts.,,3
94,96,63320_198010_96,"50,000 of these jobs will be for young people between 16 and 24 under our Community Service Corps Program.",,5
95,97,63320_198010_97,"Another 20,000 jobs will be created for unemployed adults with dependents, while a further, 30,000 new jobs and training positions will be subsidised up to 50 per cent in firms, factories, and small business.",,7
96,98,63320_198010_98,Certainly these programs will cost money ... $180 million in our first year.,,7
97,99,63320_198010_99,But it will be money well spent.,,1
98,100,63320_198010_100,And let me say this: In five years Mr Fraser spent $1600 million of taxpayers money on a tax incentive scheme for factories and industry.,1.0,1
99,101,63320_198010_101,Employers used the scheme to replace jobs with machines.,1.0,1
100,102,63320_198010_102,A Labor Government will not feel embarrassed about spending $180 million in getting some of those jobs back.,,7
101,103,63320_198010_103,Tied in with our job programs is a broad agreement we have negotiated with the trade union movement on the development of economic policy.,,3
102,104,63320_198010_104,What this agreement does is establish the framework for consultation and negotiation between a Labor Government and the trade unions on incomes and prices.,,3
103,105,63320_198010_105,It is the first time in this country such an agreement has been reached.,,2
104,106,63320_198010_106,"It does not guarantee success, and I won't mislead you that it does.",,7
105,107,63320_198010_107,"But it was drawn up only after months of patient discussion and negotiation, and it establishes the goodwill of both sides in taking industrial relations out of the jungle of provocation and confrontation.",,3
106,108,63320_198010_108,Nobody likes strikes.,1.0,1
107,109,63320_198010_109,Nobody wants strikes.,1.0,1
108,110,63320_198010_110,But threatening the unions with punitive legislation is no way to bring industrial harmony and industrial peace to the Australian workplace.,1.0,1
109,111,63320_198010_111,Five years of Mr Fraser's industrial policies have not achieved anything except to embitter trade unionists and increase the number of strikes.,1.0,1
110,112,63320_198010_112,There is no doubt we will do a great deal better with Bob Hawke as Minister for Industrial Relations to make a fair and proper incomes policy work.,,3
111,113,63320_198010_113,Undoubtedly the greatest stimulus to inflation in the last five years has been the rapid increase in petrol prices and medical insurance.,1.0,1
112,114,63320_198010_114,The price of petrol has more than doubled in five years.,1.0,1
113,115,63320_198010_115,And 50 cents in every dollar spent on petrol goes straight to the Government in petrol tax.,1.0,1
114,116,63320_198010_116,We can't blame overseas oil prices.,1.0,1
115,117,63320_198010_117,Ninety per cent of our petrol comes from our own oil in Bass Strait.,1.0,1
116,118,63320_198010_118,"It doesn't cost any more to produce, it simply costs more for the motorist to buy.",1.0,1
117,119,63320_198010_119,"It is a taxing policy, not an energy policy.",1.0,1
118,120,63320_198010_120,And it feeds into inflation throughout our economy.,1.0,1
119,121,63320_198010_121,A Labor Government will freeze the price of all locally produced crude oil for 12 months from next January 1.,,6
120,122,63320_198010_122,"If this freeze had applied last year, petrol already would be cheaper by 23 cents a gallon, or more than 5 cents a litre.",,7
121,123,63320_198010_123,Medical insurance is another area where Government decisions have forced up inflation.,1.0,1
122,124,63320_198010_124,Five years ago Mr Fraser promised to maintain Medibank.,1.0,1
123,125,63320_198010_125,"Instead, in a series of bewildering changes, he demolished the most important social welfare reform in the last 30 years.",1.0,1
124,126,63320_198010_126,A Labor Government is committed to restoring universal health insurance.,,6
125,127,63320_198010_127,"It cannot be done immediately, but as a first step we announced 11 months ago we will extend free medical care in the next Budget to all expectant mothers and all dependent children.",,5
126,128,63320_198010_128,"Finally, in these six broad areas of family programs, is a policy we announced last May to give higher family allowances to those families who need them most.",,5
127,129,63320_198010_129,Family allowances have not increased for more than four years.,1.0,1
128,130,63320_198010_130,They are now worth almost half their value when the scheme was introduced in 1976.,1.0,1
129,131,63320_198010_131,"Since then inflation has gone up well over 40 per cent, while taxes have increased more than 90 per cent.",1.0,1
130,132,63320_198010_132,"Given the cost of our other programs, we cannot responsibly propose a general increase in family allowances.",0.0,2
131,133,63320_198010_133,"What we do propose is a sliding scale of income supplement payments ranging between $1 and $4 a week for each child for families with incomes up to a ceiling of $14,000 a year, or $270 a week.",0.0,7
132,134,63320_198010_134,Lower income families living on pay packets of less than $155 a week will get the full benefit of an additional $4 a week for each child.,0.0,3
133,135,63320_198010_135,"In summary, these six programs will give a direct financial benefit of between $10 and $20 a week to the average family in our community.",0.0,7
134,136,63320_198010_136,All programs will be brought into operation in our first year of office.,0.0,3
135,137,63320_198010_137,Legislation enacting the income tax cut will be brought down in the New Year.,0.0,3
136,138,63320_198010_138,These programs are needed and they are necessary.,1.0,1
137,139,63320_198010_139,We do not flinch from the additional cost of a maximum $550 million they will impose on this year's Budget.,0.0,7
138,140,63320_198010_140,It is a sum well within the limits of responsible economic management.,1.0,1
139,141,63320_198010_141,I repeat: it is money well spent in returning some measure of justice to the living standards of all our people.,0.0,3
140,142,63320_198010_142,It endorses a fair go for Australian families.,0.0,2
141,143,63320_198010_143,"There is another policy area of vital relevance to family welfare and family development, and that is education.",1.0,1
142,144,63320_198010_144,"Our education policy, announced three months ago, reverses the cutback in education funding of the last three years.",0.0,6
143,145,63320_198010_145,It commits a national Labor Government to increase spending by $100 million a year for each of the next three years in areas of education of the greatest need.,0.0,7
144,146,63320_198010_146,I repeat: in areas of education of greatest need.,0.0,1
145,147,63320_198010_147,That principle applies equally for government schools and non-government schools.,0.0,3
146,148,63320_198010_148,We do not believe that money spent on the future of our country's children is money wasted.,0.0,2
147,149,63320_198010_149,I now want to say something about general welfare programs.,1.0,1
148,150,63320_198010_150,What we can do immediately in the welfare area is enormously restricted by the extent of our other programs and what we can responsibly spend.,1.0,1
149,151,63320_198010_151,The greatest service a Labor Government can do for all Australians at this time is to restore a buoyant national economy.,0.0,3
150,152,63320_198010_152,We have to get the economy moving and our people back into work.,0.0,5
151,153,63320_198010_153,The whole thrust of our family programs is designed to do just this.,0.0,6
152,154,63320_198010_154,A healthy economy with strong economic growth will allow us in future years to give greater attention to broad welfare programs.,0.0,3
153,155,63320_198010_155,But even in these restricted circumstances there are two welfare areas we consider of absolute need that cannot be overlooked.,0.0,5
154,156,63320_198010_156,We will extend free pharmaceutical benefits to the unemployed at a cost of $3.8 million.,0.0,7
155,157,63320_198010_157,"And we will, in the next Budget, index the means test on fringe benefits available to pensioners at a cost of some $3 million.",0.0,7
156,158,63320_198010_158,"I would emphasise, in this context, the 200,000 pensioners who will be freed from all income tax by the provisions of our proposed change to the tax free zone.",0.0,5
157,159,63320_198010_159,This will be of greatest benefit to many in our community in greatest need.,0.0,3
158,160,63320_198010_160,We remain committed to lifting pensions to 25 per cent of average weekly earnings as and when economic circumstances permit.,0.0,5
159,161,63320_198010_161,We achieved the objective in 1975.,1.0,1
160,162,63320_198010_162,The national Budget I brought down that year brought pensions up to 25.2 per cent of average weekly earnings.,1.0,1
161,163,63320_198010_163,"It has now fallen back to 23.6 per cent, and it will be our objective in Government to regain for pensioners what they have lost under Mr Fraser.",0.0,5
162,164,63320_198010_164,"Overall, our programs will relieve much of the poverty in which two million Australians now exist under the policies of the Fraser Government.",0.0,5
163,165,63320_198010_165,Australians have been forced into poverty not only by inadequate income.,1.0,1
164,166,63320_198010_166,The high cost and difficulty of access to health services and rental housing are two of the greatest subsidiary causes of poverty.,1.0,1
165,167,63320_198010_167,"Our committed policies on rental housing, health, tax, and income supplements will substantially help these people.",0.0,3
166,168,63320_198010_168,They will have a real impact in an area of national disgrace in this rich country of ours.,0.0,1
167,169,63320_198010_169,I want now to set these family policies in a broader context of national policy.,0.0,6
168,170,63320_198010_170,"Again, there is little that is new or unfamiliar in what I have to say.",1.0,1
169,171,63320_198010_171,"Like our family policies, most of these other policies already have been released over the past year for public scrutiny.",1.0,1
170,172,63320_198010_172,What we have done is to act responsibly in releasing precise policies precisely costed well before the elections so the people of Australia can measure and assess them.,1.0,1
171,173,63320_198010_173,We have abandoned once and for all the old totem of a policy speech crammed with new promises and new spending programs just a few weeks before polling day.,1.0,1
172,174,63320_198010_174,No one can say we have not taken the people into our confidence.,1.0,1
173,175,63320_198010_175,"I do not intend to repeat all our programs tonight, even in summary.",1.0,1
174,176,63320_198010_176,It is in the context of the viability and integrity of our programs that I restate the broad dimensions of our attitudes to national government.,1.0,1
175,177,63320_198010_177,"Before I do, there is one firm commitment I want to make on an issue of great sensitivity to the Prime Minister.",1.0,1
176,178,63320_198010_178,"Two years ago, the Government purchased with taxpayers' funds two Boeing 707 aircraft for the Prime Minister's use on his numerous overseas travels.",1.0,1
177,179,63320_198010_179,"The all-up cost was some $20 million, and they now cost $7 million a year to maintain ... an extravagance the Prime Minister has never sought to explain in the context of his Government's savage reductions in so many other areas of public spending.",1.0,1
178,180,63320_198010_180,"Those aircraft have since become a divisive symbol of Mr Fraser's gross self-indulgence at public expense, and his Government's double standards over the last five years.",1.0,1
179,181,63320_198010_181,We do not need them and we do not want them.,0.0,1
180,182,63320_198010_182,"A National Labor Government will sell them as soon as possible, and put the money to better use for the advantage of the Australian people.",0.0,2
181,183,63320_198010_183,This is not a commitment I expect Mr Fraser to match in this campaign.,1.0,1
182,184,63320_198010_184,"Earlier tonight, I referred to the importance of national security to ensure that family life and community development can flourish in a secure environment.",1.0,1
183,185,63320_198010_185,I restate now that a Hayden Labor Government will accept the spending objectives which the Fraser Government has set for national defence over the next five years.,0.0,4
184,186,63320_198010_186,"However, we will review the Five Year Defence Program to ensure that equipment programs are the most appropriate for this country in maintaining our national security.",0.0,5
185,187,63320_198010_187,"We will not interfere with programs now under way, but we reserve the right to adjust the spending priorities of the present Government where we feel they are necessary.",0.0,5
186,188,63320_198010_188,"In particular, we want to make more money available for defence capital equipment.",0.0,1
187,189,63320_198010_189,We will also establish an independent judicial inquiry into the claims of Vietnam veterans for injuries from chemicals such as Agent Orange.,0.0,6
188,190,63320_198010_190,"And we will continue to totally oppose any pressures for the restoration of conscription, except where Australia is under direct military threat.",0.0,5
189,191,63320_198010_191,"In Foreign policy, we reject the principles of a Government which remains firmly committed to tree vile regime of Pol Pot, the exterminator of Kampuchea.",0.0,6
190,192,63320_198010_192,Those principles cannot be allowed to apply in the Foreign policy considerations of an Australian national government.,0.0,5
191,193,63320_198010_193,"More broadly, Australia is firmly allied with the United States as the result of a Labor Government's far-sighted attitudes 40 years ago.",1.0,1
192,194,63320_198010_194,"Our nation enjoys a high regard in the Third World, largely because of the efforts of Gough Whitlam's Prime Ministership 8 years ago.",1.0,1
193,195,63320_198010_195,We would use these relationships constructively and realistically in the constant pursuit of a more peaceful and stable world.,0.0,2
194,196,63320_198010_196,Our policies elsewhere deal with the broad rights and freedoms of all Australians no matter where they live or what they do.,0.0,3
195,197,63320_198010_197,"In the area of civil liberties, the case for a Bill of Human Rights in this country is overwhelming.",1.0,1
196,198,63320_198010_198,We lack constitutional or legal guarantees on fundamental rights of all sorts.,1.0,1
197,199,63320_198010_199,"We have no guarantees on freedom of speech, freedom of the press, freedom of assembly or association, freedom of movement, freedom from arbitrary arrest, or even freedom of religion and conscience.",1.0,1
198,200,63320_198010_200,"We have no guaranteed right to privacy, to be assumed innocent until proved guilty, to a fair trial by jury, to equal protection of laws, to non-discrimination on the basis of race, colour, language and religion, or to own property and to hold public office.",1.0,1
199,201,63320_198010_201,We don't even have the right to work something the people of Australia have learned a great deal about under the Fraser Government.,1.0,1
200,202,63320_198010_202,"We intend, in our first term of office, to legislate a Bill of Human Rights establishing and guaranteeing these fundamental freedoms essential to a democratic society.",0.0,3
201,203,63320_198010_203,"Similarly, we intend to withdraw the Freedom of Information Act now before the Parliament and redraft it in its entirety.",0.0,6
202,204,63320_198010_204,"In its present form, it is a useless piece of legislation that guarantees freedom of nothing, let alone the rights of citizens to freedom of information from the bureaucracy and government.",1.0,1
203,205,63320_198010_205,"Both these commitments, on human rights and freedom of information, testify to our continuing commitment to civil liberties.",0.0,3
204,206,63320_198010_206,"By the same token, our range of family policies reinforce our determination to eliminate disadvantage and to establish a more equal and fairer Australian society .",0.0,3
205,207,63320_198010_207,"In this context, I could not fail to mention tonight the plight of our black Australians, even though my colleague Stewart West and I four months ago announced detailed policy commitments on Aboriginal welfare.",1.0,1
206,208,63320_198010_208,"The Aboriginal peoples of Australia remain the most disadvantaged, abused, and ignored people in our community.",1.0,1
207,209,63320_198010_209,The Fraser Government's response to this crisis has been to cut real spending on Aboriginal programs by $35 million in four years.,1.0,1
208,210,63320_198010_210,"Our programs are directed essentially to their three areas of greatest need: jobs, housing and health.",0.0,3
209,211,63320_198010_211,We will implement them as a matter of the greatest priority.,0.0,6
210,212,63320_198010_212,"In the field of immigration, our spokesman Moss Cass has announced a series of immigration and ethnic policies in recent months.",1.0,1
211,213,63320_198010_213,"There is only one other measure in this area that I announce tonight, and it will cost nothing.",0.0,1
212,214,63320_198010_214,A National Labor Government will transfer responsibility for the administration of Australia's immigration program to the Department of Foreign Affairs.,0.0,3
213,215,63320_198010_215,The present Department of Immigration will be re-organised and re-structured as a Department of Ethnic Affairs with the sole function of looking after new settlers once they arrive in Australia.,0.0,5
214,216,63320_198010_216,"As I said earlier, I do not intend tonight to catalogue the details of the various policy statements we have been releasing over the past year.",1.0,1
215,217,63320_198010_217,They cover every facet of responsibility of national government and we shall be releasing a summary in a supplementary statement.,1.0,1
216,218,63320_198010_218,"At this stage, I intend only to deal with the new revenue raising measures we will adopt in Government.",1.0,1
217,219,63320_198010_219,"We have three proposals to implement: - a resource rent, or excess profits tax, on major resource development.",0.0,7
218,220,63320_198010_220,- the abolition of the present Government's investment allowance under which machines are replacing jobs.,0.0,5
219,221,63320_198010_221,#NAME?,0.0,5
220,222,63320_198010_222,"All three measures, in a full year, will raise a minimum of $1000 million in revenue.",0.0,6
221,223,63320_198010_223,The Government has operated the tax incentive of an investment allowance for the last five years.,1.0,1
222,224,63320_198010_224,It has so far cost taxpayers $1600 million.,1.0,1
223,225,63320_198010_225,Its abolition in our next Budget will mean a saving of $250 million.,0.0,5
224,226,63320_198010_226,Only in those few cases where a company could demonstrate beyond doubt that abolition of the allowance would close off new job opportunities would an exemption apply.,0.0,7
225,227,63320_198010_227,The major arm of a Labor Government's new revenue measures will be the removal of the cancer of tax avoidance by the very wealthy in our society.,0.0,6
226,228,63320_198010_228,The present Government acknowledged in its last two Budgets that it lost $600 million in identified tax avoidance schemes.,1.0,1
227,229,63320_198010_229,That additional revenue would have funded for the remainder of this financial year those programs I've announced tonight that we will introduce in Government.,1.0,1
228,230,63320_198010_230,Tax avoidance has increased 2000 per cent under the Fraser Government.,1.0,1
229,231,63320_198010_231,It is now costing the Commonwealth $1000 million a year on the very best estimates available.,1.0,1
230,232,63320_198010_232,And every dollar in tax which is avoided by the wealthy and the shrewd is an extra dollar which is rifled from ordinary wage and salary earners.,1.0,1
231,233,63320_198010_233,"Pay as you earn taxpayers now have to pay, on average, an extra $4 a week in higher income tax simply to make up for the greed of the tax avoiders.",1.0,1
232,234,63320_198010_234,"We intend to legislate against all identified avoidance schemes including trusts, overseas tax havens, contrived internal superannuation schemes, transfer pricing by multinational companies, and the fringe benefits available to very senior company executives.",0.0,6
233,235,63320_198010_235,Legislation would apply retrospectively against new schemes.,0.0,3
234,236,63320_198010_236,The introduction of retrospective legislation wiped out tax avoidance in Britain almost overnight.,1.0,1
235,237,63320_198010_237,We have no doubt the same can be achieved in Australia.,0.0,6
236,238,63320_198010_238,We estimate it will mean at least $600 million additional revenue in 1981/82.,0.0,5
237,239,63320_198010_239,The second arm of our revenue raising policy will be a resource rent tax on highly profitable resource based projects.,0.0,6
238,240,63320_198010_240,It will recoup for the benefit of the whole community a substantial part of the super profits generated in some areas of mining .,0.0,3
239,241,63320_198010_241,"The tax will be based on the cash flow of a project and will operate only after exploration, development and operating costs are recouped with a rate of interest set sufficiently high to make the investment attractive and to take account of inflation and risk factors.",0.0,3
240,242,63320_198010_242,"It will not deter investment in exploration and mining, nor will it jeopardise marginal projects.",0.0,3
241,243,63320_198010_243,The tax will be applied so that no profitable project would be made unprofitable by its imposition.,0.0,6
242,244,63320_198010_244,"Many other countries impose similar taxes, and it is important to recall that the present Government once supported such a tax.",1.0,1
243,245,63320_198010_245,"Ministers like Mr Anthony, Mr Lynch and Mr Viner are on the record as endorsing its imposition.",1.0,1
244,246,63320_198010_246,We estimate that such a tax would raise at least $100 million in its first year of operation.,0.0,6
245,247,63320_198010_247,"No doubt in the remaining weeks of the campaign we shall continue to hear the Government scare-mongering against our policies with the old chestnut: ""Where's the money coming from?"".",1.0,1
246,248,63320_198010_248,We meet that question with complete confidence and without hesitation.,1.0,1
247,249,63320_198010_249,"Our proposals for the next three years represent the most responsible, balanced, practical and carefully costed program ever put before the people.",1.0,1
248,250,63320_198010_250,"At a time when Australians are paying the highest taxes in their history, we believe it is every bit as relevant to demand of Malcolm Fraser: ""Where is the money going to?"".",1.0,1
249,251,63320_198010_251,"The coalition parties never seem to find any difficulty with cost in rushing out a whole new set of pork barrelling promises, as Mr Fraser did last night in his apology for a policy speech.",1.0,1
250,252,63320_198010_252,The matter of cost is a matter of priorities.,1.0,1
251,253,63320_198010_253,The Fraser Government is now spending more money than at any time in Australian history.,1.0,1
252,254,63320_198010_254,"It is simply a question of how you spend that money, and how you use it to the best advantage of all Australians.",1.0,1
253,255,63320_198010_255,"In conclusion, let me say that national politics during the last five years has been marked by the attitude widely held by many Australians that national leadership in our country has failed.",1.0,1
254,256,63320_198010_256,"The shabby conduct of the present government in so many aspects of administration has not escaped the Australian people, and this has been reflected in massive disillusion with national government .",1.0,1
255,257,63320_198010_257,The intense feeling the Australian people have for their country has not been matched by qualities of national leadership.,1.0,1
256,258,63320_198010_258,"To put it frankly, I do not believe the people have been given any reason to feel proud of their Government.",1.0,1
257,259,63320_198010_259,"One of the tasks of the new Labor Government will be to restore national pride by providing honest, creative and fair administration of the nation's affairs.",0.0,3
258,260,63320_198010_260,"That is our task and that is our challenge to stop the rot, to arrest the decline, to restore unity and purpose, to raise the standard.",0.0,6
259,261,63320_198010_261,It is a task which our policies take head-on.,0.0,3
260,262,63320_198010_262,It is a task to which I dedicate myself tonight as Leader of the Australian Labor Party.,0.0,2
261,263,63320_198010_263,It is the task we shall pursue in Government after the 18th of October.,0.0,3
