,oid,Id,Sentence,Flag,labels
109,110,63620_199303_110,"I can't find anything fair or just in those 700,000 kids who are living in families with neither parent in a job .",1,1
110,111,63620_199303_111,I can't find anything fair or just in the stories that 1 heard this morning from the five people who stood up here .,1,1
111,112,63620_199303_112,There is nothing fair or just about that .,1,1
112,113,63620_199303_113,"The basic thrust of our policy package to boost the productivity capacity of Australia is to pick up Sam's comment and that is basically to take the taxes and charges off business, to eliminate the cost disadvantages under which business operates in Australia, and there are a number of key elements to our plan that deal directly with that .",0,1
113,114,63620_199303_114,"The first is, of course, and the one that the Government tries to focus on the most, tax reform .",0,3
114,115,63620_199303_115,Tax reform is fundamentally important to what we've got to do in Australia .,0,1
115,116,63620_199303_116,It's fundamentally important to developing the productive culture that we need in Australia .,0,1
116,117,63620_199303_117,"It's fundamentally important, not only to get people to work harder, to work overtime, to save, to build a business - tax reform is absolutely fundamental .",0,1
117,118,63620_199303_118,And we're not going to shy away from the GST in that context .,0,1
118,119,63620_199303_119,The GST is fundamental to that tax reform package as well .,0,1
119,120,63620_199303_120,"If we are going to make change in Australia, real tax reform in Australia, we do have to move those fax disadvantages, remove those tax disadvantages from business .",0,6
120,121,63620_199303_121,And you don't need me to stand here and give you the detail of that example .,1,1
121,122,63620_199303_122,"In the course of the last week in our newspapers, there've been two clear cut examples of how it has worked in practice .",1,1
122,123,63620_199303_123,"I don't know whether you saw the story a bit over a week ago about the Australian company that was tendering for the escalator contract, the Travelator I think they call them at our Expo pavilion in Korea .",1,1
123,124,63620_199303_124,It's our Expo pavilion and one of our companies was tendering for that contract and they lost the contract .,1,1
124,125,63620_199303_125,And do you know who they lost it to?,1,1
125,126,63620_199303_126,They lost it to the New Zealanders .,1,1
126,127,63620_199303_127,"And when they were asked why, do you know what they said - because we don't have a GST and we pay a lot of taxes on our inputs which made us internationally (un)competitive when it came to tendering for that contract .",1,1
127,128,63620_199303_128,"There's where the jobs went, to New Zealand, not here in Australia .",1,1
128,129,63620_199303_129,Do you want a good argument for GST?,1,1
129,130,63620_199303_130,GST equals jobs because it makes our businesses internationally competitive .,1,1
130,131,63620_199303_131,"And it doesn't matter whether you're Sam the farmer, or the Travelator producer or a manufacturer or whatever .",1,1
131,132,63620_199303_132,It is fundamental to Australian business becoming internationally competitive .,1,1
132,133,63620_199303_133,"The other example of just few days ago was the decision by Rexona to close a plant in Australia, a loss, I'm told of about 200 jobs .",1,1
133,134,63620_199303_134,"Where are they going to centralize their operation, so that, as they say, they can become internationally competitive?",1,1
134,135,63620_199303_135,They're going to New Zealand too .,1,1
135,136,63620_199303_136,"Two examples in the last week of where we have lost jobs, we have exported jobs because of a failure of government economic management here in Australia .",1,1
136,137,63620_199303_137,"When we abolish payroll tax and sales tax and petrol excise and the training guarantee levy and freeze the superannuation guarantee levy and so on, we cut the cost base of business in Australia .",1,1
137,138,63620_199303_138,We tilt the playing field in favor of doing business in Australia .,1,1
138,139,63620_199303_139,"And we make sure that those jobs stay here in Australia, that they are not exported off shore .",1,1
139,140,63620_199303_140,"And you know one of the best authorities for that argument, PJ Keating .",1,1
140,141,63620_199303_141,He ran it in 1985 and we should never let him forget the fact that he had at that time the courage to argue for what was right .,1,1
141,142,63620_199303_142,"And amazing when he started to worry about his political stocks, how he forgot about what was right, at least right for Australia and tried to do what he thought was right for him .",1,1
142,143,63620_199303_143,"That is what-'s wrong with this country, the failure of leadership .",1,1
143,144,63620_199303_144,If s a simple message .,1,1
144,145,63620_199303_145,And it's again what Sam said .,1,1
145,146,63620_199303_146,"We can take taxes off our exports, so that they are internationally competitive and it is also the only legal way in which under the GATT we can tax our imports .",1,1
146,147,63620_199303_147,"And I noticed a sign on a car the other day which said, this ALP campaign .",1,1
147,148,63620_199303_148,Jobs not GST .,1,1
148,149,63620_199303_149,And I thought that was a very interesting comment .,1,1
149,150,63620_199303_150,Jobs not GST .,1,1
150,151,63620_199303_151,Seemed to have it fundamentally round the wrong way .,1,1
151,152,63620_199303_152,"This person was obviously mixed up because that sticker was not on a Commodore, or a Camry or a Falcon or any of the other Australian made cars, it was on a Saab .",1,1
152,153,63620_199303_153,Where do you think the jobs went?,1,1
153,154,63620_199303_154,And what's GST do?,1,1
154,155,63620_199303_155,It keeps those jobs in Australia because it cuts the cost of making a car in Australia and yet the tax will go fully on the imported car .,0,1
155,156,63620_199303_156,It gives our industry an advantage .,0,1
156,157,63620_199303_157,"And from the personal point of view, you're in front as well .",1,1
157,158,63620_199303_158,"You know as a PAYEE taxpayer, you know what that means?",1,1
158,159,63620_199303_159,"Pay As You Earn, that means that their hand is in your pocket before you get your packet .",1,1
159,160,63620_199303_160,They take the money out of your pay packet in terms of the income tax that you pay and you're left to struggle with what's left .,1,1
160,161,63620_199303_161,"The other side of that with the GST as we actually cut your personal tax by about 25% so you keep the money in your pocket, not their hand .",0,1
161,162,63620_199303_162,You keep the money and you decide when you pay tax and how much you pay tax by what you buy .,0,6
162,163,63620_199303_163,"Not pay as you earn, pay as you spend .",0,1
163,164,63620_199303_164,"And the way we structure it we don't only give you back enough to pay for the GST, we make sure that in a combination of tax cuts and other benefits, average Australians are in front .",0,1
164,165,63620_199303_165,"In fact, the average Australian family will be $56 per week in front as a result of that tax reform package and they'll have an Internationally competitive tax System which gives them lower tax rates and people often say to me, why don't we have a Hong Kong style tax System, well, we're about to give you one .",0,7
165,166,63620_199303_166,Because somebody on average income under that two tax System will only pay 14 cents in the $1.00 tax .,0,7
166,167,63620_199303_167,Somebody on twice average income will only pay 22 cents in the $1.00 tax .,0,7
167,168,63620_199303_168,"We can have an internationally competitive business and Personal tax system, that seems a reasonable price to pay, doesn't it, for the option of the GST .",1,1
168,169,63620_199303_169,"Not everyone gains, tax cheats lose for example and foreign tourists will pay a fair share while they consume here in Australia, but it works to solve our problems .",1,1
169,170,63620_199303_170,"It works to boost our exports, to cut back on our imports, to boost our savings and most importantly, to boost our productive capacity, so that we can actually go out there and generate a bigger cake, not a shrinking cake, have more for all of us and more to distribute to those in need .",0,2
170,171,63620_199303_171,It is fundamental to what's got to be done In Australia .,1,1
171,172,63620_199303_172,"The other area of some debate in this election campaign is, of course, the area of industrial relations .",1,1
172,173,63620_199303_173,Industrial relations reform is fundamentally important to getting productive workplaces around Australia .,1,1
173,174,63620_199303_174,And you can't seriously tell me that the Accord and the cent raised System has worked well for the Australian worker .,1,1
174,175,63620_199303_175,Just look around .,1,1
175,176,63620_199303_176,A million of them have lost their jobs .,1,1
176,177,63620_199303_177,That was really good representation by the union movement .,1,1
177,178,63620_199303_178,How union leaders lost their jobs in the course of the last few years?,1,1
178,179,63620_199303_179,A million workers paid the price .,1,1
179,180,63620_199303_180,They paid their dues so they could be unemployed .,1,1
180,181,63620_199303_181,"I never forget a woman in Perth telling my about her unemployed husband and the union coming round saying you know, we want your dues .",1,1
181,182,63620_199303_182,"She said, hang on, we want your dues for your husband .",1,1
182,183,63620_199303_183,And apparently they gave her a bit of physical trouble as well .,1,1
183,184,63620_199303_184,"She said why should my husband pay his dues, you've cost him his job .",1,1
184,185,63620_199303_185,And I think that's the question that's being asked around the workplaces all over Australia at the present time .,1,1
185,186,63620_199303_186,And it's absolutely inane to figure that you can give a wage increase in one part of Australia and that it should apply uniformly right across Australia .,1,1
186,187,63620_199303_187,It doesn't matter whether you're out in Albany or up in Darwin or across in Cairns or down in Hobart .,1,1
187,188,63620_199303_188,"You're supposed to all be able to carry the same wage increase, even if it sends you broke or even if you could pay more given the circumstances of your business in the workplace that's there .",0,1
188,189,63620_199303_189,"And of course, the Accord has done a lot of other things against Australia .",1,1
189,190,63620_199303_190,"It's made us internationally (un)competitive in terms of wage costs and perhaps most alarmingly, it's put Bill Kelty and Martin Ferguson as de facto Cabinet Ministers in Canberra .",1,1
190,191,63620_199303_191,Think about it .,1,1
191,192,63620_199303_192,You want to know why there's no reform on the waterfront or in the transport System or tax .,1,1
192,193,63620_199303_193,Remember when they blocked the tax reform package In '85 .,1,1
193,194,63620_199303_194,It's because the union leaders blocked that reform .,1,1
194,195,63620_199303_195,"Very big price is being paid on behalf of the worker, by the worker and by Australia for the type of centralized wage determination system that we've had in this county .",1,1
195,196,63620_199303_196,"And yet there is a simple direct alternative that is not only in the interest of workers, but also in the interests of employers and in the interests of Australia as a whole .",1,1
196,197,63620_199303_197,And that is to go to the workplace agreements that are the centerpiece of our industrial relations policy .,1,1
197,198,63620_199303_198,There should be no concern that workers will be worse off .,1,1
198,199,63620_199303_199,They can't be worse off .,1,1
199,200,63620_199303_200,They have a choice and that is the centerpiece of our system to give them choice and to give them opportunity .,1,1
200,201,63620_199303_201,"They want to stay in the centralized system, that's fine .",1,1
201,202,63620_199303_202,"But if they want to go outside the centralized system, they can go with what they've got so the terms and conditions of their award they keep but they can do better as they negotiate a workplace agreement that is better to their interests, a higher hourly rate of pay, a greater certainty and security of employment, greater flexibility in employment and that is where you're going to get productive workplaces around Australia .",1,1
202,203,63620_199303_203,"Of course, you have to do a few things to make that happen .",1,1
203,204,63620_199303_204,You have to outlaw compulsory unionism and why shouldn't you?,1,1
204,205,63620_199303_205,And why shouldn't you?,1,1
205,206,63620_199303_206,I have a simple view about these things .,1,1
206,207,63620_199303_207,"They're basically a club and their membership, their continuity ought to depend on their capacity to satisfy their members .",1,1
207,208,63620_199303_208,"And if union members don't want to be union members, they'd prefer to go it alone, they should be given that choice .",1,1
208,209,63620_199303_209,You'll find a significant shift in the attitude of the union leaders when they look around and there's nobody behind them .,1,1
209,210,63620_199303_210,And that's the sort of change you can make .,1,1
210,211,63620_199303_211,"We're not anti-union, we just want unions to do the job they should do which is represent the interests of workers if that's what the workers want .",0,1
211,212,63620_199303_212,"And people cannot be exploited because if you have any problem with an employer you can go round the corner, whether a union member of not, to the Office of the Employee Advocate and get legal advice or legal assistance to make sure you can't be exploited .",0,1
212,213,63620_199303_213,"But I don't think most of employers, in fact most employers in Australia are keen to develop an effective team at their workplace .",1,1
213,214,63620_199303_214,They're sick of a them and us approach .,1,1
214,215,63620_199303_215,They want to work together with their workers to the benefit of not only the workers but of course themselves as employers and ultimately to the country as those workplaces become more internationally competitive and productive .,1,1
215,216,63620_199303_216,"They're two key elements of getting, of rebuilding the Australian business community .",1,1
216,217,63620_199303_217,Absolutely essential elements .,1,1
217,218,63620_199303_218,There's a host of others .,1,1
218,219,63620_199303_219,Our infrastructure fund to pick up some of the gaps in infrastructure today that are constraining our reaching international competitiveness .,0,1
219,220,63620_199303_220,Three billion dollars is being committed through the Rebuild Australia Fund for that specific purpose .,0,7
220,221,63620_199303_221,"And, of course, we have a host of other proposals in terms of accelerated depreciation, ail of them designed to kick-start the business community, kick-start the business community, in effect from the early days of a Hewson Government .",0,2
221,222,63620_199303_222,We can start in fact putting in place policies from day I that will start to boost our productive capacity and start to create jobs as we take pressure off the labor market in Australia .,0,1
222,223,63620_199303_223,"And that is a fundamental feature of Australia reaching its full potential and giving us the lifestyle that, of course, we want .",0,1
223,224,63620_199303_224,"The second level of our policy package is not just boosting our productive capacity through those and other measures, but importantly the issue of ensuring that there is an equitable or fair distribution of the national cake among ail Australians .",0,1
224,225,63620_199303_225,I think it's important in that sense that a government provide the lead so one of the first administrative acts that I will perform as Prime Minister will be to cut the taxpayers money that is spent on paying politicians to live in a manner to which they have become accustomed .,0,1
225,226,63620_199303_226,I'm pleased to see my parliamentary colleagues are cheering the loudest .,1,1
226,227,63620_199303_227,But it's the very least we can do to set an example to the rest of Australia .,1,1
227,228,63620_199303_228,"With one million Australians unemployed and nearly as many again who can't find work, we should share in the distribution of the burden that's been there, of this recession .",0,1
228,229,63620_199303_229,"And in particular, I'm going to cut ministerial salaries by 10 per cent as my first administrative act .",0,2
229,230,63620_199303_230,And they will stay frozen at that level for the entire first term until the productive capacity of our economy picks up so we can afford to pay them more .,0,1
230,231,63620_199303_231,I'll also advise the Remuneration Tribunal that there ought to be a 10 per cent cut in the cost of maintaining Members of Parliament .,0,1
231,232,63620_199303_232,"We're going to put their things together, their travel costs, their postage, other entitlements, into one global budget and we're going to cut that by 10 per cent too .",0,2
232,233,63620_199303_233,"Again, in the sense of setting an example and the fair sharing a burden .",0,7
233,234,63620_199303_234,"Money can be significantly saved in this area, and as you know in the last several months I've traveled around Australia, mostly by cab, which is a very, very important and rewarding experience .",0,1
234,235,63620_199303_235,"Not only did I personally save the government a fortune, but they took every conceivable opportunity to bend my ear, which they did, and I'm much better informed about what happens in Australia today as a result of that experience .",1,1
235,236,63620_199303_236,The second point that I'd like to make about equity and fairness is what we do for families .,0,7
236,237,63620_199303_237,Families are the centerpiece of what we are on about in Australia .,1,1
237,238,63620_199303_238,They are the basic structural unit in our society .,1,1
238,239,63620_199303_239,"They are fundamentally important and you heard today some of the spin-off effects of this recession in terms of pressure on Australian families, pressure on marriages, pressure on children and we've seen on many other occasions now, a whole host of social pressures spinning from that in terms of homelessness, homeless youth in particular, drugs, suicide, violence, domestic violence, and health, ail of them significant and unsavory consequences of a totally unnecessary recession .",1,1
239,240,63620_199303_240,"So we set out in the context of this package to make sure that families got a better go in Australia, irrespective of the structure or size or type of those families, we set out to make sure that they got a better go .",0,2
240,241,63620_199303_241,And some of the specific changes we made are fundamentally important for families .,0,1
241,242,63620_199303_242,"For example, the decision to exclude food, basic good from the GST .",0,1
242,243,63620_199303_243,You remember when we first brought down our package we thought that it was fair to include food and compensate people .,1,1
243,244,63620_199303_244,And one of the things that stung me most was how many church and community leaders came out and said you are wrong .,1,1
244,245,63620_199303_245,It is unfair .,1,1
245,246,63620_199303_246,"And it's no use us thinking we're fair if we're not perceived to be fair and so that decision is fundamentally important, not only to the equity of our total package, but giving a particular break to families, and within that a particular break to low to middle income families .",0,3
246,247,63620_199303_247,The price of food will actually fall and will actually fall significantly under a Hewson government as a result of that decision .,0,1
247,248,63620_199303_248,Because as we abolish payroll fax and sales fax and petrol fax and so on the cost of food go down and those benefits will be passed on to Australian families .,0,1
248,249,63620_199303_249,"Now I don't want to take too long of this point, but somehow we're going to make this point cut through in this election campaign, and that is that people already pay a lot of tax on things they don't know they pay .",1,1
249,250,63620_199303_250,"GST really ought to be goodbye secret taxes, because that's what we're doing .",0,1
250,251,63620_199303_251,"We're scrapping taxes like sales tax and petrol excise and payroll tax, that people aren't always aware they pay .",0,6
251,252,63620_199303_252,"In tact, we did an exercise the other day where we took a standard tub of butter, and we added up the number of times indirect taxes like those impacted on the cost of that tub of butter, 220 times, indirect tax is counted in the final price of that tub of butter .",1,1
252,253,63620_199303_253,"When you eliminate that tax on tax on tax, the cost goes down and it will go down dramatically .",0,1
253,254,63620_199303_254,"People aren't aware of that they just think it's a tub of butter, but there are 220 separate incidences of indirect tax in that tub of butter .",1,1
254,255,63620_199303_255,"And I guess a lot of people don't also know that when they get up in the morning and they start their day the bed they sleep in is taxed, the mattress is taxed, the pillows are taxed and the sheets are taxed .",1,1
255,256,63620_199303_256,"The wakeup alarm dock is actually taxed at 30 per cent, the blinds they get up and open when they want to see the daylight are also taxed .",1,1
256,257,63620_199303_257,"The orange juice they have the first thing in the morning is taxed, the bathmat is taxed, the bathroom fittings are taxed, the shower screen is taxed, the toilet pan and seat is taxed, the hot water System is taxed, the septic tank is taxed, the perfumes are taxed, the razors and blades are taxed, the shaving cream and brushes are taxed, the electric razors are taxed, the cotton buds and tips are taxed, the tissues are taxed, the toilet paper is taxed, the soap is taxed, the toothpaste is taxed, the talcum powder is taxed, the toilet case is taxed, the hair combs are taxed, the hair accessories, the hairspray, the deodorant .",1,1
257,258,63620_199303_258,We haven't even got out of the bathroom yet and you're being taxed out of existence .,1,1
258,259,63620_199303_259,"And all those taxes I cited were just sales tax, I didn't count the petrol excise that's built in, or the payroll tax that's built in .",1,1
259,260,63620_199303_260,"Needless to say, they don't tell you about those, do they?",1,1
260,261,63620_199303_261,"You see Mr.Keating in this election campaign saying "" I'm guilty, I've been putting tax on you slugging you to death since 1983""?",1,1
261,262,63620_199303_262,Those sales taxes have gone up 200 per cent since 1983 and you've never been compensated a bean .,1,1
262,263,63620_199303_263,Not one cent in your pocket back for those significant increases in tax .,1,1
263,264,63620_199303_264,Petrol tax has gone from 6 to 26 cents a liter .,1,1
264,265,63620_199303_265,Not a penny back in your pocket .,1,1
265,266,63620_199303_266,GST .,1,1
266,267,63620_199303_267,Goodbye secret taxes .,1,1
267,268,63620_199303_268,All those taxes will be scrapped and the prices of a lot of those things will actually fall .,0,3
