,OID,Id,Sentence,Flag,labels
58,59,63620_200410_59,That has been our goal and that has been the outcome of our economic policies.,1.0,1
59,60,63620_200410_60,Australia stands proud and tall around the world.,1.0,1
60,61,63620_200410_61,We are respected for what we have achieved with our economy.,1.0,1
61,62,63620_200410_62,We are seen as a nation prepared to take a stand on difficult international issues.,1.0,1
62,63,63620_200410_63,We are a true and trusted and reliable friend.,1.0,1
63,64,63620_200410_64,"When I became Prime Minister in 1996, I along with the other 20 million of my fellow Australians could not have imagined what lay ahead on the international scene.",1.0,1
64,65,63620_200410_65,We were not to know that the world would change forever on the 11th of September 2001.,1.0,1
65,66,63620_200410_66,We could not foresee the terrible attack in Bali in 2002.,1.0,1
66,67,63620_200410_67,"We did not know that we would be called upon and proudly able to do, to liberate the people of East Timor, and in many ways fulfil a debt that this nation, particularly the generation of World War II, owed to the wonderful people of Timor.",1.0,1
67,68,63620_200410_68,"Terrorism has cast a dark cloud over the world, but it is a challenge that must be repulsed, and a challenge best repulsed by us being determined to live the lives of a free and democratic society.",,6
68,69,63620_200410_69,"It will be a long fight and a difficult fight, and we must do it in cooperation with our friends all around the world, and most particularly here in our region.",,3
69,70,63620_200410_70,"But whether popular or not, I will never hesitate to do what is right and necessary, whatever is right and necessary, to protect Australia and the Australian people against the threat of terrorism.",,3
70,71,63620_200410_71,Our defence alliance with the United States is the cornerstone of our national security.,1.0,1
71,72,63620_200410_72,I support the American alliance because it is in Australia's national interest to do so.,,3
72,73,63620_200410_73,We could never forget our history and we should understand the power realities of today.,,1
73,74,63620_200410_74,"But we have demonstrated, despite what our critics predicted, that we have been able to build ever-closer ties with the United States and also grow closer to the nations of our region.",1.0,1
74,75,63620_200410_75,Only a Coalition Prime Minister could have been host to President Bush and President Hu Jintao on successive days as they addressed joint sittings of our National Parliament.,1.0,1
75,76,63620_200410_76,"The growth of our trade relationship with China has been one of the great successes of the last eight and a half years, and we have continued to build and strengthen our relations with other countries in the region such as the traditional markets of Japan and Korea.",1.0,1
76,77,63620_200410_77,It is never necessary in foreign or trade policy to choose between your history and your geography.,,2
77,78,63620_200410_78,We can remain faithful to our traditional allies and allegiances while building and strengthening our partnerships in the region.,,3
78,79,63620_200410_79,"Foreign policy often carries difficult decisions, and no decision that I've had to make in this area over the last eight and a half years was more difficult than our decision to join the Coalition in Iraq.",1.0,1
79,80,63620_200410_80,That decision was the right decision.,1.0,1
80,81,63620_200410_81,"If I had my time again, I would take the same decision.",,1
81,82,63620_200410_82,"The world is a better place, the Middle East is a better place, without Saddam Hussein.",1.0,1
82,83,63620_200410_83,Australian forces will stay in Iraq until they finish their job.,,4
83,84,63620_200410_84,We will not cut and run before Christmas or any other arbitrary date.,,3
84,85,63620_200410_85,"My friends, we all prize the financial security of our families.",1.0,1
85,86,63620_200410_86,"Let me say this, and it's not just my view, but it's a view frequently expressed to me as I move around this country talking to Australian families.",1.0,1
86,87,63620_200410_87,Nothing threatens that security more directly than the prospect of rising interest rates.,1.0,1
87,88,63620_200410_88,Rising interest rates dominates everything else when it comes to family security.,1.0,1
88,89,63620_200410_89,Just a tiny upward movement in interest rates more than devours a few dollars of taxation relief or additional family benefits.,1.0,1
89,90,63620_200410_90,There is no economic credential for office more crucial than a capacity to keep interest rates low.,,3
90,91,63620_200410_91,"I claim very directly that interest rates under a Labor Government would always be higher than under a Coalition Government, and that claim is based on two things.",1.0,1
91,92,63620_200410_92,It's based on the historical record of what happened when they were last in government.,1.0,1
92,93,63620_200410_93,"Nobody will ever forget the 17 per cent housing interest rates, the 20.5 per cent small business interest rates, the 22 or 23 per cent Bill rates that many farmers had to pay.",1.0,1
93,94,63620_200410_94,Nobody will forget that.,1.0,1
94,95,63620_200410_95,"If the interest rates that obtained in 1996 had continued, the average borrower in Australia would now be paying $500 a month more on their housing loan.",1.0,1
95,96,63620_200410_96,That is the dimension of what they did when they last had charge of the Government of this country.,1.0,1
96,97,63620_200410_97,My claim that interest rates would be higher under Labor is also supported by the impact of their industrial relations policy.,1.0,1
97,98,63620_200410_98,"They will run an industrial relations policy where wages will rise not based on productivity, because they will take productivity out of the equation, and if wages go up not based on productivity, they become inflationary.",1.0,1
98,99,63620_200410_99,"And inevitably if you have inflationary wage rises, the Reserve Bank will retaliate by lifting interest rates.",1.0,1
99,100,63620_200410_100,"That is my case, that is my charge, that is my argument.",1.0,1
100,101,63620_200410_101,That is why I assert unconditionally that interest rates will always be higher under a Labor Government than a Coalition Government.,1.0,1
101,102,63620_200410_102,"Our budget, thanks to the magnificent work of Peter Costello and his colleagues, is strong and in surplus.",1.0,1
102,103,63620_200410_103,They are the surpluses generated by the Coalition in the face of fierce opposition from the Australian Labor Party.,1.0,1
103,104,63620_200410_104,"As a result, we have been able to invest record amounts in health, in education, in roads, in defence, and to give taxation relief and additional family benefits.",1.0,1
104,105,63620_200410_105,The Coalition and the Labor Party are divided in this election campaign on many issues.,1.0,1
105,106,63620_200410_106,But there's one issue on which we are not divided.,1.0,1
106,107,63620_200410_107,Both sides of politics in Australia are committed to the maintenance of Medicare.,,4
107,108,63620_200410_108,There is no argument between the Labor Party and the Coalition on Medicare.,,1
108,109,63620_200410_109,"In fact, the Coalition has strengthened Medicare by the introduction of a Medicare safety net.",1.0,1
109,110,63620_200410_110,But Labor would abolish the Medicare safety net.,1.0,1
110,111,63620_200410_111,"Labor would take away a measure that has already provided invaluable support to 600,000 Australians and their families.",1.0,1
111,112,63620_200410_112,"We have a strong and prosperous economy, but our goals for the future must be to further strengthen and to preserve that strong economy for the benefit of ourselves and our children.",,3
112,113,63620_200410_113,That can only happen if we are prepared to tackle head on the major challenges that must be faced over the next decade and beyond.,,6
113,114,63620_200410_114,We must maintain and strengthen the productivity gains of recent years.,,3
114,115,63620_200410_115,We must further entrench the entrepreneurial culture within the Australian nation.,,3
115,116,63620_200410_116,We must address the ageing of our population and we must balance our need for economic growth with protection of our precious environment.,,3
116,117,63620_200410_117,So much of our economic growth to date has been based on productivity improvements.,1.0,1
117,118,63620_200410_118,There are two threats to this.,1.0,1
118,119,63620_200410_119,"The first of those threats, which I have outlined, is that of Labor's industrial relations policy.",1.0,1
119,120,63620_200410_120,Labor would return control of industrial relations to the union movement.,1.0,1
120,121,63620_200410_121,"Only 17.5 per cent of the private sector workforce in this country belongs to a union, yet Labor wants to give 100 per cent control of that system to the trade union movement.",1.0,1
121,122,63620_200410_122,Labor will abolish Australian Workplace Agreements.,1.0,1
122,123,63620_200410_123,Labor will adopt a double standard in relation to secondary boycotts under the Trade Practices Act.,1.0,1
123,124,63620_200410_124,"Labor will give unions a special deal, Labor will bring back preference clauses.",1.0,1
124,125,63620_200410_125,The cover was blown on that by the CFMEU on Friday.,1.0,1
125,126,63620_200410_126,Labor will require anybody who makes a contract with the Federal Government to disclose the identity of the subcontractors.,1.0,1
126,127,63620_200410_127,Labor will go back to the 50s and 60s when it comes to industrial relations and that will inevitably produce inflationary wage rises with all the consequences for interest rates that that entails.,1.0,1
127,128,63620_200410_128,The other great challenge is of course our shortage of skills and in a way this has been a consequence of our very economic success and I will therefore have something to say about that issue in a moment.,1.0,1
128,129,63620_200410_129,But I have some policy initiatives to outline to you today including one in relation to skills.,1.0,1
129,130,63620_200410_130,Let me say that all of the initiatives that I outline today reflect very directly the values and attitudes which have shaped me all the years that I've spent in public life.,1.0,1
130,131,63620_200410_131,First and foremost a belief in the central role of the family in the Australian community.,,3
131,132,63620_200410_132,A belief that the family is the greatest source of emotional support and inspiration that an individual can ever have.,,6
132,133,63620_200410_133,As the son of a small business owner an unshakeable belief in the role of dynamic small business as an engine of economic progress and personal self-fulfillment.,,3
133,134,63620_200410_134,A passionate belief in flexible workplaces free of rigidity in the industrial system and unwanted union interference.,,3
134,135,63620_200410_135,And a firm commitment to strong budgets as the way to keep interest rates down and underpin a capacity to spend more in areas of human services.,,6
135,136,63620_200410_136,There's a golden thread that runs through so many Coalition policies and that is that great principle of choice.,,3
136,137,63620_200410_137,Greater choice for families to choose how they will balance their work and their family responsibilities.,,3
137,138,63620_200410_138,Greater choice for entrepreneurial Australians to start and expand their small business.,,3
138,139,63620_200410_139,Greater choice and opportunity for young Australians to develop their talents to the full.,,3
139,140,63620_200410_140,"And importantly, greater choice for Australian parents to decide how and where their children will be educated.",,1
140,141,63620_200410_141,I also want greater choice in health and education backed by an unyielding commitment to universal high standards.,,6
141,142,63620_200410_142,"Australia should never be a nation defined by class or envy, but rather a nation united by mateship and achievement.",,2
142,143,63620_200410_143,"Australia is facing a national skills shortage in traditional trades such as carpenters, welders, auto-electricians, motor mechanics, brick layers, chefs and hairdressers.",1.0,1
143,144,63620_200410_144,This is in part a product of our great economic success.,1.0,1
144,145,63620_200410_145,It's also the legacy of some bad decisions we made a generation or more ago.,1.0,1
145,146,63620_200410_146,This country made a big mistake 30 or 40 years ago when it turned its back on the old system of having technical skills.,1.0,1
146,147,63620_200410_147,Those skills taught earlier generations to be tradesman and women.,1.0,1
147,148,63620_200410_148,We now must reinvest in the future of the 70% of young Australians who do not go directly to university when they leave school.,,5
148,149,63620_200410_149,I want an Australian nation in which a high quality technical education is as prized as a university degree.,,6
149,150,63620_200410_150,And what is more - so do millions of Australians.,,1
150,151,63620_200410_151,"We have already announced a number of measures in this area, including the funding of tool kits for 34,000 new apprentices and the establishment of an Institute of Trade Skill Excellence.",,5
151,152,63620_200410_152,"But today, I announce the centerpiece of our drive to tackle skills shortages and to revolutionise vocational education and training throughout Australia.",,6
152,153,63620_200410_153,A re-elected Coalition Government will establish 24 Australian Technical Colleges to accelerate national skills development in traditional trades.,,5
153,154,63620_200410_154,"These select high achievement colleges will provide tuition in a given year for up to 7,200 students in years 11 and 12 and will offer both academic and vocational education to students.",,5
154,155,63620_200410_155,These colleges will be located in regions suffering serious skills shortages and high rates of youth unemployment and which are supported by a significant industry base.,,5
155,156,63620_200410_156,"They will be based all around the country, from Darwin to Northern Tasmania, across to Adelaide, to Perth and right here in Queensland.",,1
156,157,63620_200410_157,"New colleges will be located in Northern Brisbane, the Gold Coast, Gladstone and Townsville.",,6
157,158,63620_200410_158,These colleges will operate independently of the State education system.,,3
158,159,63620_200410_159,"They will be run by the principals, and teachers will be recruited on the basis of performance based pay.",,3
159,160,63620_200410_160,They will send a powerful signal to young Australians that trade skills offer a proven path to a rewarding career.,,3
160,161,63620_200410_161,To further encourage skills excellence we will also introduce Commonwealth Scholarships for New Apprentices in priority trades after their first and second year of apprenticeship.,,3
161,162,63620_200410_162,And importantly we will extend the Youth Allowance to apprentices thus putting them on the same footing as university students.,,3
162,163,63620_200410_163,This will be of particular help to many low income families.,,5
163,164,63620_200410_164,And also the Coalition will further invest in skills by allocating a portion of the money spent on defence equipment and maintenance towards additional skills training.,,5
164,165,63620_200410_165,This will represent an investment of an extra $200 million over 10 years for skills development and training.,,7
165,166,63620_200410_166,A re-elected Coalition Government will invest more than $100 million to build an Australian Network of Industry Careers Advisers.,,7
166,167,63620_200410_167,We will do this by significantly expanding the role of some 216 community partnerships across Australia especially as a vehicle for partnering industry with professional career advisers.,,5
167,168,63620_200410_168,We aim at nothing less than assisting all young Australians from age 13 to 19 to make a successful transition from school to an enduring career.,,6
168,169,63620_200410_169,"My friends, one of the things our network of career advisers will do is to give young Australians greater exposure to local role models running their own businesses.",,5
169,170,63620_200410_170,Small businesses are the heart and soul of the Australian economy.,1.0,1
170,171,63620_200410_171,"There are 1.2 million of them, employing almost 3.5 million Australians.",1.0,1
171,172,63620_200410_172,They are dynamic.,1.0,1
172,173,63620_200410_173,Many new small businesses are started by women.,1.0,1
173,174,63620_200410_174,Many operate from home.,1.0,1
174,175,63620_200410_175,They represent the new face of innovative Australia.,1.0,1
175,176,63620_200410_176,The new face of entrepreneurial Australia.,1.0,1
176,177,63620_200410_177,"We must do more to encourage them, to entrench that culture, and to bring on more.",,2
177,178,63620_200410_178,That's why I'm especially pleased to announce a series of measures at furthering entrenching the enterprise culture within this country.,,3
178,179,63620_200410_179,"A re-elected Coalition Government will further reduce small business taxes, consolidate our flexible industrial relations system and provide emphasis and impetus to further small business growth.",,6
179,180,63620_200410_180,"First, we will extend the Simplified Tax System to include businesses accounting on an accruals basis.",,3
180,181,63620_200410_181,"This will permit more businesses, including in particular, many in the farming sector to take advantage of the concessions associated with the Simplified Taxation System and that will give tax relief of over $330 million to small businesses over a period of three years.",,7
181,182,63620_200410_182,"Secondly, and importantly, we're going to provide extra incentive and encouragement to small business growth through the introduction, from the 1st of July next year, of a new 25% Entrepreneurs Tax Discount.",,5
182,183,63620_200410_183,"Small businesses that are in the Simplified Tax System, and have an annual turnover of $50,000 or less, will be eligible for a 25% discount on their income tax liability in respect of their business income.",,5
183,184,63620_200410_184,"This initiative is, in essence, a kick-start, a special, upfront incentive for enterprising Australians, especially many of the micro or home-based businesses in the critical, early days of a business when they need that extra help to get a start.",,6
184,185,63620_200410_185,"The discount will begin to phase out when the turnover passes $50,000.",,7
185,186,63620_200410_186,The new discount will provide significant relief of more than $900 million over a period of three years.,,7
186,187,63620_200410_187,We're also determined to further improve the regulatory environment for small business.,,3
187,188,63620_200410_188,"Today I announce that stemming from the recent review of the income tax self-assessment system, if re-elected, we will reduce, from the current four years to two years, the amendment period in which the Australian Taxation Office can audit and adjust the tax assessment of businesses within the Simplified Taxation System.",,3
188,189,63620_200410_189,"It's an understatement to say that that will significantly reduce the record keeping compliance requirement, and therefore, add to the peace of mind of many men and women in small business.",,3
189,190,63620_200410_190,I also want to announce another measure - geared towards the burgeoning home based business sector.,,3
190,191,63620_200410_191,"About 785,000 Australian entrepreneurs operate from home, or largely from home, many more want to start up at home.",1.0,1
191,192,63620_200410_192,"But one of the problems is that many councils impose restrictions on the types of businesses allowed to operate from home, on floor space, and placement and size of signs, employee numbers and the like.",1.0,1
192,193,63620_200410_193,"Some councils however, have adopted a more flexible regulatory approach, a framework that allows small businesses a little more freedom.",1.0,1
193,194,63620_200410_194,So to further encourage the local government sector to help the small business sector the Coalition will introduce a Regulation Reduction Incentive Fund and it will be established with an initial amount from the Commonwealth of $50 million and local governments will compete for payments from the fund based on their proposals to reduce red tape and regulatory complexity and compliance requirements for the home-based business sector.,,6
194,195,63620_200410_195,"Of all of our reforms to small business none of course have been more important than our crusade to improve industrial relations, to give them more freedom and flexibility at the workplace level.",,3
195,196,63620_200410_196,"And today I want to announce that as a result of the ever increasing contribution that independent contractors make to our economy, a reelected Coalition Government will establish separate legislation to enshrine and protect the status of independent contractors.",,3
196,197,63620_200410_197,"There are more than a million independent contractors in Australia, including owner-drivers, which includes taxi drivers, sole traders, building sub-contractors and cleaners and the list goes on.",1.0,1
197,198,63620_200410_198,They opt for freedom and flexibility but they are always under attack from unions.,1.0,1
198,199,63620_200410_199,And Labor Governments would seek to frustrate them and to get them into the industrial relations net.,1.0,1
199,200,63620_200410_200,That's why a re-elected Coalition Government will legislate to protect the rights of independent contractors and stop unions looking to restrict their freedom to choose how they want to work.,,2
200,201,63620_200410_201,"A new Independent Contractors Act would ensure that freedom of contract for independent contractors is enshrined and preserved, that they have a firewall built around them to protect them from the deprivation of unions and unfriendly Labor governments who would seek to impose limits and constraints on their freedom to contract.",,6
201,202,63620_200410_202,"Our commitment to small business is strong, consistent and enduring.",,6
202,203,63620_200410_203,"But so, of course, is our commitment to the Australian family, an unshakable belief that it really is the centre of the life of this nation and a belief that the role of government is not to tell parents how to bring up their children, not to tell parents where they should be educated, not to tell parents whether one or other should be at home full time when the children are young.",,3
203,204,63620_200410_204,"But rather to create policies and a climate in which parents can decide because they are the best people placed to make that decision -- how their children will be raised, where they will be educated and who will care for them and for how long each day.",,3
204,205,63620_200410_205,"Unlike Mr Latham, I respect those mothers, and in some cases fathers in Australia, who decide that the best thing for them is that mum or dad should be at home full time while the children are young.",1.0,1
205,206,63620_200410_206,I will never lead a Government that punishes and penalises stay at home mothers.,,2
206,207,63620_200410_207,"How dare Mr Latham say to a single income family on $35,000 a year with three children that that family should be $461 a year worse off.",1.0,1
207,208,63620_200410_208,"We have brought the principle of choice to all of our policies and importantly, I bring a new dimension to our policies today in relation to childcare.",,3
208,209,63620_200410_209,"We have spent more than $8 billion on childcare in the six years from 1996 to 2002, more than double that in the last six years of the Labor Government.",1.0,1
209,210,63620_200410_210,"Our policies have seen an 84 per cent increase in the number of childcare places and as part of our ongoing commitment to supporting parental choice in relation to childcare, I announce today that if the Coalition is re-elected, we will introduce a new taxation rebate of 30 per cent on parents out of pocket childcare expenses.",,6
210,211,63620_200410_211,"This new rebate recognises that childcare costs faced by families vary enormously across the country, and providing a rebate on the out of pocket cost, supports families choosing the childcare service which best suits their needs.",,6
211,212,63620_200410_212,"At the same time, to ensure complete fairness of treatment for families where one parent makes the choice to stay at home full time, we will provide an appropriate increase in the rate of Family Tax Benefit B.",,6
212,213,63620_200410_213,That is the benefit paid to parents who are at home full time caring for their children.,,3
213,214,63620_200410_214,"We also, I believe, need these days to be more responsive as a society to the special needs of grandparents who are called increasingly to look after grandchildren as a result of family breakdowns.",,3
214,215,63620_200410_215,They are heroic people.,1.0,1
215,216,63620_200410_216,They've spent their lives raising their own children and suddenly they find they must do the same thing again for their grandchildren.,1.0,1
216,217,63620_200410_217,And they do it out of the love they naturally have for those children.,1.0,1
217,218,63620_200410_218,"And to give grandparents caring for their grandchildren greater support, a re-elected Coalition government will improve access to child care through a relaxation of the eligibility requirements and greater access to higher benefits.",,3
218,219,63620_200410_219,We'll waive the work study training test for access to child care benefits and that will enable grandparents to access full time childcare at 50 hours a week if required.,,5
219,220,63620_200410_220,"We'll also make child care more affordable for grandparents in receipt of income support, by enabling them to have access to special rate child care benefit.",,3
220,221,63620_200410_221,"Earlier this year, with Brendan Nelson, I announced that the Coalition would invest a record $31.3 billion in Australia's schools over the next four years.",,3
221,222,63620_200410_222,That was an increase of $8 billion over the previous 4 years.,,5
222,223,63620_200410_223,We will continue to drive high national standards in Australian schools including through our flagship literacy and numeracy programmes.,,7
223,224,63620_200410_224,"We are ensuring that students benefit through greater national consistency and from values programmes and we'll ensure that parents receive plain English language reports, so they know how their child is performing against national benchmarks.",,5
224,225,63620_200410_225,We will maintain our unwavering commitment to the right of parents to decide where their children will be educated.,,3
225,226,63620_200410_226,The Coalition has an unconditional commitment to parental choice in education.,,3
226,227,63620_200410_227,There will be no hit lists under the Coalition.,,1
227,228,63620_200410_228,"Hit lists never shrink, they only grow.",1.0,1
228,229,63620_200410_229,"Consistently over the years, the Commonwealth has looked in dismay at the failure of State Governments around Australia to match the funding increases for their own government schools, at the same rate as the Commonwealth has increased its share of the funding of government schools.",1.0,1
229,230,63620_200410_230,"This, notwithstanding the growing revenues that State Governments are receiving from the GST.",1.0,1
230,231,63620_200410_231,"I am no longer prepared in the face of this to do nothing further, because I believe that there are some areas of assistance both in relation to government schools and the poorer resourced independent schools that need some assistance.",,5
231,232,63620_200410_232,Our strong budget position means that we can now afford to make an additional capital injection into those two categories of schools.,,2
232,233,63620_200410_233,"A re-elected Coalition government will invest over a period of four years, an additional $1 billion over its existing funding, to upgrade classrooms, libraries, basic amenities and grounds of government and poorly resourced non-government schools.",,7
233,234,63620_200410_234,"In relation to the government schools, we're going to do things a little differently this time.",,5
234,235,63620_200410_235,We're not going to pay the money to the State Governments.,,7
235,236,63620_200410_236,We're going to deal directly with the parent bodies.,,2
236,237,63620_200410_237,"We're going to ask the parent bodies, in conjunction with the principals, to submit their plans directly to the Federal Government.",,2
237,238,63620_200410_238,"And of the billion dollars, $700 million is going to be allocated to government schools and $300 million to the poorer resourced Catholic and independent schools.",,7
238,239,63620_200410_239,And pity help any state government that tries to get in the way of the local P&C getting their share of this new programme.,,1
239,240,63620_200410_240,"I said earlier that there were many issues that divided the Government and the Labor Party, but one of them was not Medicare.",1.0,1
240,241,63620_200410_241,"In Australia, we're very fortunate to have a strong network of general practice as the first line of treatment for illness and injury.",1.0,1
241,242,63620_200410_242,And our goal is to ensure that as many people as possible have access to quality and convenient GP services when they need them.,,3
242,243,63620_200410_243,"Earlier in the campaign I announced 100 per cent Medicare, which from the 1st of January next year will increase GP Medicare rebates to 100 per cent of the Medicare fee.",,5
243,244,63620_200410_244,"Today I am delighted to announce Round the Clock Medicare, the Coalition's plan to increase Australians' access to after hours General Practitioner services.",,3
244,245,63620_200410_245,This programme will extend the benefits of these initiatives to weeknights and weekends.,,1
245,246,63620_200410_246,"While it is relatively easy to find a GP in most parts, not all parts, in standard hours, it's more difficult to find GPs providing services after hours - weekdays and evenings and weekends, Saturday afternoons and on Sundays.",,5
246,247,63620_200410_247,And this new programme - Round the Clock Medicare - invests in after hours GP services in two ways.,,1
247,248,63620_200410_248,Firstly by giving GPs greater incentives to practice after hours by increasing Medicare rebates on after hours GP services by $10 from the 1st of January 2005.,,7
248,249,63620_200410_249,This loading will be over and above the other benefits of strengthening Medicare and 100 per cent Medicare.,,5
249,250,63620_200410_250,"And secondly, investing in much needed after hours GP infrastructure by providing recurrent operating subsidies to up to 30 after hours GP services in areas of high demand; providing startup funding to up to 30 new after hours GP services, and providing recurrent supplementary assistance to up to 100 after hours services in outer suburban and regional areas to ensure their viability.",,5
250,251,63620_200410_251,"Labor's preferred solution is after hours GP clinics co-located with public hospitals, but this is a partial and limited approach.",1.0,1
251,252,63620_200410_252,"The Coalition's after hours plan will encourage a range of models, including GP cooperatives, mobile medical locum services, and dedicated free standing after hours clinics.",,3
252,253,63620_200410_253,"And I repeat, so that there is no misunderstanding.",1.0,1
253,254,63620_200410_254,"We will retain the Medicare Safety Net, Labor will cut it out of the heart of Medicare.",,4
254,255,63620_200410_255,"My friends, the Coalition has a vision for a world class system of aged care that recognises the individual needs of older Australians.",,3
255,256,63620_200410_256,"The Coalition understands that if older Australians need care, they want choice in when, how and where it is delivered, and increasingly they want it delivered to them at home.",,6
256,257,63620_200410_257,"We also recognize the profound effect that dementia has on those living with the condition, their carers, their families and their other loved ones, and indeed our community as a whole.",,3
257,258,63620_200410_258,A reelected Coalition Government therefore will allocate $200 million over a period of four years to support a major dementia initiative.,,7
