,oid,Id,sentence,Flag,Context,labels
15,15,63620_198412_15,- to ensure retirement security.,0,We have set six goals for Australia: - to achieve prosperity for all. - to give effective support to families.,1
16,16,63620_198412_16,- to achieve a secure Australia.,0,- to give effective support to families. - to ensure retirement security.,1
17,17,63620_198412_17,- to keep us one nation.,0,- to ensure retirement security. - to achieve a secure Australia.,1
18,18,63620_198412_18,- to make government serve the people.,0,- to achieve a secure Australia. - to keep us one nation.,1
19,19,63620_198412_19,In this document we have not made lavish promises or given commitments on every subject.,1,- to keep us one nation. - to make government serve the people.,1
20,20,63620_198412_20,Our individual policy statements have indicated our more detailed goals.,1,- to make government serve the people. In this document we have not made lavish promises or given commitments on every subject.,1
21,21,63620_198412_21,Here we have set out our main priorities.,1,In this document we have not made lavish promises or given commitments on every subject. Our individual policy statements have indicated our more detailed goals.,1
22,22,63620_198412_22,Recently there have been many warnings about the economy outlook and the budgetary position in 1985 and beyond.,1,Our individual policy statements have indicated our more detailed goals. Here we have set out our main priorities.,1
23,23,63620_198412_23,Some of them have come from the Labor Government itself.,1,Here we have set out our main priorities. Recently there have been many warnings about the economy outlook and the budgetary position in 1985 and beyond.,1
24,24,63620_198412_24,It will only be possible to implement some of our commitments in our program as economic circumstances permit.,0,Recently there have been many warnings about the economy outlook and the budgetary position in 1985 and beyond. Some of them have come from the Labor Government itself.,1
25,25,63620_198412_25,"But in our first budget we are committed to implementing our proposals for: • a new deal for families with children, through tax cuts and child care rebates.",0,Some of them have come from the Labor Government itself. It will only be possible to implement some of our commitments in our program as economic circumstances permit.,6
26,26,63620_198412_26,• abolishing the assets test.,0,"It will only be possible to implement some of our commitments in our program as economic circumstances permit. But in our first budget we are committed to implementing our proposals for: • a new deal for families with children, through tax cuts and child care rebates.",3
27,27,63620_198412_27,• removing the extra tax on lump sum superannuating.,0,"But in our first budget we are committed to implementing our proposals for: • a new deal for families with children, through tax cuts and child care rebates. • abolishing the assets test.",6
28,28,63620_198412_28,• starting the process of restoring choice in Medicare.,0,• abolishing the assets test. • removing the extra tax on lump sum superannuating.,6
29,29,63620_198412_29,• beginning to restore the spending cuts in defense spending.,0,• removing the extra tax on lump sum superannuating. • starting the process of restoring choice in Medicare.,6
30,30,63620_198412_30,• tax relief for small business.,0,• starting the process of restoring choice in Medicare. • beginning to restore the spending cuts in defense spending.,1
31,31,63620_198412_31,• widening opportunities in education and further training.,0,• beginning to restore the spending cuts in defense spending. • tax relief for small business.,1
32,32,63620_198412_32,• helping primary industry to reduce its excessive cost burden.,0,• tax relief for small business. • widening opportunities in education and further training.,6
33,33,63620_198412_33,If we can possibly do more we will.,0,• widening opportunities in education and further training. • helping primary industry to reduce its excessive cost burden.,1
34,34,63620_198412_34,But we will not promise more in our first budget than we believe we can fulfil.,0,• helping primary industry to reduce its excessive cost burden. If we can possibly do more we will.,1
35,35,63620_198412_35,GOAL ONE: Prosperity for Australia.,0,If we can possibly do more we will. But we will not promise more in our first budget than we believe we can fulfil.,5
36,36,63620_198412_36,The economic recovery that appears to be underway in Australia is largely the result of three factors for which Labor cannot claim any credit: the growing international recovery; the ending of the drought; and the last Coalition Government's Wages Pause which enabled Australia to take advantage of the international upturn.,1,But we will not promise more in our first budget than we believe we can fulfil. GOAL ONE: Prosperity for Australia.,1
37,37,63620_198412_37,"Now we need to turn this fragile, short-term recovery into lasting prosperity.",0,GOAL ONE: Prosperity for Australia. The economic recovery that appears to be underway in Australia is largely the result of three factors for which Labor cannot claim any credit: the growing international recovery; the ending of the drought; and the last Coalition Government's Wages Pause which enabled Australia to take advantage of the international upturn.,7
38,38,63620_198412_38,This can only be achieved by a series of fundamental changes which aim directly at improving our international competitiveness.,0,"The economic recovery that appears to be underway in Australia is largely the result of three factors for which Labor cannot claim any credit: the growing international recovery; the ending of the drought; and the last Coalition Government's Wages Pause which enabled Australia to take advantage of the international upturn. Now we need to turn this fragile, short-term recovery into lasting prosperity.",1
39,39,63620_198412_39,It is only a more competitive economy which can place Australia on a steady path of growth - and provide the jobs we all want to see.,0,"Now we need to turn this fragile, short-term recovery into lasting prosperity. This can only be achieved by a series of fundamental changes which aim directly at improving our international competitiveness.",1
40,40,63620_198412_40,Labor's policies are not jobs policies.,1,This can only be achieved by a series of fundamental changes which aim directly at improving our international competitiveness. It is only a more competitive economy which can place Australia on a steady path of growth - and provide the jobs we all want to see.,1
41,41,63620_198412_41,"Their commitment to high taxation and high spending policies can only penalize investment, incentive and job creation.",1,It is only a more competitive economy which can place Australia on a steady path of growth - and provide the jobs we all want to see. Labor's policies are not jobs policies.,1
42,42,63620_198412_42,"Under Labor real interest rates have become among the highest in the OECD group, again penalizing investment and jobs.",1,"Labor's policies are not jobs policies. Their commitment to high taxation and high spending policies can only penalize investment, incentive and job creation.",1
43,43,63620_198412_43,Add all these to Labor's inflexible wages policy and increasingly wider number of regulations - then Australia's economy can only become more inflationary and less competitive.,1,"Their commitment to high taxation and high spending policies can only penalize investment, incentive and job creation. Under Labor real interest rates have become among the highest in the OECD group, again penalizing investment and jobs.",1
44,44,63620_198412_44,"In contrast, our approach is to take advantage of change with positive and outward-looking policies.",0,"Under Labor real interest rates have become among the highest in the OECD group, again penalizing investment and jobs. Add all these to Labor's inflexible wages policy and increasingly wider number of regulations - then Australia's economy can only become more inflationary and less competitive.",6
45,45,63620_198412_45,The next Liberal Government will: • Introduce a new industrial relations policy to make Australian industry more competitive and maximize job creation.,0,"Add all these to Labor's inflexible wages policy and increasingly wider number of regulations - then Australia's economy can only become more inflationary and less competitive. In contrast, our approach is to take advantage of change with positive and outward-looking policies.",6
46,46,63620_198412_46,• Reduce reliance on personal income tax by broadening the indirect tax base.,0,"In contrast, our approach is to take advantage of change with positive and outward-looking policies. The next Liberal Government will: • Introduce a new industrial relations policy to make Australian industry more competitive and maximize job creation.",6
47,47,63620_198412_47,"• Place effective limits on Government spending to allow tax cuts, reduce the deficit and interest rates and give the private sector room to grow.",0,The next Liberal Government will: • Introduce a new industrial relations policy to make Australian industry more competitive and maximize job creation. • Reduce reliance on personal income tax by broadening the indirect tax base.,6
48,48,63620_198412_48,• Reduce government regulation and interference.,0,"• Reduce reliance on personal income tax by broadening the indirect tax base. • Place effective limits on Government spending to allow tax cuts, reduce the deficit and interest rates and give the private sector room to grow.",1
49,49,63620_198412_49,"• Sell off some government controlled enterprises such as ANL, Medibank and TAA where the interests of Australians would be better served if they were operated by private enterprise.",0,"• Place effective limits on Government spending to allow tax cuts, reduce the deficit and interest rates and give the private sector room to grow. • Reduce government regulation and interference.",1
50,50,63620_198412_50,WAGES AND INDUSTRIAL RELATIONS.,1,"• Reduce government regulation and interference. • Sell off some government controlled enterprises such as ANL, Medibank and TAA where the interests of Australians would be better served if they were operated by private enterprise.",1
51,51,63620_198412_51,Liberals do not accept the Labor view that high unemployment is inevitable.,1,"• Sell off some government controlled enterprises such as ANL, Medibank and TAA where the interests of Australians would be better served if they were operated by private enterprise. WAGES AND INDUSTRIAL RELATIONS.",1
52,52,63620_198412_52,There is a way to more widely share the benefits of economic recovery.,0,WAGES AND INDUSTRIAL RELATIONS. Liberals do not accept the Labor view that high unemployment is inevitable.,1
53,53,63620_198412_53,And that is to gear policies to the interests of ail Australian workers - not only those currently employed but the six hundred thousand out of work.,0,Liberals do not accept the Labor view that high unemployment is inevitable. There is a way to more widely share the benefits of economic recovery.,1
54,54,63620_198412_54,The reality is that under the exclusive agreement between Labor and the ACTU - the Accord - unemployment remains unacceptably high.,1,There is a way to more widely share the benefits of economic recovery. And that is to gear policies to the interests of ail Australian workers - not only those currently employed but the six hundred thousand out of work.,1
55,55,63620_198412_55,"The trade unions are an important part of our country - but they are only a part, not the whole.",1,And that is to gear policies to the interests of ail Australian workers - not only those currently employed but the six hundred thousand out of work. The reality is that under the exclusive agreement between Labor and the ACTU - the Accord - unemployment remains unacceptably high.,1
56,56,63620_198412_56,"They should certainly be consulted by the Government, but they should not run it.",0,"The reality is that under the exclusive agreement between Labor and the ACTU - the Accord - unemployment remains unacceptably high. The trade unions are an important part of our country - but they are only a part, not the whole.",1
57,57,63620_198412_57,The Accord's wage index and extensive non-wage cost increases can only reduce the incentive to invest.,1,"The trade unions are an important part of our country - but they are only a part, not the whole. They should certainly be consulted by the Government, but they should not run it.",1
58,58,63620_198412_58,"We have become accustomed to hearing the constant cry for more and more money, more services, more government spending, more perks - but we never hear where the more is to come from.",1,"They should certainly be consulted by the Government, but they should not run it. The Accord's wage index and extensive non-wage cost increases can only reduce the incentive to invest.",1
59,59,63620_198412_59,There can be more - but only if we invest and produce it first.,1,"The Accord's wage index and extensive non-wage cost increases can only reduce the incentive to invest. We have become accustomed to hearing the constant cry for more and more money, more services, more government spending, more perks - but we never hear where the more is to come from.",1
60,60,63620_198412_60,"We will introduce a much freer, decentralized and flexible structure in which Australian business and industry can work.",0,"We have become accustomed to hearing the constant cry for more and more money, more services, more government spending, more perks - but we never hear where the more is to come from. There can be more - but only if we invest and produce it first.",1
61,61,63620_198412_61,"A positive environment of industrial relations, reform, deregulation, of incentive for work and achievement will be provided so that business can make profits and workers can get jobs.",0,"There can be more - but only if we invest and produce it first. We will introduce a much freer, decentralized and flexible structure in which Australian business and industry can work.",1
62,62,63620_198412_62,"The present system takes no account of the realities facing Australian businesses - and it takes no account of the need for awards and conditions to be tailored to what industry as a whole, and individual firms in particular, can afford to pay.",1,"We will introduce a much freer, decentralized and flexible structure in which Australian business and industry can work. A positive environment of industrial relations, reform, deregulation, of incentive for work and achievement will be provided so that business can make profits and workers can get jobs.",1
63,63,63620_198412_63,The result bas been to discourage competitiveness and keep people out of work.,1,"A positive environment of industrial relations, reform, deregulation, of incentive for work and achievement will be provided so that business can make profits and workers can get jobs. The present system takes no account of the realities facing Australian businesses - and it takes no account of the need for awards and conditions to be tailored to what industry as a whole, and individual firms in particular, can afford to pay.",1
64,64,63620_198412_64,"The biggest losers have been the hundreds of thousands of small businesses and their employees and the unemployed, especially the young.",1,"The present system takes no account of the realities facing Australian businesses - and it takes no account of the need for awards and conditions to be tailored to what industry as a whole, and individual firms in particular, can afford to pay. The result bas been to discourage competitiveness and keep people out of work.",1
65,65,63620_198412_65,We will introduce a new tribunal to replace the Arbitration Commission.,0,"The result bas been to discourage competitiveness and keep people out of work. The biggest losers have been the hundreds of thousands of small businesses and their employees and the unemployed, especially the young.",1
66,66,63620_198412_66,It will have the power to fix a minimum wage.,0,"The biggest losers have been the hundreds of thousands of small businesses and their employees and the unemployed, especially the young. We will introduce a new tribunal to replace the Arbitration Commission.",1
67,67,63620_198412_67,It will be up to individual employers and employees to work out over-award conditions and rates (e.g.,0,We will introduce a new tribunal to replace the Arbitration Commission. It will have the power to fix a minimum wage.,1
68,68,63620_198412_68,penalty rates) and thus share in the benefits of co-operation.,0,It will have the power to fix a minimum wage. It will be up to individual employers and employees to work out over-award conditions and rates (e.g.,2
69,69,63620_198412_69,The responsibility for the future of a company will not be able to be passed off on to big groups and institutions who have no direct interest in it.,0,It will be up to individual employers and employees to work out over-award conditions and rates (e.g. penalty rates) and thus share in the benefits of co-operation.,1
70,70,63620_198412_70,Individual companies will also be free to vary award terms and conditions to preserve employment if there is unanimous agreement between an employer and his employees.,0,penalty rates) and thus share in the benefits of co-operation. The responsibility for the future of a company will not be able to be passed off on to big groups and institutions who have no direct interest in it.,3
71,71,63620_198412_71,We shall ensure the tribunal's decisions can be properly en-forced.,0,The responsibility for the future of a company will not be able to be passed off on to big groups and institutions who have no direct interest in it. Individual companies will also be free to vary award terms and conditions to preserve employment if there is unanimous agreement between an employer and his employees.,3
72,72,63620_198412_72,Our more flexible wage-fixing structure will mean many companies who want to take on additional workers will be able to afford to do so.,0,Individual companies will also be free to vary award terms and conditions to preserve employment if there is unanimous agreement between an employer and his employees. We shall ensure the tribunal's decisions can be properly en-forced.,3
73,73,63620_198412_73,Young people will also benefit from our inquiry into junior wage rates to ensure teenagers are not priced out of work.,0,We shall ensure the tribunal's decisions can be properly en-forced. Our more flexible wage-fixing structure will mean many companies who want to take on additional workers will be able to afford to do so.,6
74,74,63620_198412_74,"A Liberal Government will introduce a range of measures to support the nights of workers to choose their own conditions - with a much wider introduction of permanent part-time work on pro-rata terms and conditions, including the Public Service.",0,Our more flexible wage-fixing structure will mean many companies who want to take on additional workers will be able to afford to do so. Young people will also benefit from our inquiry into junior wage rates to ensure teenagers are not priced out of work.,1
75,75,63620_198412_75,We remain opposed to Labor's plan to remove the ban on secondary boycotts.,0,"Young people will also benefit from our inquiry into junior wage rates to ensure teenagers are not priced out of work. A Liberal Government will introduce a range of measures to support the nights of workers to choose their own conditions - with a much wider introduction of permanent part-time work on pro-rata terms and conditions, including the Public Service.",1
76,76,63620_198412_76,We shall encourage initiatives such as profit sharing to create a greater sense of partnership in industries.,0,"A Liberal Government will introduce a range of measures to support the nights of workers to choose their own conditions - with a much wider introduction of permanent part-time work on pro-rata terms and conditions, including the Public Service. We remain opposed to Labor's plan to remove the ban on secondary boycotts.",1
77,77,63620_198412_77,"There has been a lot of rhetoric from the present government about ""bringing Australia together"".",1,We remain opposed to Labor's plan to remove the ban on secondary boycotts. We shall encourage initiatives such as profit sharing to create a greater sense of partnership in industries.,1
78,78,63620_198412_78,Liberals will commence this process in the heart of the economy - by encouraging employers and employees to share in the responsibilities and benefits of industrial co-operation.,0,"We shall encourage initiatives such as profit sharing to create a greater sense of partnership in industries. There has been a lot of rhetoric from the present government about ""bringing Australia together"".",1
79,79,63620_198412_79,The best of our international competitors do this - it is time we did.,0,"There has been a lot of rhetoric from the present government about ""bringing Australia together"". Liberals will commence this process in the heart of the economy - by encouraging employers and employees to share in the responsibilities and benefits of industrial co-operation.",1
80,80,63620_198412_80,CUTTING TAXES.,0,Liberals will commence this process in the heart of the economy - by encouraging employers and employees to share in the responsibilities and benefits of industrial co-operation. The best of our international competitors do this - it is time we did.,1
81,81,63620_198412_81,"To become more prosperous, Australia must become more productive and Australians must be given more incentive to be productive.",0,The best of our international competitors do this - it is time we did. CUTTING TAXES.,1
82,82,63620_198412_82,"Taxes have to be held down so that hard work, responsibility and success are rewarded.",0,"CUTTING TAXES. To become more prosperous, Australia must become more productive and Australians must be given more incentive to be productive.",1
83,83,63620_198412_83,"Our tax policy contains four clear commitments: • We will not allow any increase in the overall tax burden, and over lime, we aim to reduce taxation as a proportion of GDP by a combination of spending restraint and economic growth.",0,"To become more prosperous, Australia must become more productive and Australians must be given more incentive to be productive. Taxes have to be held down so that hard work, responsibility and success are rewarded.",1
84,84,63620_198412_84,• We will reduce the present heavy reliance on personal tax as a source of revenue by broadening the tax base and placing greater reliance on indirect taxation.,0,"Taxes have to be held down so that hard work, responsibility and success are rewarded. Our tax policy contains four clear commitments: • We will not allow any increase in the overall tax burden, and over lime, we aim to reduce taxation as a proportion of GDP by a combination of spending restraint and economic growth.",1
85,85,63620_198412_85,• We will give families with children priority for personal tax relief.,0,"Our tax policy contains four clear commitments: • We will not allow any increase in the overall tax burden, and over lime, we aim to reduce taxation as a proportion of GDP by a combination of spending restraint and economic growth. • We will reduce the present heavy reliance on personal tax as a source of revenue by broadening the tax base and placing greater reliance on indirect taxation.",1
86,86,63620_198412_86,• We will abolish Labor's assets test and reverse the Labor Government's changes to the taxation treatment of lump sum superannuating payments.,0,• We will reduce the present heavy reliance on personal tax as a source of revenue by broadening the tax base and placing greater reliance on indirect taxation. • We will give families with children priority for personal tax relief.,1
87,87,63620_198412_87,We will not introduce a Capital Gains Tax or tax on wealth or death duties.,0,• We will give families with children priority for personal tax relief. • We will abolish Labor's assets test and reverse the Labor Government's changes to the taxation treatment of lump sum superannuating payments.,1
88,88,63620_198412_88,"Today, hundreds of thousands of families on average wages are losing 46 cents of every extra dollar they earn to the tax man - a rate of tax that in other countries only the rich are forced to pay.",1,• We will abolish Labor's assets test and reverse the Labor Government's changes to the taxation treatment of lump sum superannuating payments. We will not introduce a Capital Gains Tax or tax on wealth or death duties.,1
89,89,63620_198412_89,We now have the highest taxing Government in our peace time history.,1,"We will not introduce a Capital Gains Tax or tax on wealth or death duties. Today, hundreds of thousands of families on average wages are losing 46 cents of every extra dollar they earn to the tax man - a rate of tax that in other countries only the rich are forced to pay.",1
90,90,63620_198412_90,Such rates are a disincentive to people trying to get ahead.,1,"Today, hundreds of thousands of families on average wages are losing 46 cents of every extra dollar they earn to the tax man - a rate of tax that in other countries only the rich are forced to pay. We now have the highest taxing Government in our peace time history.",1
91,91,63620_198412_91,Australia places an excessive and growing reliance on personal income tax.,1,We now have the highest taxing Government in our peace time history. Such rates are a disincentive to people trying to get ahead.,1
92,92,63620_198412_92,"As a result more and more people are moving into higher tax brackets, destroying the incentive to work or take a risk and reducing the incentive to save.",1,Such rates are a disincentive to people trying to get ahead. Australia places an excessive and growing reliance on personal income tax.,1
93,93,63620_198412_93,So the next Liberal Government will start the move away towards indirect tax.,0,"Australia places an excessive and growing reliance on personal income tax. As a result more and more people are moving into higher tax brackets, destroying the incentive to work or take a risk and reducing the incentive to save.",1
94,94,63620_198412_94,"Changes will be gradual, predictable and carried out in such a way as not to disadvantage any particular sector.",0,"As a result more and more people are moving into higher tax brackets, destroying the incentive to work or take a risk and reducing the incentive to save. So the next Liberal Government will start the move away towards indirect tax.",1
95,95,63620_198412_95,Welfare and pension recipients on indexed benefits will be protected against the increase in prices.,0,"So the next Liberal Government will start the move away towards indirect tax. Changes will be gradual, predictable and carried out in such a way as not to disadvantage any particular sector.",1
96,96,63620_198412_96,"In the current budgetary circumstances, it would be irresponsible to promise further immediate tax relief.",0,"Changes will be gradual, predictable and carried out in such a way as not to disadvantage any particular sector. Welfare and pension recipients on indexed benefits will be protected against the increase in prices.",1
97,97,63620_198412_97,"In an improved climate, it should be possible to further reduce the burden of personal income taxation.",0,"Welfare and pension recipients on indexed benefits will be protected against the increase in prices. In the current budgetary circumstances, it would be irresponsible to promise further immediate tax relief.",1
98,98,63620_198412_98,But our direction is clear: less personal income taxation and more incentive to achieve.,0,"In the current budgetary circumstances, it would be irresponsible to promise further immediate tax relief. In an improved climate, it should be possible to further reduce the burden of personal income taxation.",1
99,99,63620_198412_99,REDUCING THE SIZE AND THE POWER OF GOVERNMENT.,0,"In an improved climate, it should be possible to further reduce the burden of personal income taxation. But our direction is clear: less personal income taxation and more incentive to achieve.",1
100,100,63620_198412_100,The Liberal strategy for growth puts high emphasis on curtailing and reducing government expenditure - the major cause of our current levels of taxation and debt - and in removing those regulations which inhibit economic competitiveness.,0,But our direction is clear: less personal income taxation and more incentive to achieve. REDUCING THE SIZE AND THE POWER OF GOVERNMENT.,1
101,101,63620_198412_101,"By limiting the growth of the Public Service and controlling government program commitments, we can make significant savings and cut the current deficit and level of debt.",0,REDUCING THE SIZE AND THE POWER OF GOVERNMENT. The Liberal strategy for growth puts high emphasis on curtailing and reducing government expenditure - the major cause of our current levels of taxation and debt - and in removing those regulations which inhibit economic competitiveness.,3
102,102,63620_198412_102,"In the past two years, the Hawke Government's growth in expenditure has been nearly 7% per annum in real terms.",1,"The Liberal strategy for growth puts high emphasis on curtailing and reducing government expenditure - the major cause of our current levels of taxation and debt - and in removing those regulations which inhibit economic competitiveness. By limiting the growth of the Public Service and controlling government program commitments, we can make significant savings and cut the current deficit and level of debt.",1
103,103,63620_198412_103,This is in sharp contrast to the previous Coalition's seven-year average growth of only 2% per annum.,1,"By limiting the growth of the Public Service and controlling government program commitments, we can make significant savings and cut the current deficit and level of debt. In the past two years, the Hawke Government's growth in expenditure has been nearly 7% per annum in real terms.",1
104,104,63620_198412_104,"Reducing the current rate of growth in government expenditure by only 2%, a feasible target for our first budget, would result in a saving of $1200 million to tax-payers.",0,"In the past two years, the Hawke Government's growth in expenditure has been nearly 7% per annum in real terms. This is in sharp contrast to the previous Coalition's seven-year average growth of only 2% per annum.",7
105,105,63620_198412_105,By placing a ceiling on Public Service growth - a major item of increase in the last two Hawke Budgets - a Liberal Government would produce real savings for taxpayers.,0,"This is in sharp contrast to the previous Coalition's seven-year average growth of only 2% per annum. Reducing the current rate of growth in government expenditure by only 2%, a feasible target for our first budget, would result in a saving of $1200 million to tax-payers.",3
106,106,63620_198412_106,We do not claim that reduction in Labor's frequently sharply higher expenditure programs can ail be achieved dramatically overnight.,0,"Reducing the current rate of growth in government expenditure by only 2%, a feasible target for our first budget, would result in a saving of $1200 million to tax-payers. By placing a ceiling on Public Service growth - a major item of increase in the last two Hawke Budgets - a Liberal Government would produce real savings for taxpayers.",1
107,107,63620_198412_107,Some changes can only follow thorough investigation of the effectiveness of the programs that have been introduced.,1,By placing a ceiling on Public Service growth - a major item of increase in the last two Hawke Budgets - a Liberal Government would produce real savings for taxpayers. We do not claim that reduction in Labor's frequently sharply higher expenditure programs can ail be achieved dramatically overnight.,1
108,108,63620_198412_108,"There are, however, some areas of Government expenditure where reductions can be achieved.",0,We do not claim that reduction in Labor's frequently sharply higher expenditure programs can ail be achieved dramatically overnight. Some changes can only follow thorough investigation of the effectiveness of the programs that have been introduced.,1
109,109,63620_198412_109,"For example, largely because of Labor's Medicare scheme, Commonwealth outlays on health have been increased by an extraordinary 81 per cent in Labor's first two Budgets.",1,"Some changes can only follow thorough investigation of the effectiveness of the programs that have been introduced. There are, however, some areas of Government expenditure where reductions can be achieved.",1
110,110,63620_198412_110,"Expressed in terms of 1979-80 prices, Labor has added almost $1.5 billion to health expenditure in just two years.",1,"There are, however, some areas of Government expenditure where reductions can be achieved. For example, largely because of Labor's Medicare scheme, Commonwealth outlays on health have been increased by an extraordinary 81 per cent in Labor's first two Budgets.",1
111,111,63620_198412_111,"And because of the fundamental weaknesses of the Medicare scheme itself, there is no doubt that the cost explosion will continue.",1,"For example, largely because of Labor's Medicare scheme, Commonwealth outlays on health have been increased by an extraordinary 81 per cent in Labor's first two Budgets. Expressed in terms of 1979-80 prices, Labor has added almost $1.5 billion to health expenditure in just two years.",1
112,112,63620_198412_112,"In contrast, our changes to Medicare would result in major cost savings.",0,"Expressed in terms of 1979-80 prices, Labor has added almost $1.5 billion to health expenditure in just two years. And because of the fundamental weaknesses of the Medicare scheme itself, there is no doubt that the cost explosion will continue.",1
113,113,63620_198412_113,The next Coalition Government also will reduce substantially the cost of government administration.,0,"And because of the fundamental weaknesses of the Medicare scheme itself, there is no doubt that the cost explosion will continue. In contrast, our changes to Medicare would result in major cost savings.",1
114,114,63620_198412_114,"In the 1984-85 Budget, total Commonwealth administrative costs are projected to increase by a massive $724 million (16.7 per cent).",0,"In contrast, our changes to Medicare would result in major cost savings. The next Coalition Government also will reduce substantially the cost of government administration.",1
115,115,63620_198412_115,"In part, this increase reflects the expansion of public sector programs under the current Labor Government and this will be reduced by bringing program commitments back under control.",0,"The next Coalition Government also will reduce substantially the cost of government administration. In the 1984-85 Budget, total Commonwealth administrative costs are projected to increase by a massive $724 million (16.7 per cent).",1
116,116,63620_198412_116,A Coalition government will also commence a program of sustained deregulation - both to cut government costs and to also allow more competition in the Australian economy.,0,"In the 1984-85 Budget, total Commonwealth administrative costs are projected to increase by a massive $724 million (16.7 per cent). In part, this increase reflects the expansion of public sector programs under the current Labor Government and this will be reduced by bringing program commitments back under control.",1
117,117,63620_198412_117,"We will continue the process of getting government out of regulating the, finance market - therefore allowing much greater competition in this area, to the ultimate benefit of business and consumers.",0,"In part, this increase reflects the expansion of public sector programs under the current Labor Government and this will be reduced by bringing program commitments back under control. A Coalition government will also commence a program of sustained deregulation - both to cut government costs and to also allow more competition in the Australian economy.",1
118,118,63620_198412_118,"We will continue the deregulation of interest rates, a move which will be of direct benefit to ordinary Australians and to Australian industry.",0,"A Coalition government will also commence a program of sustained deregulation - both to cut government costs and to also allow more competition in the Australian economy. We will continue the process of getting government out of regulating the, finance market - therefore allowing much greater competition in this area, to the ultimate benefit of business and consumers.",1
