,OID,Id,sentence,Flag,labels
17,18,63620_199810_18,Policy Launch Statement.,1,1
18,19,63620_199810_19,These dimensions of the choice which Australians will make on 3 October point to the broader choice to be made between two fundamentally different views of Australia’s future.,1,1
19,20,63620_199810_20,"Labor’s view of Australia’s future is a timid, introspective and backward-looking one.",1,1
20,21,63620_199810_21,"Its guiding lights are centralised and ad hoc programmes of government and bureaucracy, a penalising of incentive and enterprise, and a fear of reform that will only entrench and worsen existing-unfairness and inefficiencies, disadvantage Australia in the global economy and condemn Australians to declining living standards.",1,1
21,22,63620_199810_22,"In contrast to Labor, the Coalition’s view of Australia’s future is one built on optimism, realism and a clear sense of purpose:",0,3
22,23,63620_199810_23,"- optimism about the capacity of Australian individuals and enterprises to make the most of expanding global opportunities, and about our unique assets as a nation: our people, our natural resources and the intersection of our history, geography and diversity;",0,6
23,24,63620_199810_24,- realism about our circumstances as a nation and about the need for reform in specific areas if Australia is to maximise its potential into the twenty first century;,0,2
24,25,63620_199810_25,"and - a clear sense of purpose built on an expansion of choice, incentive and opportunity and reflected in a plan for the future that delivers lower and fairer taxes, boosts growth and jobs, and ensures a secure revenue base to fund essential government services into the future.",0,6
25,26,63620_199810_26,BELIEFS AND VALUES UNDERPINNING THE PRIORITIES OF A COALITION GOVERNMENT.,1,1
26,27,63620_199810_27,"During it’s first term, the Coalition Government’s priorities in public policy have been underpinned by a clear set of beliefs and values.",1,1
27,28,63620_199810_28,These beliefs and values will remain stronger than ever in a second term.,0,2
28,29,63620_199810_29,They include:,1,1
29,30,63620_199810_30,- our aim to liberale the capacities of private enterprise within the context of a strategic but limited role for government;,0,5
30,31,63620_199810_31,"- our commitment to strategic objectives such as a more productive economy, more effective markets, greater competitiveness and fiscal responsibility not as ends in themselves but as means for achieving more job growth, rising A STRONGER AUSTRALIA living standards throughout the community and an effective social safety net;",0,6
31,32,63620_199810_32,"- our focus on practical outcomes, rather than ideology, with a presumption in favour of the individual over the State;",0,2
32,33,63620_199810_33,"- our commitment to the enhancement of diversity, choice and competition;",0,3
33,34,63620_199810_34,- our recognition of the limits of markets as well as the limits of government;,0,2
34,35,63620_199810_35,"- our opposition to both laissez-faire economics on the one hand, and suffocating centralism by government and bureaucracy, on the other;",0,3
35,36,63620_199810_36,"- our central belief in the importance of strong families, strong workpiaces and strong communities;",0,2
36,37,63620_199810_37,"- our support for an important role of voluntary and community organisations, particularly in areas such as illicit drugs, suicide, youth alienation, homelessness, violence and family breakdown;",0,2
37,38,63620_199810_38,- our special sense of responsibility for safeguarding Australia’s unique and fragile environment;,0,2
38,39,63620_199810_39,"and - our resolve to further enhance Australia’s record of achievement as one of the most democratic, tolerant and fair-minded communities in the world by continuing to ensure that ail Australians have an equal right to self-dignity and self-fulfilment irrespective of their gender, colour, beliefs or country of origin.",0,6
39,40,63620_199810_40,COMPETENCE IN ECONOMIC MANAGEMENT.,1,1
40,41,63620_199810_41,The issue of competence in economic management lies at the centre of the 1998 Election.,1,1
41,42,63620_199810_42,"Economic competence not only influences jobs, growth, interest rates, debt, investment, opportunities and living standards.",1,1
42,43,63620_199810_43,It also affects the capacity for funding adequately the government services that Australians need.,1,1
43,44,63620_199810_44,THE MESS INHERITED FROM LABOR.,1,1
44,45,63620_199810_45,"In March 1996, the Coalition Government inherited from Labor a legacy of deficit and debt which, without determined corrective Policy Launch Statement action, would have been a continuing drain on Australia’s economy and society.",1,1
45,46,63620_199810_46,Labor’s record of economic mismanagement needs to be kept in clear perspective and in high profile:,1,1
46,47,63620_199810_47,- the UNEMPLOYMENT RATE peaked at 11.2 per cent in December 1992 and was 8.5 per cent in March 1996.,1,1
47,48,63620_199810_48,"Between March 1983 and March 1996, the unemployment rate averaged 8.7 per cent.",1,1
48,49,63620_199810_49,- The UNDERLYING BUDGET DEFICIT for 1995-96 was $10.3b.,1,1
49,50,63620_199810_50,"From 1983-84 to 1995-96, the Commonwealth budget averaged an underlying deficit of 1.6 per cent of GDP.",1,1
50,51,63620_199810_51,- COMMONWEALTH GENERAL GOVERNMENT NET DEBT increased from around $16b (4 per cent of GDP) in 1989-90 to around $96b (nearly 20 per cent of GDP) in 1995-96.,1,1
51,52,63620_199810_52,"- Between March 1983 and March 1996, HEADLINE INFLATION averaged 5.2 per cent.",1,1
52,53,63620_199810_53,UNDERLYING INFLATION average 5.1 per cent over the same period.,1,1
53,54,63620_199810_54,- INTEREST RATES hit record highs in the late 1980s and were still high in March 1996.,1,1
54,55,63620_199810_55,- Variable bank home loan interest rates peaked at 17 per cent in 1989 and were 10.5 per cent in March 1996.,1,1
55,56,63620_199810_56,"Between March 1983 and March 1996, they averaged 12.8 per cent.",1,1
56,57,63620_199810_57,- Variable bank business interest rates peaked at 20.5 per cent in 1989 and were 11.25 per cent in March 1996 for small business and 10.75 per cent for large firms.,1,1
57,58,63620_199810_58,"Between March 1983 and March 1996, they averaged 14.25 per cent for both small business and large firms.",1,1
58,59,63620_199810_59,"- Australia’s high inflation rate and debt levels over the 1980s added a substantial RISK PREMIUM to our foreign borrowing, with a differential between domestic and US 10-year bond yields of more than 250 basis points in March 1996 and averaging 450 basis points over the second half of the 1980s.",1,1
59,60,63620_199810_60,- FOREIGN DEBT rose from around 15 per cent of GDP in 1983 to over 40 per cent by March 1996.,1,1
60,61,63620_199810_61,A STRONGER AUSTRALIA THE RESTORATION 0F SOUND ECONOMIC FUNDAMENTALS.,1,1
61,62,63620_199810_62,"From March 1996, when the Coalition was informed of the true state of the Australian economy, we set about turning around the legacy of deficit, debt and mismanagement which we inherited.",1,1
62,63,63620_199810_63,We did so because it is only on a foundation of sound economic fundamentals that sustainable long-term growth can be built.,1,1
63,64,63620_199810_64,Our record of achievement in fixing Labor’s economic mess has laid the foundations for solid Australian economic growth at a time of regional crisis and global instability:,1,1
64,65,63620_199810_65,"- The UNDERLYING SURPLUS was $ 1.25b in 1997-98, a $ 11.5b turnaround from the deficit of $10.3b in 1995-96 and achieved without any increase in income tax rates, the company tax rate, the wholesale sales tax or petrol excise.",1,1
65,66,63620_199810_66,- ECONOMIC ACTIVITY has grown by 3.9 per cent through the year to the June quarter 1998 - INTEREST RATES have fallen since March 1996 - Variable bank HOME LOAN INTEREST RATES have fallen by 3.8 percentage points since March 1996 and now average around 6.7 per cent - their lowest level since the early 1970s;,1,1
66,67,63620_199810_67,- SMALL BUSINESS INDICATOR BORROWING INTEREST RATES from major banks are around 7.7 per cent - down from 11.25 per cent in mid-1996. - COMMONWEALTH NET DEBT to GDP remains on track to be halved by the turn of the century compared to a ratio of around 20 per cent inherited in March 1996.,1,1
67,68,63620_199810_68,- PRODUCTIVITY rose by 3.8 per cent through the year to the June quarter 1998 (measured as (trend) non-farm market sector output per hour worked) - more than double the average of 1.7 per cent per annum between 1983 and 1995.,1,1
68,69,63620_199810_69,"- EMPLOYMENT (as at August 1998) has risen by 222,400 since August 1997 and by 317,000 since March 1996.",1,1
69,70,63620_199810_70,Policy Launch Statement.,1,1
70,71,63620_199810_71,"- Real business investment was 13.4 per cent of GDP in the June quarter 1998 (after reaching a record 15.4 per cent in the March quarter) and bas averaged 13.4 per cent since the March quarter 1996, compared with an average of 10.5 per cent between the March quarter 1983 and the March quarter 1996.",1,1
71,72,63620_199810_72,- THE UNDERLYING CPI rose by 0.4 per cent in the June quarter 1998 and 1.6 per cent through the year - only slightly above the record low (of 1.4 per cent) in the December quarter 1997.,1,1
72,73,63620_199810_73,Through-the-year underlying inflation bas now been below 2.5 per cent for the past two years.,1,1
73,74,63620_199810_74,"- The INTEREST RATE PREMIUM Australians pay over US rates, reflecting perceived risks, has fallen from over 250 basis points in March 1996 to an average of 29 basis points in August 1998.",1,1
74,75,63620_199810_75,A STRONGER AUSTRALIAN ECONOMY THROUGH COMPETENT ECONOMIC MANAGEMENT.,1,1
75,76,63620_199810_76,"On these sound macroeconomic foundations, the Coalition Government has built a stronger Australian economy and enhanced the prospects for future growth.",1,1
76,77,63620_199810_77,We have done so through a wide range of policy initiatives.,1,1
77,78,63620_199810_78,"- We have modernised Australia’s industrial relations System, particularly through the 1996 Workplace Relations Act.",1,1
78,79,63620_199810_79,"In doing so, we are promoting innovation, choice and productive partnerships in individual workplaces to the common benefit of employers and employees in those enterprises.",1,1
79,80,63620_199810_80,"- building on our reform of Australia’s financial System following the Wallis financial System Inquiry, We are establishing a world-class framework for financial sector regulation that will enhance Australia’s CREDENTIALS as a financial CENTRE.",1,1
80,81,63620_199810_81,"- Our $1.26b Investing for Growth INDUSTRY POLICY STATEMENT m December 1997 provided specific incentives to encourage research and development, boost investment, help Australian business capture new export markets and harness the opportunities provided by the information economy.",1,1
81,82,63620_199810_82,A STRONGER AUSTRALIA.,1,1
82,83,63620_199810_83,"We are modernising Australia’s communications INFRASTRUCTURE through expanding competition, broadening consumer choice and requiring specific performance benchmarks.",1,1
83,84,63620_199810_84,- SMALL business DEREGULATION has cut red tape and reduced compliance burdens.,1,1
84,85,63620_199810_85,- our commitment to MAKING Australia one of the GREAT SHARE-OWNING DEMOCRACIES of the WORID has expanded community involvement in GREAT Australian enterprises such as Telstra.,1,1
85,86,63620_199810_86,"- MICROECONOMIC REFORMS, particularly in the transport sector, are creating new opportunities for Australian exporters and greater potential for growth.",1,1
86,87,63620_199810_87,"- Sectoral policy measures, including POLIÇY PACKAGES in the AUTOMOTIVE, PHARMACEUTICALS and TEXTILE, CLOTHING and FOOTWEAR INDUSTRIES, are encouraging renewed investment, greater competitiveness and continued reform.",1,1
87,88,63620_199810_88,- We have placed a special emphasis on national literacy and numeracy and revitalised apprenticeships and traineeships.,1,1
88,89,63620_199810_89,"- Our $1.25b Natural Heritage Trust (which we recently boosted to $1.5b), the Regional Forest Agreements, the Supermarket to Asia initiative and the ‘Agriculture",1,1
89,90,63620_199810_90,- Advancing Australia’ package have provided a much more productive framework for SUSTAINABLE DEVELOPMENT and natural RESOURCE PROTECTION.,1,1
90,91,63620_199810_91,"We have also taken specific initiatives to reduce the tax burden, strengthen compliance, reduce unfairness and encourage investment.",1,1
91,92,63620_199810_92,Those measures include:,1,1
92,93,63620_199810_93,- the 1996 Family Tax Initiative;,1,1
93,94,63620_199810_94,- incentives to take out private health insurance;,1,1
94,95,63620_199810_95,- a tax rebate for low income aged persons to assist low income self-funded retirees;,1,1
95,96,63620_199810_96,- capital gains tax relief on the sale of small business assets;,1,1
96,97,63620_199810_97,Policy Launch Statement.,1,1
97,98,63620_199810_98,Capital Gains Tax relief on the sale of a small business for retirement;,1,1
98,99,63620_199810_99,and a range of measures to address tax avoidance.,1,1
99,100,63620_199810_100,COMPREHENSIVE TAX REFORM.,1,1
100,101,63620_199810_101,Comprehensive tax reform is an essential prerequisite for competent management of the Australian economy into the twenty first century.,1,1
101,102,63620_199810_102,It is the single most important item of unfinished business in building an economic infrastructure that will enable Australia to compete and prosper in an increasingly competitive world economy.,1,1
102,103,63620_199810_103,"Only the Coalition has a plan for comprehensive tax reform - a plan to deliver lower and fairer taxes, boostjobs and growth, reduce business costs and increase exports.",0,5
103,104,63620_199810_104,"THE Coalition’s Tax Reform Plan builds on, and complements, our economic achievements in other areas outlined above.",0,3
104,105,63620_199810_105,Labor’s head-in-the-sand approach to tax reform will have inevitable consequences:,1,1
105,106,63620_199810_106,- it will deliver higher tax rates as the base shrinks;,1,1
106,107,63620_199810_107,- it will lead to increasing reliance on income taxes and therefore an increasingly unfair burden being borne by wage and salary earners;,1,1
107,108,63620_199810_108,- it will increase the disadvantages of Australian businesses seeking to win export markets or compete against imports;,1,1
108,109,63620_199810_109,- it will discourage savings and penalise those who live off their savings;,1,1
109,110,63620_199810_110,- its growing complexity will add to compliance costs and encourage more avoidance and evasion by those who can do so;,1,1
110,111,63620_199810_111,and - it will make the revenue base of the States and Territories even more inadequate and inefficient for funding necessary community services into the future.,1,1
111,112,63620_199810_112,A STRONGER AUSTRALIA 11 COALITION PRIORITIES FOR A NEW AND BETTER TAX SYSTEM.,1,1
112,113,63620_199810_113,Three overriding priorities underpin the comprehensive TAX Reform Plan which we have presented to the Australian people.,1,1
113,114,63620_199810_114,Our first priority is to reduce the tax burden on Australians. to boostjobs and to increase growth.,0,3
114,115,63620_199810_115,That is why we are slashing personal income tax by $13 b a year -resulting in over 80 per cent of taxpayers having a top tax rate of 30 per cent or less compared to around 30 per cent of taxpayers currently.,0,5
115,116,63620_199810_116,"It is why we are reducing business costs by over $10 b a year and, in particular, cutting the costs facing Australian exporters by $4.5 b a year.",0,7
116,117,63620_199810_117,"It is why we are reducing fuel excise by $3.5 b a year, with the particular benefits that will flow from that reduction to rural and regional Australia.",0,7
117,118,63620_199810_118,It is why we are reducing the cost of private investment goods by $7.5 b a year.,0,5
118,119,63620_199810_119,It is why we are abolishing the hidden wholesale sales tax and replacing it with a 10% Goods and Services Tax which is rebateable to businesses and which will generale cash flow benefits for most businesses.,0,5
119,120,63620_199810_120,"It is why, working with the States and Territories, we will abolish nine other indirect taxes:",0,6
120,121,63620_199810_121,- Financial Institutions Duty;,0,7
121,122,63620_199810_122,- debits tax - stamp duty on marketable securities;,0,1
122,123,63620_199810_123,- conveyancing duties on business property;,0,1
123,124,63620_199810_124,"- stamp duties on credit arrangements, installment purchase arrangements and rental agreements;",0,1
124,125,63620_199810_125,Policy Launch Statement.,1,1
125,126,63620_199810_126,12 stamp duties on leases;,0,1
126,127,63620_199810_127,"- stamp duties on mortgages, bonds, debentures and other loan securities;",0,1
127,128,63620_199810_128,"- stamp duties on cheques, bills of exchange and promissory notes;",0,1
128,129,63620_199810_129,and - ‘BED taxes”.,0,1
129,130,63620_199810_130,It is why we are abolishing provisional tax and the provisional tax uplift factor and replacing it by a new simpler Pay As You Go System.,0,2
130,131,63620_199810_131,It is why we are providing for more generous Capital Gains Tax rollover relief and retirement exemption to be extended to small business.,0,2
131,132,63620_199810_132,It is why we are simplifying tax administration for businesses.,0,2
132,133,63620_199810_133,"And it is why we have established a mechanism for consulting with the business sector on reform of the business investment base and moving towards a 30 per cent company tax rate and a 30 per cent maximum Capital Gains Tax rate, subject to the need to maintain overall revenue neutrality.",0,5
133,134,63620_199810_134,"OUR SECOND OVERRIDING PRIORITY IS TO MAKE THE TAX SYSTEM FAIRER, AND IN PARTICULAR MORE RESPONSIVE TO THE COSTS OFRAISING FAMILIES.",0,2
134,135,63620_199810_135,That is why we are boosting the Family Tax Initiative and significantly increasing family benefits in real tenus at a cost of over $2 b a year.,0,5
135,136,63620_199810_136,It is why we are providing a new 30 per cent tax rebate or benefit on private heaith insurance premiums,0,5
136,137,63620_199810_137,"It is why we are improving work incentives for low and middle income families by significantly reducing effective marginal tax rates, by reducing the family benefits withdrawal rate and by increasing the income threshold for family payments.",0,6
137,138,63620_199810_138,It is why we are making tax cheats and tax avoiders pay their share of tax by reducing opportunities to operate in the cash economy.,0,6
138,139,63620_199810_139,It is why we are more than protecting social security recipients and lower income groups from the impact of tax reform on prices.,0,6
139,140,63620_199810_140,It is why we are providing special measures for older Australians to protect the value of their savings and retirement income.,0,3
140,141,63620_199810_141,It is why we are addressing particular anomalies in the tax treatment of trusts while also providing for the refunding of excess imputation credits and special grandfathering arrangements.,0,6
141,142,63620_199810_142,It is why we are making the Fringe Benefits Tax System fairer.,0,2
142,143,63620_199810_143,"And it is why we have locked in the GST rate by stipulating that any request for a change would need to be made unanimously by ail State and Territory Governments, would need to be endorsed by the Commonwealth Government of the day, and would need to be approved by both Houses of Federal Parliament.",0,3
143,144,63620_199810_144,THE THIRD OVERRIDING PRIORITY IN OUR NEW TAX PLAN IS TO MODERNISE THE FINANCIAL BASIS OF THE AUSTRALIAN FEDERAL SYSTEM AS IT PREPARES TO ENTER ITS SECOND CENTURY.,0,1
144,145,63620_199810_145,That is why the Commonwealth will provide the States and Territories with a stable and growing source of revenue by giving them ail of the revenue from the GST conditional on their abolition of the inefficient taxes referred to earlier.,0,2
145,146,63620_199810_146,The budgetary position of the States and Territories will be significantly enhanced over time by this historic reform.,0,3
146,147,63620_199810_147,Commonwealth arrangements will ensure that in the transitionary period of implementation the States and Territories will be no worse off financially than they would be under current arrangements.,0,5
147,148,63620_199810_148,"From 2003-4, the States will be better off financially, and increasingly so over time, because the GST revenue will grow at a rate significantly stronger than projected Commonwealth grants under the existing System and the State taxes being replaced, In 2003-4, the States and Territories are projected to gain an additional $370 million;",0,5
148,149,63620_199810_149,in 2004-5 an additional $1.25 b;,0,5
149,150,63620_199810_150,in 2005-6 an additional $2.25b rising to an additional $7b in 2009-10.,0,5
150,151,63620_199810_151,"In cumulative terms, over the first 10 years of our new tax plan the States and Territories are projected to be $25b better off.",0,5
151,152,63620_199810_152,This is the single most important change in Commonwealth-State financial relations for over half a century.,0,1
152,153,63620_199810_153,It provides the States and Territories with a stable and growing revenue base to fund its provision of community services and other responsibilities into the future.,0,7
153,154,63620_199810_154,"More fairness AND choice FOR families A Coalition Government will continue to put the needs of families, and in particular a recognition of the costs of bring up children,, at the centre of national policy making.",0,6
154,155,63620_199810_155,This focus is clearly evident in our - $2b package of enhanced family measures in our Tax Reform Plan;,0,3
155,156,63620_199810_156,- a total of over $30b allocated for funding for public health care under the Australian Health Care Agreements and our new 30 per cent tax rebate/benefit for private health insurance premiums to be introduced from 1 January 1999;,0,3
156,157,63620_199810_157,"- our increased assistance for carers (for specific detail see Our Families, Our Strength, Our Future policy document, as well as accompanying documentation on the additional initiative for carers announced today);",0,2
157,158,63620_199810_158,- our enhanced funding for rural and regional health (for specific detail see our Rural and Regional Health - The Best oF Health policy document);,0,3
158,159,63620_199810_159,"- our commitment, announced today, to boost education funding to raise educational standards, benefit disadvantaged schools, improve literacy, numeracy and language skills, and help in the education of isolated children (for specific detail on these initiatives see our Raising Standards policy document released today);",0,6
159,160,63620_199810_160,"- our expansion, aiso announced today, of the New Apprenticeship scheme (for specific detail see our Skilling Australia for Jobs policy document released today);",0,6
160,161,63620_199810_161,- our assistance to families seeking to balance work and the care of children through the greater flexibility in work arrangements flowing from our workplace reforms;,0,3
161,162,63620_199810_162,"- our anti-drugs strategy (for specific detail, see our Tough on Drugs: Strengthening the Fight policy document);",0,6
162,163,63620_199810_163,"- our commitments to boost funding to fight crime and violence in our society (for specific detail, see our Opportunity and",0,3
163,164,63620_199810_164,A STRONGER AUSTRALIA.,1,1
164,165,63620_199810_165,Choice Women’s Policy document and our Crime - A Safer and Stronger Australia policy document;,1,1
165,166,63620_199810_166,"- our provision of additional funding for family and relationship support and for youth suicide prevention (outlined in detail in the Our Families, Our Strength, Our Future policy document).",0,6
166,167,63620_199810_167,Further details of our record of commitment to Australian families is provided in our First Term Achievements document released today.,1,1
167,168,63620_199810_168,A FAIR GO FOR REGIONAL AND RURAL AUSTRALIA.,0,5
168,169,63620_199810_169,Our commitment to rural and regional Australia is reflected in a wide range of initiatives.,1,1
169,170,63620_199810_170,"These include: - the $3.5b initiative in our Tax Reform Plan to slash the cost of fuel, which will be of particular benefit to primary producers.",0,3
170,171,63620_199810_171,"This initiative includes the new diesel fuel credit scheme to effectively reduce diesel excise for ail off-road (including marine) users from 43 cents per litre to zero, and for larger transport users (including rail) from 43 cents per litre to 18 cents per litre.",0,3
171,172,63620_199810_172,"In addition, business users of petrol and diesel will save about 7 cents a litre relative to where they pay now through their access to a refund of the GST paid on fuel;",0,7
172,173,63620_199810_173,- our $1.5b Natural Heritage Trust to protect and restore Australia’s natural environment;,0,7
173,174,63620_199810_174,- our $70m Rural Transactions Centres initiative announced today (see separate accompanying documentation);,0,7
174,175,63620_199810_175,- our $250m Regional Telecommunications Infrastructure Fund which is to be boosted by a further $70m;,0,7
175,176,63620_199810_176,- our recently announced investment of an addition $195 million improving Australia’s roads;,0,7
176,177,63620_199810_177,- a doubling of the size of the Medicare Easyclaim network;,0,3
177,178,63620_199810_178,- an additional $80m for the Blackspots road programme.,0,7
178,179,63620_199810_179,Further details of our record of commitment to rural and regional Australia is provided in our First Term Achievements document released today.,0,7
179,180,63620_199810_180,SECURITY FOR OLDER AUSTRALIANS.,0,5
180,181,63620_199810_181,"The Coalition Government is fully committed to protecting the interests of older Australians through a range of programmes aimed at retirement income security, enhanced quality of life and improved access to health and community services.",0,3
181,182,63620_199810_182,This commitment is reflected in,0,1
182,183,63620_199810_183,- the legislation we had passed for the first time to link pensions to 25 per cent of Male Total Average Weekly Eamings when Consumer Price Index increases fail to maintain that level;,0,5
183,184,63620_199810_184,"- our introduction of a tax rebate for low income aged persons which has created the same effective tax free threshold for ail retirees on the same income, whether pensioner or self-funded retiree;",0,5
184,185,63620_199810_185,- the abolition of provisional tax under our Tax Reform Plan;,0,6
185,186,63620_199810_186,"- our extension of the Commonwealth Seniors’ Health Card from 1 January 1999 to over 220,000 additional retirees through an increase in the income limits;",0,5
186,187,63620_199810_187,"- our extension of the Veterans Gold Card from 1 January 1999 to an additional 50,000 World War II veterans;",0,5
187,188,63620_199810_188,- the provision in our Tax Reform Plan for a 30 per cent tax rebate or cash benefit on the cost of private health insurance premiums;,0,5
188,189,63620_199810_189,"- our $280m Staying at Home package in April this year which expanded assistance to carers, respite centres and Community Aged Care Packages;",0,7
189,190,63620_199810_190,- our increased spending (increased to around $3b this year) on residential aged care;,0,7
190,191,63620_199810_191,- the provision in our Tax Reform Plan for: - a 4 per cent increase in age and other pensions;,0,6
191,192,63620_199810_192,- retention of the existing pensioner rebate scheme and an increase in the maximum rebate by $250 a year for single pensioners and $175 a year for each of a pensioner couple;,0,7
192,193,63620_199810_193,A STRONGER AUSTRALIA.,0,7
193,194,63620_199810_194,- an increase in the income test for pension eligibility and a reduction in the pension income test withdrawai rate by 10 cents in the dollar;,0,7
194,195,63620_199810_195,- a special Aged Persons Savings Bonus and a Self-Funded Retirees Supplementary Bonus;,0,7
195,196,63620_199810_196,- income tax cuts worth over $ 13b;,0,6
196,197,63620_199810_197,"- an increase in the tax free threshold to $6,000;",0,7
197,198,63620_199810_198,and - a refund of excess imputation credits.,0,6
198,199,63620_199810_199,Further details on our record of commitment to older Australians is provided in our First Term Achievements document released today and in our Tax Reform Plan document.,0,6
199,200,63620_199810_200,MUTUAL OBLIGATION.,0,1
200,201,63620_199810_201,The Coalition Government is committed to ensuring an effective social security safety net for those in need or especially disadvantaged.,0,6
201,202,63620_199810_202,We also believe in the principle of mutual obligation - that it is fair and reasonable to require those in receipt of support to put something back into our community.,0,3
202,203,63620_199810_203,Today we are announcing a significant expansion of the Work for the Dole programme that we established in our first term.,0,3
203,204,63620_199810_204,The details of the initiative are provided in our separate accompanying Working for the Dole policy document.,0,1
204,205,63620_199810_205,ADVANCING AUSTRALIA’S INTERESTS IN THE WORLD.,0,1
205,206,63620_199810_206,A Coalition Government will build on its first term achievements in establishing clear foreign policy priorities that contribute in a confident and responsible way to addressing the challenges facing our own region and broader global problems.,0,5
206,207,63620_199810_207,These priorities are spelt out in our Advancing Australia’s Interests foreign policy document.,0,3
